Stock,Strategy,Win Rate,Max Drawdown,Return [%],Total Trades,Total Commissions [$],Net Return [%],CAGR [%],Sharpe Ratio
AES,VWAPReversalTheoryGames,40.8,11.31,-4.73,125,250,-7.35,0,-0.76
AES,VWAPReversalTheoryGamesDoubleAgents,40.8,11.31,-4.73,125,250,-7.35,0,-0.76
AMCR,VWAPReversalTheoryGames,55.56,2.28,2.0,9,18,1.83,0,-0.38
AMCR,VWAPReversalTheoryGamesDoubleAgents,55.56,2.28,2.0,9,18,1.83,0,-0.38
APA,VWAPReversalTheoryGames,35.29,14.55,-14.88,102,204,-17.25,0,-1.66
APA,VWAPReversalTheoryGamesDoubleAgents,35.29,14.55,-14.88,102,204,-17.25,0,-1.66
T,VWAPReversalTheoryGames,35.71,4.01,-3.81,14,28,-4.1,0,-2.24
T,VWAPReversalTheoryGamesDoubleAgents,35.71,4.01,-3.81,14,28,-4.1,0,-2.24
BKR,VWAPReversalTheoryGames,50.0,8.79,-1.57,48,96,-2.54,0,-0.93
BKR,VWAPReversalTheoryGamesDoubleAgents,50.0,8.79,-1.57,48,96,-2.54,0,-0.93
BAC,VWAPReversalTheoryGames,52.78,6.05,-0.88,36,72,-1.61,0,-1.04
BAC,VWAPReversalTheoryGamesDoubleAgents,52.78,6.05,-0.88,36,72,-1.61,0,-1.04
BAX,VWAPReversalTheoryGames,34.78,11.76,-8.38,46,92,-9.38,0,-0.89
BAX,VWAPReversalTheoryGamesDoubleAgents,34.78,11.76,-8.38,46,92,-9.38,0,-0.89
CZR,VWAPReversalTheoryGames,43.14,10.07,16.25,153,306,13.65,0,0.95
CZR,VWAPReversalTheoryGamesDoubleAgents,43.14,10.07,16.25,153,306,13.65,0,0.95
CCL,VWAPReversalTheoryGames,49.71,17.37,10.55,173,346,7.43,0,0.46
CCL,VWAPReversalTheoryGamesDoubleAgents,49.71,17.37,10.55,173,346,7.43,0,0.46
CNP,VWAPReversalTheoryGames,29.41,4.96,-3.62,17,34,-3.97,0,-1.1
CNP,VWAPReversalTheoryGamesDoubleAgents,29.41,4.96,-3.62,17,34,-3.97,0,-1.1
CFG,VWAPReversalTheoryGames,46.39,10.01,11.67,97,194,9.95,0,0.46
CFG,VWAPReversalTheoryGamesDoubleAgents,46.39,10.01,11.67,97,194,9.95,0,0.46
CMCSA,VWAPReversalTheoryGames,50.0,2.98,-0.13,16,32,-0.45,0,-1.29
CMCSA,VWAPReversalTheoryGamesDoubleAgents,50.0,2.98,-0.13,16,32,-0.45,0,-1.29
CAG,VWAPReversalTheoryGames,57.89,2.74,4.26,19,38,3.89,0,0.25
CAG,VWAPReversalTheoryGamesDoubleAgents,57.89,2.74,4.26,19,38,3.89,0,0.25
CTRA,VWAPReversalTheoryGames,50.0,4.47,5.29,34,68,4.64,0,2.3
CTRA,VWAPReversalTheoryGamesDoubleAgents,50.0,4.47,5.29,34,68,4.64,0,2.3
CSX,VWAPReversalTheoryGames,75.0,3.12,3.72,12,24,3.49,0,0.28
CSX,VWAPReversalTheoryGamesDoubleAgents,75.0,3.12,3.72,12,24,3.49,0,0.28
DVN,VWAPReversalTheoryGames,50.0,7.16,1.67,62,124,0.46,0,-0.1
DVN,VWAPReversalTheoryGamesDoubleAgents,50.0,7.16,1.67,62,124,0.46,0,-0.1
DOW,VWAPReversalTheoryGames,50.0,5.5,-1.41,16,32,-1.73,0,-0.5
DOW,VWAPReversalTheoryGamesDoubleAgents,50.0,5.5,-1.41,16,32,-1.73,0,-0.5
EXC,VWAPReversalTheoryGames,47.62,7.91,-1.03,21,42,-1.45,0,-0.43
EXC,VWAPReversalTheoryGamesDoubleAgents,47.62,7.91,-1.03,21,42,-1.45,0,-0.43
FITB,VWAPReversalTheoryGames,48.21,12.2,1.3,56,112,0.19,0,-0.22
FITB,VWAPReversalTheoryGamesDoubleAgents,48.21,12.2,1.3,56,112,0.19,0,-0.22
FE,VWAPReversalTheoryGames,64.29,5.07,0.98,14,28,0.71,0,-0.33
FE,VWAPReversalTheoryGamesDoubleAgents,64.29,5.07,0.98,14,28,0.71,0,-0.33
BEN,VWAPReversalTheoryGames,47.37,7.65,3.75,38,76,3.01,0,0.08
BEN,VWAPReversalTheoryGamesDoubleAgents,47.37,7.65,3.75,38,76,3.01,0,0.08
FCX,VWAPReversalTheoryGames,43.28,10.7,2.73,67,134,1.42,0,0.03
FCX,VWAPReversalTheoryGamesDoubleAgents,43.28,10.7,2.73,67,134,1.42,0,0.03
GEN,VWAPReversalTheoryGames,65.62,4.42,13.73,32,64,13.17,0,0.67
GEN,VWAPReversalTheoryGamesDoubleAgents,65.62,4.42,13.73,32,64,13.17,0,0.67
GM,VWAPReversalTheoryGames,46.3,7.07,-1.45,54,108,-2.55,0,-2.71
GM,VWAPReversalTheoryGamesDoubleAgents,46.3,7.07,-1.45,54,108,-2.55,0,-2.71
HAL,VWAPReversalTheoryGames,42.47,11.49,-2.41,73,146,-3.9,0,-0.35
HAL,VWAPReversalTheoryGamesDoubleAgents,42.47,11.49,-2.41,73,146,-3.9,0,-0.35
DOC,VWAPReversalTheoryGames,46.88,4.43,2.02,32,64,1.4,0,-0.66
DOC,VWAPReversalTheoryGamesDoubleAgents,46.88,4.43,2.02,32,64,1.4,0,-0.66
HPE,VWAPReversalTheoryGames,48.28,8.9,-1.46,58,116,-2.64,0,-0.67
HPE,VWAPReversalTheoryGamesDoubleAgents,48.28,8.9,-1.46,58,116,-2.64,0,-0.67
HST,VWAPReversalTheoryGames,63.64,3.52,11.32,33,66,10.73,0,1.0
HST,VWAPReversalTheoryGamesDoubleAgents,63.64,3.52,11.32,33,66,10.73,0,1.0
HPQ,VWAPReversalTheoryGames,61.29,4.8,8.42,31,62,7.85,0,0.49
HPQ,VWAPReversalTheoryGamesDoubleAgents,61.29,4.8,8.42,31,62,7.85,0,0.49
HBAN,VWAPReversalTheoryGames,61.02,5.38,11.9,59,118,10.85,0,1.73
HBAN,VWAPReversalTheoryGamesDoubleAgents,61.02,5.38,11.9,59,118,10.85,0,1.73
INTC,VWAPReversalTheoryGames,49.58,8.32,16.62,119,238,14.6,0,0.69
INTC,VWAPReversalTheoryGamesDoubleAgents,49.58,8.32,16.62,119,238,14.6,0,0.69
IPG,VWAPReversalTheoryGames,52.0,7.17,-0.74,25,50,-1.24,0,-0.37
IPG,VWAPReversalTheoryGamesDoubleAgents,52.0,7.17,-0.74,25,50,-1.24,0,-0.37
IVZ,VWAPReversalTheoryGames,53.7,4.34,9.86,54,108,8.88,0,0.6
IVZ,VWAPReversalTheoryGamesDoubleAgents,53.7,4.34,9.86,54,108,8.88,0,0.6
JNPR,VWAPReversalTheoryGames,60.0,1.72,1.6,5,10,1.5,0,-0.52
JNPR,VWAPReversalTheoryGamesDoubleAgents,60.0,1.72,1.6,5,10,1.5,0,-0.52
KVUE,VWAPReversalTheoryGames,45.45,4.98,-1.47,33,66,-2.14,0,-1.9
KVUE,VWAPReversalTheoryGamesDoubleAgents,45.45,4.98,-1.47,33,66,-2.14,0,-1.9
KDP,VWAPReversalTheoryGames,50.0,3.18,-1.53,14,28,-1.81,0,-1.99
KDP,VWAPReversalTheoryGamesDoubleAgents,50.0,3.18,-1.53,14,28,-1.81,0,-1.99
KEY,VWAPReversalTheoryGames,44.92,19.85,3.43,118,236,1.15,0,0.06
KEY,VWAPReversalTheoryGamesDoubleAgents,44.92,19.85,3.43,118,236,1.15,0,0.06
KIM,VWAPReversalTheoryGames,55.17,3.57,5.79,29,58,5.25,0,0.33
KIM,VWAPReversalTheoryGamesDoubleAgents,55.17,3.57,5.79,29,58,5.25,0,0.33
KMI,VWAPReversalTheoryGames,42.86,4.31,-2.9,14,28,-3.19,0,-2.07
KMI,VWAPReversalTheoryGamesDoubleAgents,42.86,4.31,-2.9,14,28,-3.19,0,-2.07
KHC,VWAPReversalTheoryGames,58.82,4.19,4.61,17,34,4.28,0,0.39
KHC,VWAPReversalTheoryGamesDoubleAgents,58.82,4.19,4.61,17,34,4.28,0,0.39
LVS,VWAPReversalTheoryGames,51.22,6.5,3.49,41,82,2.7,0,0.06
LVS,VWAPReversalTheoryGamesDoubleAgents,51.22,6.5,3.49,41,82,2.7,0,0.06
MTCH,VWAPReversalTheoryGames,47.31,14.98,-3.29,93,186,-5.22,0,-0.63
MTCH,VWAPReversalTheoryGamesDoubleAgents,47.31,14.98,-3.29,93,186,-5.22,0,-0.63
MGM,VWAPReversalTheoryGames,41.18,8.78,-3.69,51,102,-4.75,0,-0.76
MGM,VWAPReversalTheoryGamesDoubleAgents,41.18,8.78,-3.69,51,102,-4.75,0,-0.76
MRNA,VWAPReversalTheoryGames,38.98,21.19,1.48,236,472,-3.17,0,-0.06
MRNA,VWAPReversalTheoryGamesDoubleAgents,38.98,21.19,1.48,236,472,-3.17,0,-0.06
MOS,VWAPReversalTheoryGames,45.0,11.42,-0.87,100,200,-2.88,0,-0.44
MOS,VWAPReversalTheoryGamesDoubleAgents,45.0,11.42,-0.87,100,200,-2.88,0,-0.44
NEM,VWAPReversalTheoryGames,48.39,12.17,-4.34,62,124,-5.63,0,-1.46
NEM,VWAPReversalTheoryGamesDoubleAgents,48.39,12.17,-4.34,62,124,-5.63,0,-1.46
NI,VWAPReversalTheoryGames,40.0,2.98,-0.82,10,20,-1.02,0,-4.18
NI,VWAPReversalTheoryGamesDoubleAgents,40.0,2.98,-0.82,10,20,-1.02,0,-4.18
NCLH,VWAPReversalTheoryGames,51.91,11.44,20.46,183,366,17.48,0,1.2
NCLH,VWAPReversalTheoryGamesDoubleAgents,51.91,11.44,20.46,183,366,17.48,0,1.2
PARA,VWAPReversalTheoryGames,44.0,21.43,0.53,150,300,-2.46,0,0.01
PARA,VWAPReversalTheoryGamesDoubleAgents,44.0,21.43,0.53,150,300,-2.46,0,0.01
PFE,VWAPReversalTheoryGames,48.15,9.35,-4.95,27,54,-5.51,0,-2.94
PFE,VWAPReversalTheoryGamesDoubleAgents,48.15,9.35,-4.95,27,54,-5.51,0,-2.94
PCG,VWAPReversalTheoryGames,47.06,5.67,6.8,34,68,6.16,0,0.46
PCG,VWAPReversalTheoryGamesDoubleAgents,47.06,5.67,6.8,34,68,6.16,0,0.46
PPL,VWAPReversalTheoryGames,53.85,6.28,-0.26,13,26,-0.52,0,-0.34
PPL,VWAPReversalTheoryGamesDoubleAgents,53.85,6.28,-0.26,13,26,-0.52,0,-0.34
RF,VWAPReversalTheoryGames,50.82,4.84,8.11,61,122,6.98,0,0.59
RF,VWAPReversalTheoryGamesDoubleAgents,50.82,4.84,8.11,61,122,6.98,0,0.59
SLB,VWAPReversalTheoryGames,48.33,6.59,2.23,60,120,1.06,0,-0.06
SLB,VWAPReversalTheoryGamesDoubleAgents,48.33,6.59,2.23,60,120,1.06,0,-0.06
LUV,VWAPReversalTheoryGames,45.76,6.42,-1.44,59,118,-2.63,0,-1.07
LUV,VWAPReversalTheoryGamesDoubleAgents,45.76,6.42,-1.44,59,118,-2.63,0,-1.07
TFC,VWAPReversalTheoryGames,28.99,12.64,-7.21,69,138,-8.69,0,-1.01
TFC,VWAPReversalTheoryGamesDoubleAgents,28.99,12.64,-7.21,69,138,-8.69,0,-1.01
USB,VWAPReversalTheoryGames,43.33,12.75,-5.57,60,120,-6.84,0,-0.46
USB,VWAPReversalTheoryGamesDoubleAgents,43.33,12.75,-5.57,60,120,-6.84,0,-0.46
VZ,VWAPReversalTheoryGames,50.0,2.12,1.43,8,16,1.27,0,-0.42
VZ,VWAPReversalTheoryGamesDoubleAgents,50.0,2.12,1.43,8,16,1.27,0,-0.42
VTRS,VWAPReversalTheoryGames,43.18,5.8,-4.83,44,88,-5.75,0,-4.49
VTRS,VWAPReversalTheoryGamesDoubleAgents,43.18,5.8,-4.83,44,88,-5.75,0,-4.49
VICI,VWAPReversalTheoryGames,42.86,1.31,1.69,7,14,1.56,0,-0.83
VICI,VWAPReversalTheoryGamesDoubleAgents,42.86,1.31,1.69,7,14,1.56,0,-0.83
WBA,VWAPReversalTheoryGames,39.55,23.38,-16.37,134,268,-19.52,0,-1.91
WBA,VWAPReversalTheoryGamesDoubleAgents,39.55,23.38,-16.37,134,268,-19.52,0,-1.91
WBD,VWAPReversalTheoryGames,40.21,31.3,-25.63,189,378,-30.52,0,-0.79
WBD,VWAPReversalTheoryGamesDoubleAgents,40.21,31.3,-25.63,189,378,-30.52,0,-0.79
WY,VWAPReversalTheoryGames,46.67,2.43,0.88,15,30,0.58,0,-1.47
WY,VWAPReversalTheoryGamesDoubleAgents,46.67,2.43,0.88,15,30,0.58,0,-1.47
