Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_RSI(C,14)","Exit_RSI(C,14)",Stock,Strategy
-99,31877,31878,101.64,102.54281,,100.3242615261604,-89.37819000000023,-0.008882428177882762,2023-08-09 14:47:00+00:00,2023-08-09 14:48:00+00:00,0 days 00:01:00,,81.99504451774737,84.90005811714934,MRNA,VWAPReversalRsiStrategy
-96,34213,34218,103.85,104.59709000000001,,101.99662766995128,-71.72064000000137,-0.007193933558016452,2023-08-17 14:43:00+00:00,2023-08-17 14:48:00+00:00,0 days 00:05:00,,75.09100410252276,78.77776849175841,MRNA,VWAPReversalRsiStrategy
96,34618,34664,103.62,102.94431,,105.42926603294664,-64.86624000000029,-0.00652084539664155,2023-08-18 14:58:00+00:00,2023-08-18 15:44:00+00:00,0 days 00:46:00,,24.92081968345428,28.10670291047583,MRNA,VWAPReversalRsiStrategy
-90,34984,34992,109.08,109.92412,,106.47013880316995,-75.97080000000034,-0.007738540520718873,2023-08-21 14:34:00+00:00,2023-08-21 14:42:00+00:00,0 days 00:08:00,,71.51018588792721,72.0449939249838,MRNA,VWAPReversalRsiStrategy
-84,35809,36081,116.4,115.61,117.23494,114.6142320685005,66.36000000000053,0.006786941580756101,2023-08-23 15:19:00+00:00,2023-08-23 19:51:00+00:00,0 days 04:32:00,,63.82168522825143,39.15355332713135,MRNA,VWAPReversalRsiStrategy
89,36626,36838,110.17,111.7435804140457,109.30944,111.7435804140457,140.04865685006672,0.01428320245117276,2023-08-25 15:56:00+00:00,2023-08-25 19:28:00+00:00,0 days 03:32:00,,26.843063090272896,67.71858410144391,MRNA,VWAPReversalRsiStrategy
90,41296,41317,110.18,109.4286,,111.77305429565959,-67.62600000000035,-0.006819749500816874,2023-09-13 15:46:00+00:00,2023-09-13 16:07:00+00:00,0 days 00:21:00,,29.832329988563238,18.66998627043703,MRNA,VWAPReversalRsiStrategy
-89,41635,41644,111.38,112.14959,,109.187167926637,-68.49351000000071,-0.006909588795115829,2023-09-14 14:55:00+00:00,2023-09-14 15:04:00+00:00,0 days 00:09:00,,74.683452496494,73.89086424963031,MRNA,VWAPReversalRsiStrategy
93,42456,42601,105.38,104.54304,,107.73069560415506,-77.83727999999913,-0.007942304042512727,2023-09-18 15:36:00+00:00,2023-09-18 18:01:00+00:00,0 days 02:25:00,,28.065760079000153,30.817243319821365,MRNA,VWAPReversalRsiStrategy
-95,47148,47176,102.89,103.5196,,101.36981217867726,-59.81199999999966,-0.006119156380600677,2023-10-04 15:48:00+00:00,2023-10-04 16:16:00+00:00,0 days 00:28:00,,75.83860570257231,66.39049262437405,MRNA,VWAPReversalRsiStrategy
97,47466,47671,100.08,102.01413370028233,99.34965,102.01413370028233,187.6109689273861,0.01932587630178184,2023-10-05 14:36:00+00:00,2023-10-05 18:01:00+00:00,0 days 03:25:00,,26.256650374579117,67.51159271878761,MRNA,VWAPReversalRsiStrategy
100,48254,48266,98.9,98.23749000000001,,100.3737603805468,-66.25099999999975,-0.006698786653185018,2023-10-09 14:44:00+00:00,2023-10-09 14:56:00+00:00,0 days 00:12:00,,28.819791260106687,17.926298066141726,MRNA,VWAPReversalRsiStrategy
-104,50239,50262,94.06,92.6163173932636,95.12122,92.6163173932636,150.14299110058585,0.015348528670384831,2023-10-16 15:19:00+00:00,2023-10-16 15:42:00+00:00,0 days 00:23:00,,72.56807125281725,34.254415161624756,MRNA,VWAPReversalRsiStrategy
120,51369,51450,83.1,82.45872,,84.26862741161183,-76.95359999999937,-0.007716967509025174,2023-10-19 14:39:00+00:00,2023-10-19 16:00:00+00:00,0 days 01:21:00,,36.586185962272225,49.70489299945394,MRNA,VWAPReversalRsiStrategy
123,51762,51810,80.45,79.87692,,81.71592988629276,-70.48884000000055,-0.0071234307022995935,2023-10-20 14:42:00+00:00,2023-10-20 15:30:00+00:00,0 days 00:48:00,,28.00473272796421,34.581296315963904,MRNA,VWAPReversalRsiStrategy
-131,54517,54705,75.22,75.74654,,73.95858786629601,-68.97673999999962,-0.006999999999999895,2023-10-31 15:07:00+00:00,2023-10-31 18:15:00+00:00,0 days 03:08:00,,82.31311740804928,67.84045158106011,MRNA,VWAPReversalRsiStrategy
-127,54879,54914,76.74,75.67,77.539,75.67639537283782,135.88999999999913,0.013943184779775741,2023-11-01 14:39:00+00:00,2023-11-01 15:14:00+00:00,0 days 00:35:00,,66.18971581762247,42.910408737350046,MRNA,VWAPReversalRsiStrategy
131,55651,55700,75.54,76.60906800720781,74.82254999999999,76.60906800720781,140.04790894422229,0.0141523432248849,2023-11-03 14:31:00+00:00,2023-11-03 15:20:00+00:00,0 days 00:49:00,,36.458378615742106,67.82242554371186,MRNA,VWAPReversalRsiStrategy
135,56023,56051,74.17,73.53165,,76.20195035579675,-86.17725000000036,-0.008606579479573995,2023-11-06 15:13:00+00:00,2023-11-06 15:41:00+00:00,0 days 00:28:00,,26.110010427193796,35.150257281132966,MRNA,VWAPReversalRsiStrategy
140,56841,56873,71.19,70.56258,,72.22272784349366,-87.8388000000001,-0.008813316477033317,2023-11-08 15:51:00+00:00,2023-11-08 16:23:00+00:00,0 days 00:32:00,,39.96649077208217,26.724271026526974,MRNA,VWAPReversalRsiStrategy
142,57228,57238,69.76,69.19224000000001,,70.72330680207614,-80.62191999999897,-0.008138761467889832,2023-11-09 15:48:00+00:00,2023-11-09 15:58:00+00:00,0 days 00:10:00,,30.580382415456377,22.488489721040022,MRNA,VWAPReversalRsiStrategy
144,57969,58008,68.17,67.67295,,69.16748104149812,-71.57520000000022,-0.0072913304972862525,2023-11-13 15:09:00+00:00,2023-11-13 15:48:00+00:00,0 days 00:39:00,,22.39825563330929,41.27718561645485,MRNA,VWAPReversalRsiStrategy
-130,58333,58341,74.58,73.68987199569845,75.27325,73.68987199569845,115.71664055920081,0.011935210569878563,2023-11-14 14:43:00+00:00,2023-11-14 14:51:00+00:00,0 days 00:08:00,,74.40186631886053,54.03219389261624,MRNA,VWAPReversalRsiStrategy
-130,58719,58722,75.92,76.65284,,75.01869593410636,-95.26919999999947,-0.009652792413066269,2023-11-15 14:39:00+00:00,2023-11-15 14:42:00+00:00,0 days 00:03:00,,80.53929894983688,85.07867595008278,MRNA,VWAPReversalRsiStrategy
131,59139,59154,74.37,75.30209547297352,73.66074,75.30209547297352,122.10450695953045,0.012533218676529678,2023-11-16 15:09:00+00:00,2023-11-16 15:24:00+00:00,0 days 00:15:00,,31.054963222574344,69.39077616733506,MRNA,VWAPReversalRsiStrategy
130,59509,59511,75.66,75.03108,,76.82691488956227,-81.75959999999918,-0.008312450436161689,2023-11-17 14:49:00+00:00,2023-11-17 14:51:00+00:00,0 days 00:02:00,,27.18851421032002,21.019691086895698,MRNA,VWAPReversalRsiStrategy
-124,59952,59953,78.75,79.35159999999999,,77.66781950166383,-74.59839999999883,-0.007639365079364913,2023-11-20 15:42:00+00:00,2023-11-20 15:43:00+00:00,0 days 00:01:00,,74.83441241525114,83.61717892115476,MRNA,VWAPReversalRsiStrategy
-122,61074,61092,79.85,80.48951000000001,,78.76416181234659,-78.0202200000019,-0.00800889167188501,2023-11-24 14:54:00+00:00,2023-11-24 15:12:00+00:00,0 days 00:18:00,,73.25527601611967,76.1314572223074,MRNA,VWAPReversalRsiStrategy
127,61276,61294,75.89,76.7501046039614,75.13038,76.7501046039614,109.23328470309822,0.011333569692468126,2023-11-27 14:46:00+00:00,2023-11-27 15:04:00+00:00,0 days 00:18:00,,34.25766470023475,53.258881416930194,MRNA,VWAPReversalRsiStrategy
125,62451,62491,77.96,79.27666376086025,77.38449000000001,79.27666376086025,164.58297010753142,0.016888965634431097,2023-11-30 14:51:00+00:00,2023-11-30 15:31:00+00:00,0 days 00:40:00,,29.405994033414306,67.10183046599045,MRNA,VWAPReversalRsiStrategy
-128,62875,62917,77.32,77.98208,,75.87752957316737,-84.7462400000004,-0.008562855664769886,2023-12-01 15:25:00+00:00,2023-12-01 16:07:00+00:00,0 days 00:42:00,,66.25613882790397,70.10856660703739,MRNA,VWAPReversalRsiStrategy
-123,64025,64030,79.79,80.31832,,78.63020961115546,-64.98335999999922,-0.006621381125454295,2023-12-06 15:05:00+00:00,2023-12-06 15:10:00+00:00,0 days 00:05:00,,75.5709224965477,76.50729196605216,MRNA,VWAPReversalRsiStrategy
125,64391,64402,78.26,79.35441041007125,77.56323,79.35441041007125,136.801301258906,0.013984288398559253,2023-12-07 14:41:00+00:00,2023-12-07 14:52:00+00:00,0 days 00:11:00,,24.02510484015263,49.492324134353474,MRNA,VWAPReversalRsiStrategy
-122,64788,64802,81.11,81.72811999999999,,79.8398065347982,-75.41063999999884,-0.007620761928245567,2023-12-08 14:48:00+00:00,2023-12-08 15:02:00+00:00,0 days 00:14:00,,73.935385762655,65.38736061094181,MRNA,VWAPReversalRsiStrategy
-120,65168,65171,82.0,80.75625468759132,82.58407000000001,80.75625468759132,149.24943748904127,0.015167625761081438,2023-12-11 14:38:00+00:00,2023-12-11 14:41:00+00:00,0 days 00:03:00,,82.07575505683799,47.77428678358868,MRNA,VWAPReversalRsiStrategy
126,65553,65553,78.95,78.17889000000001,,79.98732951978373,-97.15985999999913,-0.009767067764407722,2023-12-12 14:33:00+00:00,2023-12-12 14:33:00+00:00,0 days 00:00:00,,4.847850607471979,4.847850607471979,MRNA,VWAPReversalRsiStrategy
132,65943,65949,74.76,74.21682,,75.8685083264471,-71.69976000000088,-0.007265650080256925,2023-12-13 14:33:00+00:00,2023-12-13 14:39:00+00:00,0 days 00:06:00,,9.176130685012614,21.324127637967116,MRNA,VWAPReversalRsiStrategy
-111,66332,66332,88.09,88.9181,,86.9993340840563,-91.91909999999912,-0.009400613009422187,2023-12-14 14:32:00+00:00,2023-12-14 14:32:00+00:00,0 days 00:00:00,,96.9942116327251,96.9942116327251,MRNA,VWAPReversalRsiStrategy
-109,66722,66725,88.9,88.10748444215515,90.1265,88.10748444215515,86.38419580508877,0.008914685690043278,2023-12-15 14:32:00+00:00,2023-12-15 14:35:00+00:00,0 days 00:03:00,,81.13232221150129,49.23194748950398,MRNA,VWAPReversalRsiStrategy
116,67152,67161,84.54,83.9085,,85.76995089965926,-73.2540000000003,-0.0074698367636621965,2023-12-18 15:12:00+00:00,2023-12-18 15:21:00+00:00,0 days 00:09:00,,26.164950605817367,26.471435920804876,MRNA,VWAPReversalRsiStrategy
-108,68356,68380,89.94,90.60986,,88.48184460218182,-72.34487999999999,-0.007447854124972286,2023-12-21 15:46:00+00:00,2023-12-21 16:10:00+00:00,0 days 00:24:00,,61.48883766065515,68.5119486796192,MRNA,VWAPReversalRsiStrategy
-101,68691,68694,94.95,95.81605,,93.79403155235639,-87.47105000000013,-0.009121116377040606,2023-12-22 14:51:00+00:00,2023-12-22 14:54:00+00:00,0 days 00:03:00,,75.50446817623447,78.5469660652255,MRNA,VWAPReversalRsiStrategy
-93,69843,69844,102.93,101.31159251459103,103.65051000000001,101.31159251459103,150.51189614303513,0.015723379825211103,2023-12-28 14:33:00+00:00,2023-12-28 14:34:00+00:00,0 days 00:01:00,,62.06546638219853,56.52184437180872,MRNA,VWAPReversalRsiStrategy
-94,70623,70628,103.0,103.82169999999999,,101.18431676661956,-77.23979999999932,-0.007977669902912599,2024-01-02 14:33:00+00:00,2024-01-02 14:38:00+00:00,0 days 00:05:00,,79.09308953100978,83.90480709229558,MRNA,VWAPReversalRsiStrategy
87,71012,71012,110.27,110.48864979635847,107.75043000000001,110.48864979635847,19.022532283187502,0.001982858405354726,2024-01-03 14:32:00+00:00,2024-01-03 14:32:00+00:00,0 days 00:00:00,,18.39777929685759,18.39777929685759,MRNA,VWAPReversalRsiStrategy
90,71405,71406,107.12,106.04247000000001,,108.43603486982752,-96.97769999999963,-0.010059092606422682,2024-01-04 14:35:00+00:00,2024-01-04 14:36:00+00:00,0 days 00:01:00,,20.770330931792593,18.30192786275389,MRNA,VWAPReversalRsiStrategy
-85,71816,71818,111.89,112.84442,,109.88105272028456,-81.12569999999991,-0.008529984806506352,2024-01-05 14:56:00+00:00,2024-01-05 14:58:00+00:00,0 days 00:02:00,,70.10404072190134,80.28611235194145,MRNA,VWAPReversalRsiStrategy
86,72182,72186,109.82,110.65411837678491,108.10791,110.65411837678491,71.73418040350265,0.007595323044845337,2024-01-08 14:32:00+00:00,2024-01-08 14:36:00+00:00,0 days 00:04:00,,16.81704215781838,48.77762811851119,MRNA,VWAPReversalRsiStrategy
85,72586,72606,111.46,112.98,110.37195000000001,112.94162181112834,129.20000000000087,0.013637179257132592,2024-01-09 14:46:00+00:00,2024-01-09 15:06:00+00:00,0 days 00:20:00,,27.830268266579782,53.24762809855626,MRNA,VWAPReversalRsiStrategy
-87,73747,73751,110.48,108.82733269640504,111.56553000000001,108.82733269640504,143.78205541276213,0.014958972697275197,2024-01-12 14:37:00+00:00,2024-01-12 14:41:00+00:00,0 days 00:04:00,,67.85695693999692,57.079541888462835,MRNA,VWAPReversalRsiStrategy
97,74137,74141,100.94,100.0944,,102.46660954553813,-82.02320000000044,-0.008377253814147112,2024-01-16 14:37:00+00:00,2024-01-16 14:41:00+00:00,0 days 00:04:00,,15.658267324614306,15.23716219040405,MRNA,VWAPReversalRsiStrategy
100,74924,74938,97.25,98.60912930547713,96.53946,98.60912930547713,135.91293054771256,0.013975622678428001,2024-01-18 14:44:00+00:00,2024-01-18 14:58:00+00:00,0 days 00:14:00,,22.28824331534042,58.65797535881894,MRNA,VWAPReversalRsiStrategy
-97,75695,75701,101.89,102.61330000000001,,100.32646332397245,-70.16010000000087,-0.007098832073805239,2024-01-22 14:35:00+00:00,2024-01-22 14:41:00+00:00,0 days 00:06:00,,75.5108774759721,73.0664276366735,MRNA,VWAPReversalRsiStrategy
96,76510,76554,101.53,103.10012453053571,100.7895,103.10012453053571,150.73195493142794,0.01546463636891282,2024-01-24 15:10:00+00:00,2024-01-24 15:54:00+00:00,0 days 00:44:00,,26.66366619333891,62.72152491385007,MRNA,VWAPReversalRsiStrategy
109,81152,81152,90.98,90.33321,,92.32714510441731,-70.50011000000109,-0.007109144867003869,2024-02-09 14:32:00+00:00,2024-02-09 14:32:00+00:00,0 days 00:00:00,,8.543045528846973,8.543045528846973,MRNA,VWAPReversalRsiStrategy
115,81959,82014,85.9,87.06712680125273,85.23912,87.06712680125273,134.21958214406288,0.013587040759635904,2024-02-13 14:59:00+00:00,2024-02-13 15:54:00+00:00,0 days 00:55:00,,24.115241837516525,65.18849559124638,MRNA,VWAPReversalRsiStrategy
-114,82720,82720,87.88,88.45488,,86.41368623564965,-65.53632000000084,-0.00654164770141108,2024-02-15 14:40:00+00:00,2024-02-15 14:40:00+00:00,0 days 00:00:00,,80.25091414194272,80.25091414194272,MRNA,VWAPReversalRsiStrategy
-105,84272,84272,94.95,95.60458,,93.44858478910733,-68.73089999999955,-0.006893944181147971,2024-02-22 14:32:00+00:00,2024-02-22 14:32:00+00:00,0 days 00:00:00,,97.36364398024618,97.36364398024618,MRNA,VWAPReversalRsiStrategy
101,84665,84668,98.1,99.111240617135,97.02602999999999,99.111240617135,102.13530233063517,0.01030826317161071,2024-02-23 14:35:00+00:00,2024-02-23 14:38:00+00:00,0 days 00:03:00,,20.328237591781022,51.23067888187778,MRNA,VWAPReversalRsiStrategy
108,85055,85064,92.28,93.56172371819197,91.18719,93.56172371819197,138.4261615647327,0.013889507132552659,2024-02-26 14:35:00+00:00,2024-02-26 14:44:00+00:00,0 days 00:09:00,,27.991588760589824,41.658517091625775,MRNA,VWAPReversalRsiStrategy
-106,85506,85564,95.55,96.2692,,94.22622099482172,-76.23520000000008,-0.00752694924123487,2024-02-27 15:36:00+00:00,2024-02-27 16:34:00+00:00,0 days 00:58:00,,71.68432254767184,70.07023264315653,MRNA,VWAPReversalRsiStrategy
-102,85875,85877,98.53,99.24992,,96.84507692103904,-73.4318400000002,-0.007306607124733633,2024-02-28 15:15:00+00:00,2024-02-28 15:17:00+00:00,0 days 00:02:00,,74.77916551597184,77.20334690540517,MRNA,VWAPReversalRsiStrategy
105,86256,86350,95.02,94.24562999999999,,96.39730546835463,-81.30885000000049,-0.008149547463691897,2024-02-29 15:06:00+00:00,2024-02-29 16:40:00+00:00,0 days 01:34:00,,26.2309955053368,37.2734766781551,MRNA,VWAPReversalRsiStrategy
-104,86661,86665,94.7,95.3629,,93.32518248640719,-68.94159999999931,-0.006999999999999895,2024-03-01 15:21:00+00:00,2024-03-01 15:25:00+00:00,0 days 00:04:00,,76.30598050813967,80.55200627171124,MRNA,VWAPReversalRsiStrategy
89,89881,89890,109.68,108.81294,,111.16975839221813,-77.16834000000082,-0.007905361050328352,2024-03-13 16:01:00+00:00,2024-03-13 16:10:00+00:00,0 days 00:09:00,,27.50855010109088,14.82671742829924,MRNA,VWAPReversalRsiStrategy
-91,90963,91021,107.25,105.40092174522816,108.00075,105.40092174522816,168.26612118423742,0.01724082288831552,2024-03-18 14:33:00+00:00,2024-03-18 15:31:00+00:00,0 days 00:58:00,,71.74522347879494,33.813137131192676,MRNA,VWAPReversalRsiStrategy
-94,91425,91671,105.32,105.42,106.12773,103.9206758342437,-9.400000000000801,-0.0009494872768704976,2024-03-19 15:45:00+00:00,2024-03-19 19:51:00+00:00,0 days 04:06:00,,72.77648256044199,64.79120919405716,MRNA,VWAPReversalRsiStrategy
-91,93695,93757,108.57,109.46090000000001,,107.04912551183482,-81.07190000000148,-0.008205765865340497,2024-03-27 14:35:00+00:00,2024-03-27 15:37:00+00:00,0 days 01:02:00,,86.4772702952034,66.93722972197715,MRNA,VWAPReversalRsiStrategy
91,94137,94143,107.74,106.88652,,109.1886045239251,-77.66667999999913,-0.007921663263411816,2024-03-28 15:27:00+00:00,2024-03-28 15:33:00+00:00,0 days 00:06:00,,23.408828176462613,26.506788162769084,MRNA,VWAPReversalRsiStrategy
-93,95697,95724,104.22,104.9294,,102.75999528326872,-65.97420000000021,-0.0068067549414700945,2024-04-04 15:27:00+00:00,2024-04-04 15:54:00+00:00,0 days 00:27:00,,74.4743573652089,82.21875604468268,MRNA,VWAPReversalRsiStrategy
-93,96429,96446,103.89,104.60716,,102.39692129702796,-66.69587999999932,-0.006903070555394963,2024-04-08 14:39:00+00:00,2024-04-08 14:56:00+00:00,0 days 00:17:00,,75.11795176876863,78.17492206205742,MRNA,VWAPReversalRsiStrategy
-90,98790,98994,106.4,104.34436150886586,107.13473,104.34436150886586,185.0074642020732,0.019319910630960058,2024-04-16 15:00:00+00:00,2024-04-16 18:24:00+00:00,0 days 03:24:00,,58.92500607886587,31.127625865271636,MRNA,VWAPReversalRsiStrategy
-95,99567,99861,103.44,102.36,104.19429,101.52912233665137,102.59999999999984,0.01044083526682138,2024-04-18 14:57:00+00:00,2024-04-18 19:51:00+00:00,0 days 04:54:00,,68.155112787023,31.082190871771964,MRNA,VWAPReversalRsiStrategy
92,101118,101132,107.62,106.95603,,109.26180475603107,-61.08524000000057,-0.00616957814532626,2024-04-24 14:48:00+00:00,2024-04-24 15:02:00+00:00,0 days 00:14:00,,25.549334686376874,24.31074085060162,MRNA,VWAPReversalRsiStrategy
95,101510,101682,103.89,105.49748430896827,103.15284,105.49748430896827,152.7110093519854,0.015472945509368285,2024-04-25 14:50:00+00:00,2024-04-25 17:42:00+00:00,0 days 02:52:00,,31.300179266618965,70.16430062728669,MRNA,VWAPReversalRsiStrategy
-88,102689,102893,112.84,111.30461450162619,113.67016,111.30461450162619,135.11392385689555,0.01360674847903065,2024-04-30 14:59:00+00:00,2024-04-30 18:23:00+00:00,0 days 03:24:00,,69.83193948694694,33.92964956667208,MRNA,VWAPReversalRsiStrategy
-83,103441,103497,121.09,118.24639004269281,122.1491,118.24639004269281,236.01962645649712,0.02348344171531258,2024-05-02 14:31:00+00:00,2024-05-02 15:27:00+00:00,0 days 00:56:00,,71.36959852366358,37.034601981187656,MRNA,VWAPReversalRsiStrategy
87,104255,104395,119.26,121.34582058746695,118.31595,121.34582058746695,181.46639110962386,0.017489691325397683,2024-05-06 15:05:00+00:00,2024-05-06 17:25:00+00:00,0 days 02:20:00,,33.48388919564599,78.97472557692012,MRNA,VWAPReversalRsiStrategy
88,104671,104896,119.24,120.95408084974599,118.34574,120.95408084974599,150.83911477764775,0.014375049058587663,2024-05-07 15:31:00+00:00,2024-05-07 19:16:00+00:00,0 days 03:45:00,,28.794693364401937,70.05184389161828,MRNA,VWAPReversalRsiStrategy
89,105789,105890,119.25,118.27623,,121.04013481152121,-86.66553000000016,-0.008165786163522037,2024-05-10 14:39:00+00:00,2024-05-10 16:20:00+00:00,0 days 01:41:00,,20.03877655687593,37.53704121219846,MRNA,VWAPReversalRsiStrategy
-77,108121,108134,137.05,138.15033,,135.0228264312037,-84.72540999999887,-0.008028675665815221,2024-05-20 14:31:00+00:00,2024-05-20 14:44:00+00:00,0 days 00:13:00,,81.71968229614848,75.77344635189806,MRNA,VWAPReversalRsiStrategy
-68,108905,108913,155.02,156.23605,,150.8839596649737,-82.6913999999997,-0.007844471681073273,2024-05-22 14:35:00+00:00,2024-05-22 14:43:00+00:00,0 days 00:08:00,,74.94351119186774,74.91990460786619,MRNA,VWAPReversalRsiStrategy
69,110085,110103,151.65,150.53879999999998,,157.18325823755205,-76.67280000000173,-0.007327398615232572,2024-05-28 14:45:00+00:00,2024-05-28 15:03:00+00:00,0 days 00:18:00,,25.017321721073,27.858046149099913,MRNA,VWAPReversalRsiStrategy
-71,110514,110662,145.49,146.46814999999998,,143.4272562549949,-69.44864999999794,-0.006723142484019284,2024-05-29 15:24:00+00:00,2024-05-29 17:52:00+00:00,0 days 02:28:00,,77.88971461636669,68.2799629686077,MRNA,VWAPReversalRsiStrategy
71,110888,110911,144.54,146.39630845531244,143.27004,146.39630845531244,131.79790032718353,0.012842870176507759,2024-05-30 15:08:00+00:00,2024-05-30 15:31:00+00:00,0 days 00:23:00,,34.682947209526546,74.34760592284222,MRNA,VWAPReversalRsiStrategy
-66,111271,111273,156.81,154.2200751901244,159.23691,154.2200751901244,170.93503745179038,0.01651632427699512,2024-05-31 15:01:00+00:00,2024-05-31 15:03:00+00:00,0 days 00:02:00,,58.07174421699914,44.36169784964784,MRNA,VWAPReversalRsiStrategy
-70,112411,112418,150.45,151.60385000000002,,147.98573876162914,-80.76950000000238,-0.007669325357261725,2024-06-05 14:31:00+00:00,2024-06-05 14:38:00+00:00,0 days 00:07:00,,69.79662289083444,77.245437653042,MRNA,VWAPReversalRsiStrategy
-66,112885,112951,158.8,156.08626247839734,159.91160000000002,156.08626247839734,179.10667642577602,0.017089027214122532,2024-06-06 15:55:00+00:00,2024-06-06 17:01:00+00:00,0 days 01:06:00,,69.55436984691151,26.10853071242819,MRNA,VWAPReversalRsiStrategy
90,119052,119063,118.34,117.44211,,120.88125386719719,-80.81010000000035,-0.007587375359134674,2024-07-01 14:42:00+00:00,2024-07-01 14:53:00+00:00,0 days 00:11:00,,29.012597052659274,24.468337332139445,MRNA,VWAPReversalRsiStrategy
91,119847,120274,116.21,117.92629122668926,115.28729999999999,117.92629122668926,156.1825016287231,0.014768877262621771,2024-07-03 14:57:00+00:00,2024-07-05 18:34:00+00:00,2 days 03:37:00,,28.98391816621311,64.62617780646926,MRNA,VWAPReversalRsiStrategy
93,120812,120963,115.58,117.1736910492404,114.5922,117.1736910492404,148.2132675793577,0.0137886403291263,2024-07-09 14:32:00+00:00,2024-07-09 17:03:00+00:00,0 days 02:31:00,,29.468119091784338,72.63198448446745,MRNA,VWAPReversalRsiStrategy
88,122003,122024,124.03,123.06249000000001,,126.66395653512048,-85.14087999999913,-0.007800612754978564,2024-07-12 14:53:00+00:00,2024-07-12 15:14:00+00:00,0 days 00:21:00,,26.541587790325195,32.7783105466897,MRNA,VWAPReversalRsiStrategy
-89,122427,122691,121.03,121.27,122.03833,119.07166956254643,-21.359999999999545,-0.001982979426588427,2024-07-15 15:27:00+00:00,2024-07-15 19:51:00+00:00,0 days 04:24:00,,64.70245199084286,37.85956311714355,MRNA,VWAPReversalRsiStrategy
