"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2023-12-06T19:05:00.000Z","193.06","193.12","192.97","193.07","0.01","0.01","223,084"
"2023-12-06T19:10:00.000Z","193.06","193.12","192.91","193.00","-0.04","-0.04","230,569"
"2023-12-06T19:15:00.000Z","193.01","193.16","192.95","192.98","-0.01","-0.01","196,116"
"2023-12-06T19:20:00.000Z","192.98","193.02","192.75","192.93","-0.03","-0.03","288,380"
"2023-12-06T19:25:00.000Z","192.93","193.00","192.78","192.78","-0.08","-0.08","151,135"
"2023-12-06T19:30:00.000Z","192.78","193.04","192.78","193.02","0.12","0.12","210,373"
"2023-12-06T19:35:00.000Z","193.01","193.05","192.88","193.02","0","0","255,447"
"2023-12-06T19:40:00.000Z","193.02","193.05","192.91","192.96","-0.03","-0.03","225,031"
"2023-12-06T19:45:00.000Z","192.97","193.04","192.93","193.00","0.02","0.02","182,697"
"2023-12-06T19:50:00.000Z","193.00","193.02","192.91","192.96","-0.02","-0.02","168,647"
"2023-12-06T19:55:00.000Z","192.95","193.01","192.89","192.91","-0.02","-0.02","199,779"
"2023-12-06T20:00:00.000Z","192.91","192.94","192.77","192.82","-0.05","-0.05","203,115"
"2023-12-06T20:05:00.000Z","192.82","192.88","192.76","192.77","-0.02","-0.02","226,409"
"2023-12-06T20:10:00.000Z","192.77","192.78","192.55","192.60","-0.09","-0.09","364,365"
"2023-12-06T20:15:00.000Z","192.60","192.63","192.43","192.54","-0.03","-0.03","385,882"
"2023-12-06T20:20:00.000Z","192.54","192.56","192.34","192.38","-0.08","-0.09","383,866"
"2023-12-06T20:25:00.000Z","192.39","192.46","192.35","192.43","0.02","0.02","341,578"
"2023-12-06T20:30:00.000Z","192.43","192.53","192.38","192.48","0.03","0.02","464,373"
"2023-12-06T20:35:00.000Z","192.48","192.51","192.31","192.36","-0.06","-0.06","388,104"
"2023-12-06T20:40:00.000Z","192.37","192.56","192.37","192.44","0.04","0.04","431,790"
"2023-12-06T20:45:00.000Z","192.45","192.54","192.39","192.46","0.01","0.01","450,968"
"2023-12-06T20:50:00.000Z","192.46","192.46","192.11","192.20","-0.14","-0.14","1,198,932"
"2023-12-06T20:55:00.000Z","192.20","192.44","192.14","192.31","0.06","0.06","2,250,360"
"2023-12-07T14:30:00.000Z","193.63","194.48","193.59","194.40","1.08","1.08","3,529,315"
"2023-12-07T14:35:00.000Z","194.39","194.85","194.17","194.63","0.12","0.12","1,590,660"
"2023-12-07T14:40:00.000Z","194.64","194.71","194.30","194.68","0.03","0.02","860,878"
"2023-12-07T14:45:00.000Z","194.69","194.92","194.22","194.28","-0.21","-0.21","1,173,946"
"2023-12-07T14:50:00.000Z","194.28","194.33","193.97","194.04","-0.13","-0.13","739,200"
"2023-12-07T14:55:00.000Z","194.04","194.27","193.88","193.89","-0.07","-0.08","519,724"
"2023-12-07T15:00:00.000Z","193.89","194.36","193.88","194.28","0.20","0.20","516,666"
"2023-12-07T15:05:00.000Z","194.27","194.45","194.01","194.13","-0.08","-0.08","671,284"
"2023-12-07T15:10:00.000Z","194.14","194.63","194.07","194.52","0.20","0.20","684,772"
"2023-12-07T15:15:00.000Z","194.56","194.68","194.35","194.45","-0.04","-0.04","534,011"
"2023-12-07T15:20:00.000Z","194.44","194.87","194.39","194.82","0.19","0.19","672,776"
"2023-12-07T15:25:00.000Z","194.82","194.87","194.65","194.73","-0.05","-0.05","465,678"
"2023-12-07T15:30:00.000Z","194.73","194.87","194.69","194.81","0.04","0.04","501,151"
"2023-12-07T15:35:00.000Z","194.82","194.92","194.74","194.75","-0.03","-0.03","519,284"
"2023-12-07T15:40:00.000Z","194.76","194.98","194.53","194.92","0.09","0.09","647,566"
"2023-12-07T15:45:00.000Z","194.92","194.94","194.82","194.89","-0.02","-0.02","379,128"
"2023-12-07T15:50:00.000Z","194.89","194.96","194.80","194.85","-0.02","-0.02","436,881"
"2023-12-07T15:55:00.000Z","194.84","194.90","194.64","194.79","-0.03","-0.03","395,696"
"2023-12-07T16:00:00.000Z","194.80","194.85","194.60","194.68","-0.06","-0.06","302,565"
"2023-12-07T16:05:00.000Z","194.68","194.85","194.58","194.80","0.07","0.07","432,846"
"2023-12-07T16:10:00.000Z","194.81","194.88","194.57","194.62","-0.10","-0.10","448,081"
"2023-12-07T16:15:00.000Z","194.60","194.62","194.04","194.16","-0.23","-0.23","485,891"
"2023-12-07T16:20:00.000Z","194.17","194.26","194.02","194.26","0.05","0.05","342,673"
"2023-12-07T16:25:00.000Z","194.25","194.33","194.20","194.30","0.02","0.02","324,758"
"2023-12-07T16:30:00.000Z","194.29","194.54","194.21","194.48","0.09","0.09","375,468"
"2023-12-07T16:35:00.000Z","194.49","194.76","194.46","194.75","0.14","0.14","368,397"
"2023-12-07T16:40:00.000Z","194.75","194.80","194.62","194.75","0","0","296,785"
"2023-12-07T16:45:00.000Z","194.76","194.83","194.58","194.65","-0.05","-0.05","344,042"
"2023-12-07T16:50:00.000Z","194.66","194.83","194.62","194.83","0.09","0.09","361,906"
"2023-12-07T16:55:00.000Z","194.81","194.90","194.74","194.87","0.02","0.02","302,813"
"2023-12-07T17:00:00.000Z","194.87","194.91","194.69","194.78","-0.05","-0.05","313,704"
"2023-12-07T17:05:00.000Z","194.77","194.80","194.70","194.73","-0.03","-0.03","219,301"
"2023-12-07T17:10:00.000Z","194.73","194.75","194.58","194.62","-0.06","-0.06","271,062"
"2023-12-07T17:15:00.000Z","194.62","194.94","194.60","194.93","0.16","0.16","441,331"
"2023-12-07T17:20:00.000Z","194.93","195.00","194.81","194.89","-0.02","-0.02","586,590"
"2023-12-07T17:25:00.000Z","194.88","194.96","194.82","194.94","0.03","0.02","729,667"
"2023-12-07T17:30:00.000Z","194.94","194.96","194.88","194.91","-0.01","-0.01","205,993"
"2023-12-07T17:35:00.000Z","194.92","194.97","194.84","194.93","0.01","0.01","303,087"
"2023-12-07T17:40:00.000Z","194.93","194.97","194.79","194.81","-0.06","-0.07","295,095"
"2023-12-07T17:45:00.000Z","194.82","194.83","194.69","194.82","0.01","0","341,264"
"2023-12-07T17:50:00.000Z","194.83","194.85","194.65","194.74","-0.04","-0.04","239,447"
"2023-12-07T17:55:00.000Z","194.73","194.76","194.51","194.51","-0.12","-0.12","219,774"
"2023-12-07T18:00:00.000Z","194.52","194.67","194.50","194.56","0.02","0.02","240,608"
"2023-12-07T18:05:00.000Z","194.55","194.78","194.54","194.76","0.10","0.10","282,291"
"2023-12-07T18:10:00.000Z","194.76","194.76","194.59","194.69","-0.03","-0.04","267,506"
"2023-12-07T18:15:00.000Z","194.68","194.70","194.51","194.63","-0.03","-0.03","1,421,585"
"2023-12-07T18:20:00.000Z","194.63","194.65","194.34","194.54","-0.05","-0.05","430,365"
"2023-12-07T18:25:00.000Z","194.53","194.62","194.31","194.43","-0.05","-0.06","234,321"
"2023-12-07T18:30:00.000Z","194.43","194.45","194.28","194.40","-0.02","-0.02","779,778"
"2023-12-07T18:35:00.000Z","194.41","194.49","194.25","194.43","0.02","0.01","220,494"
"2023-12-07T18:40:00.000Z","194.44","194.53","194.40","194.44","0.01","0","264,935"
"2023-12-07T18:45:00.000Z","194.43","194.45","194.31","194.31","-0.07","-0.07","151,711"
"2023-12-07T18:50:00.000Z","194.32","194.34","194.23","194.29","-0.01","-0.01","189,318"
"2023-12-07T18:55:00.000Z","194.29","194.35","194.26","194.32","0.02","0.01","182,416"
"2023-12-07T19:00:00.000Z","194.32","194.39","194.21","194.32","0","0","231,818"
"2023-12-07T19:05:00.000Z","194.31","194.33","194.21","194.32","0","0","188,432"
"2023-12-07T19:10:00.000Z","194.32","194.33","194.17","194.26","-0.03","-0.03","181,503"
"2023-12-07T19:15:00.000Z","194.26","194.35","194.21","194.34","0.04","0.04","219,037"
"2023-12-07T19:20:00.000Z","194.34","194.49","194.30","194.46","0.06","0.06","348,350"
"2023-12-07T19:25:00.000Z","194.45","194.49","194.39","194.47","0.01","0","275,245"
"2023-12-07T19:30:00.000Z","194.47","194.48","194.27","194.30","-0.09","-0.09","266,441"
"2023-12-07T19:35:00.000Z","194.29","194.35","194.24","194.35","0.02","0.02","211,207"
"2023-12-07T19:40:00.000Z","194.34","194.40","194.20","194.25","-0.05","-0.05","206,420"
"2023-12-07T19:45:00.000Z","194.24","194.38","194.17","194.38","0.07","0.07","213,011"
"2023-12-07T19:50:00.000Z","194.38","194.38","194.22","194.24","-0.07","-0.07","129,012"
"2023-12-07T19:55:00.000Z","194.24","194.24","194.13","194.15","-0.05","-0.05","220,233"
"2023-12-07T20:00:00.000Z","194.15","194.24","194.12","194.19","0.02","0.02","231,565"
"2023-12-07T20:05:00.000Z","194.20","194.26","194.14","194.16","-0.02","-0.02","259,461"
"2023-12-07T20:10:00.000Z","194.16","194.28","194.16","194.25","0.05","0.05","287,724"
"2023-12-07T20:15:00.000Z","194.26","194.28","194.19","194.25","0","0","271,190"
"2023-12-07T20:20:00.000Z","194.24","194.34","194.18","194.21","-0.02","-0.02","346,724"
"2023-12-07T20:25:00.000Z","194.20","194.25","194.16","194.17","-0.02","-0.02","383,134"
"2023-12-07T20:30:00.000Z","194.17","194.30","194.06","194.07","-0.05","-0.05","411,250"
"2023-12-07T20:35:00.000Z","194.07","194.16","194.05","194.07","0","0","391,629"
"2023-12-07T20:40:00.000Z","194.08","194.16","194.04","194.10","0.01","0.01","469,222"
"2023-12-07T20:45:00.000Z","194.09","194.15","194.01","194.04","-0.03","-0.03","804,408"
"2023-12-07T20:50:00.000Z","194.04","194.35","194.04","194.27","0.12","0.12","909,489"
"2023-12-07T20:55:00.000Z","194.26","194.34","194.17","194.24","-0.02","-0.02","1,493,170"
"2023-12-08T14:30:00.000Z","194.20","194.55","193.94","194.06","-0.09","-0.09","3,003,432"
"2023-12-08T14:35:00.000Z","194.07","194.20","193.91","194.08","0.01","0.01","750,550"
"2023-12-08T14:40:00.000Z","194.07","194.49","194.07","194.38","0.16","0.15","735,285"
"2023-12-08T14:45:00.000Z","194.39","194.40","193.93","194.21","-0.09","-0.09","802,690"
"2023-12-08T14:50:00.000Z","194.21","194.24","193.89","193.98","-0.12","-0.12","745,682"
"2023-12-08T14:55:00.000Z","193.98","194.10","193.67","193.82","-0.08","-0.08","814,243"
"2023-12-08T15:00:00.000Z","193.82","194.44","193.82","194.30","0.25","0.25","994,074"
"2023-12-08T15:05:00.000Z","194.29","194.72","194.12","194.70","0.21","0.20","759,926"
"2023-12-08T15:10:00.000Z","194.70","194.76","194.50","194.74","0.02","0.02","473,690"
"2023-12-08T15:15:00.000Z","194.74","195.00","194.71","194.80","0.03","0.03","1,112,456"
"2023-12-08T15:20:00.000Z","194.80","194.83","194.70","194.80","0","0","403,340"
"2023-12-08T15:25:00.000Z","194.77","194.80","194.51","194.65","-0.08","-0.08","590,442"
"2023-12-08T15:30:00.000Z","194.65","194.71","194.45","194.49","-0.08","-0.08","440,248"
"2023-12-08T15:35:00.000Z","194.49","194.51","194.18","194.26","-0.12","-0.12","535,127"
"2023-12-08T15:40:00.000Z","194.26","194.55","194.21","194.50","0.12","0.12","365,262"
"2023-12-08T15:45:00.000Z","194.48","194.79","194.39","194.79","0.15","0.15","315,782"
"2023-12-08T15:50:00.000Z","194.79","194.99","194.72","194.97","0.10","0.09","602,910"
"2023-12-08T15:55:00.000Z","194.98","195.00","194.88","194.98","0.01","0","541,842"
"2023-12-08T16:00:00.000Z","194.98","195.00","194.74","194.92","-0.03","-0.03","547,448"
"2023-12-08T16:05:00.000Z","194.92","194.92","194.74","194.86","-0.03","-0.03","302,928"
"2023-12-08T16:10:00.000Z","194.87","194.87","194.69","194.83","-0.02","-0.02","302,120"
"2023-12-08T16:15:00.000Z","194.83","194.84","194.43","194.46","-0.19","-0.19","474,504"
"2023-12-08T16:20:00.000Z","194.46","194.62","194.40","194.60","0.07","0.07","315,435"
"2023-12-08T16:25:00.000Z","194.60","194.79","194.51","194.76","0.08","0.08","414,819"
"2023-12-08T16:30:00.000Z","194.76","194.78","194.59","194.74","-0.01","-0.01","285,383"
"2023-12-08T16:35:00.000Z","194.74","194.80","194.33","194.41","-0.17","-0.17","316,925"
"2023-12-08T16:40:00.000Z","194.41","194.51","194.27","194.49","0.04","0.04","374,881"
"2023-12-08T16:45:00.000Z","194.50","194.63","194.44","194.61","0.06","0.06","228,890"
"2023-12-08T16:50:00.000Z","194.61","194.66","194.46","194.58","-0.01","-0.02","259,734"
"2023-12-08T16:55:00.000Z","194.59","194.68","194.40","194.45","-0.07","-0.07","279,502"
"2023-12-08T17:00:00.000Z","194.46","194.60","194.34","194.46","0.01","0","331,410"
"2023-12-08T17:05:00.000Z","194.46","194.65","194.43","194.52","0.03","0.03","300,636"
"2023-12-08T17:10:00.000Z","194.53","194.65","194.50","194.53","0.01","0","282,071"
"2023-12-08T17:15:00.000Z","194.54","194.85","194.39","194.83","0.15","0.15","471,215"
"2023-12-08T17:20:00.000Z","194.84","194.98","194.81","194.96","0.07","0.07","554,986"
"2023-12-08T17:25:00.000Z","194.96","195.19","194.88","195.10","0.07","0.07","1,712,859"
"2023-12-08T17:30:00.000Z","195.10","195.25","195.07","195.13","0.02","0.02","609,309"
"2023-12-08T17:35:00.000Z","195.14","195.15","194.92","195.14","0","0","363,773"
"2023-12-08T17:40:00.000Z","195.14","195.26","195.09","195.18","0.02","0.02","332,639"
"2023-12-08T17:45:00.000Z","195.17","195.27","195.15","195.18","0","0","305,247"
"2023-12-08T17:50:00.000Z","195.18","195.30","195.16","195.28","0.05","0.05","311,697"
"2023-12-08T17:55:00.000Z","195.27","195.29","195.15","195.17","-0.06","-0.06","229,181"
"2023-12-08T18:00:00.000Z","195.18","195.34","195.16","195.24","0.04","0.03","346,495"
"2023-12-08T18:05:00.000Z","195.25","195.36","195.18","195.25","0","0","315,582"
"2023-12-08T18:10:00.000Z","195.24","195.33","195.22","195.29","0.02","0.02","812,114"
"2023-12-08T18:15:00.000Z","195.27","195.36","195.14","195.15","-0.07","-0.07","307,844"
"2023-12-08T18:20:00.000Z","195.15","195.21","195.02","195.19","0.02","0.02","327,070"
"2023-12-08T18:25:00.000Z","195.19","195.31","195.13","195.24","0.03","0.02","259,143"
"2023-12-08T18:30:00.000Z","195.24","195.32","195.19","195.31","0.04","0.03","249,881"
"2023-12-08T18:35:00.000Z","195.31","195.39","195.28","195.32","0.01","0","325,535"
"2023-12-08T18:40:00.000Z","195.32","195.32","195.15","195.24","-0.04","-0.04","385,745"
"2023-12-08T18:45:00.000Z","195.24","195.50","195.21","195.48","0.12","0.12","422,290"
"2023-12-08T18:50:00.000Z","195.48","195.57","195.44","195.57","0.04","0.04","407,422"
"2023-12-08T18:55:00.000Z","195.57","195.64","195.52","195.61","0.02","0.02","351,290"
"2023-12-08T19:00:00.000Z","195.62","195.65","195.52","195.59","-0.01","-0.01","403,262"
"2023-12-08T19:05:00.000Z","195.60","195.61","195.45","195.49","-0.05","-0.05","256,791"
"2023-12-08T19:10:00.000Z","195.50","195.60","195.45","195.58","0.05","0.05","244,259"
"2023-12-08T19:15:00.000Z","195.59","195.67","195.57","195.63","0.02","0.02","270,165"
"2023-12-08T19:20:00.000Z","195.63","195.70","195.54","195.68","0.02","0.02","326,870"
"2023-12-08T19:25:00.000Z","195.68","195.72","195.64","195.71","0.02","0.02","260,959"
"2023-12-08T19:30:00.000Z","195.71","195.75","195.62","195.67","-0.02","-0.02","314,022"
"2023-12-08T19:35:00.000Z","195.68","195.79","195.65","195.77","0.05","0.05","362,007"
"2023-12-08T19:40:00.000Z","195.76","195.86","195.50","195.84","0.03","0.03","424,212"
"2023-12-08T19:45:00.000Z","195.84","195.93","195.76","195.91","0.04","0.04","393,091"
"2023-12-08T19:50:00.000Z","195.92","195.98","195.71","195.80","-0.05","-0.05","924,742"
"2023-12-08T19:55:00.000Z","195.80","195.84","195.58","195.83","0.01","0.01","582,304"
"2023-12-08T20:00:00.000Z","195.84","195.87","195.46","195.48","-0.18","-0.18","528,786"
"2023-12-08T20:05:00.000Z","195.48","195.75","195.41","195.59","0.06","0.06","621,041"
"2023-12-08T20:10:00.000Z","195.60","195.65","195.46","195.64","0.02","0.02","318,489"
"2023-12-08T20:15:00.000Z","195.65","195.74","195.62","195.70","0.03","0.03","299,495"
"2023-12-08T20:20:00.000Z","195.68","195.76","195.49","195.65","-0.03","-0.03","486,262"
"2023-12-08T20:25:00.000Z","195.65","195.76","195.63","195.74","0.05","0.05","386,148"
"2023-12-08T20:30:00.000Z","195.74","195.75","195.62","195.66","-0.04","-0.04","369,125"
"2023-12-08T20:35:00.000Z","195.66","195.79","195.64","195.75","0.04","0.04","659,747"
"2023-12-08T20:40:00.000Z","195.75","195.80","195.64","195.71","-0.02","-0.02","478,031"
"2023-12-08T20:45:00.000Z","195.70","195.78","195.65","195.72","0.01","0.01","567,902"
"2023-12-08T20:50:00.000Z","195.72","195.99","195.70","195.89","0.09","0.09","1,225,954"
"2023-12-08T20:55:00.000Z","195.88","195.89","195.69","195.72","-0.09","-0.09","1,889,907"
"2023-12-11T14:30:00.000Z","193.22","193.38","192.58","192.72","-1.53","-1.53","6,567,560"
"2023-12-11T14:35:00.000Z","192.72","193.32","192.29","193.08","0.19","0.19","2,385,805"
"2023-12-11T14:40:00.000Z","193.08","193.41","192.89","192.90","-0.09","-0.09","1,444,495"
"2023-12-11T14:45:00.000Z","192.91","193.32","192.64","192.87","-0.02","-0.02","1,256,187"
"2023-12-11T14:50:00.000Z","192.87","193.27","192.85","193.03","0.08","0.08","884,671"
"2023-12-11T14:55:00.000Z","193.01","193.01","192.49","192.89","-0.07","-0.07","1,024,403"
"2023-12-11T15:00:00.000Z","192.90","192.99","192.54","192.66","-0.12","-0.12","866,749"
"2023-12-11T15:05:00.000Z","192.67","192.77","192.30","192.38","-0.15","-0.15","781,427"
"2023-12-11T15:10:00.000Z","192.37","192.39","192.13","192.17","-0.11","-0.11","942,494"
"2023-12-11T15:15:00.000Z","192.18","192.46","192.02","192.31","0.07","0.07","960,597"
"2023-12-11T15:20:00.000Z","192.31","192.49","192.10","192.12","-0.10","-0.10","748,867"
"2023-12-11T15:25:00.000Z","192.13","192.29","192.05","192.11","-0.01","-0.01","590,395"
"2023-12-11T15:30:00.000Z","192.12","192.23","191.92","192.13","0.01","0.01","975,829"
"2023-12-11T15:35:00.000Z","192.14","192.19","191.91","191.99","-0.08","-0.08","585,774"
"2023-12-11T15:40:00.000Z","191.99","192.02","191.71","191.93","-0.03","-0.03","1,025,013"
"2023-12-11T15:45:00.000Z","191.92","192.38","191.92","192.29","0.19","0.19","872,172"
"2023-12-11T15:50:00.000Z","192.29","192.43","192.14","192.16","-0.07","-0.07","616,409"
"2023-12-11T15:55:00.000Z","192.16","192.31","191.96","191.96","-0.10","-0.11","528,395"
"2023-12-11T16:00:00.000Z","191.96","192.23","191.88","192.21","0.13","0.13","2,058,287"
"2023-12-11T16:05:00.000Z","192.21","192.22","191.84","191.84","-0.19","-0.19","557,101"
"2023-12-11T16:10:00.000Z","191.84","191.94","191.55","191.57","-0.14","-0.14","710,167"
"2023-12-11T16:15:00.000Z","191.58","191.85","191.54","191.73","0.08","0.08","529,941"
"2023-12-11T16:20:00.000Z","191.73","191.80","191.42","191.70","-0.02","-0.02","562,406"
"2023-12-11T16:25:00.000Z","191.71","191.89","191.68","191.81","0.06","0.06","482,584"
"2023-12-11T16:30:00.000Z","191.81","191.87","191.49","191.62","-0.10","-0.10","519,441"
"2023-12-11T16:35:00.000Z","191.62","191.93","191.53","191.88","0.14","0.14","380,489"
"2023-12-11T16:40:00.000Z","191.88","191.94","191.75","191.88","0","0","429,369"
"2023-12-11T16:45:00.000Z","191.88","191.92","191.76","191.87","-0.01","-0.01","296,195"
"2023-12-11T16:50:00.000Z","191.87","191.96","191.83","191.90","0.02","0.01","336,004"
"2023-12-11T16:55:00.000Z","191.91","192.04","191.86","191.97","0.04","0.04","389,956"
"2023-12-11T17:00:00.000Z","191.98","192.25","191.81","192.18","0.11","0.11","574,940"
"2023-12-11T17:05:00.000Z","192.18","192.39","192.15","192.24","0.03","0.03","441,196"
"2023-12-11T17:10:00.000Z","192.24","192.28","192.17","192.21","-0.02","-0.02","231,807"
"2023-12-11T17:15:00.000Z","192.20","192.22","192.08","192.12","-0.05","-0.05","301,899"
"2023-12-11T17:20:00.000Z","192.13","192.27","192.12","192.17","0.03","0.02","266,812"
"2023-12-11T17:25:00.000Z","192.17","192.17","192.01","192.10","-0.04","-0.04","303,042"
"2023-12-11T17:30:00.000Z","192.11","192.24","192.06","192.16","0.03","0.03","250,688"
"2023-12-11T17:35:00.000Z","192.17","192.29","192.10","192.24","0.04","0.04","333,342"
"2023-12-11T17:40:00.000Z","192.24","192.31","192.22","192.25","0","0","268,106"
"2023-12-11T17:45:00.000Z","192.25","192.35","192.21","192.32","0.04","0.04","269,385"
"2023-12-11T17:50:00.000Z","192.33","192.35","192.20","192.22","-0.06","-0.06","222,841"
"2023-12-11T17:55:00.000Z","192.22","192.27","192.14","192.21","0","0","230,946"
"2023-12-11T18:00:00.000Z","192.22","192.49","192.15","192.46","0.13","0.13","455,883"
"2023-12-11T18:05:00.000Z","192.46","192.49","192.35","192.40","-0.03","-0.03","325,581"
"2023-12-11T18:10:00.000Z","192.39","192.49","192.36","192.37","-0.02","-0.02","298,794"
"2023-12-11T18:15:00.000Z","192.37","192.56","192.35","192.50","0.07","0.07","438,085"
"2023-12-11T18:20:00.000Z","192.50","192.59","192.45","192.49","-0.01","-0.01","322,136"
"2023-12-11T18:25:00.000Z","192.51","192.57","192.43","192.46","-0.02","-0.02","383,141"
"2023-12-11T18:30:00.000Z","192.47","192.65","192.47","192.59","0.07","0.07","410,065"
"2023-12-11T18:35:00.000Z","192.59","192.66","192.57","192.63","0.02","0.02","314,802"
"2023-12-11T18:40:00.000Z","192.64","192.77","192.63","192.67","0.02","0.02","456,229"
"2023-12-11T18:45:00.000Z","192.68","192.80","192.63","192.78","0.06","0.06","303,430"
"2023-12-11T18:50:00.000Z","192.77","192.79","192.67","192.68","-0.05","-0.05","259,029"
"2023-12-11T18:55:00.000Z","192.69","192.81","192.69","192.79","0.05","0.05","283,309"
"2023-12-11T19:00:00.000Z","192.79","192.91","192.78","192.89","0.05","0.05","324,098"
"2023-12-11T19:05:00.000Z","192.88","192.97","192.87","192.90","0","0","286,675"
"2023-12-11T19:10:00.000Z","192.90","192.93","192.84","192.84","-0.03","-0.03","331,129"
"2023-12-11T19:15:00.000Z","192.85","192.86","192.68","192.71","-0.06","-0.07","330,117"
"2023-12-11T19:20:00.000Z","192.71","192.83","192.71","192.79","0.04","0.04","260,752"
"2023-12-11T19:25:00.000Z","192.79","192.84","192.74","192.79","0","0","337,535"
"2023-12-11T19:30:00.000Z","192.79","192.90","192.75","192.79","0","0","417,913"
"2023-12-11T19:35:00.000Z","192.79","192.95","192.76","192.94","0.08","0.07","393,456"
"2023-12-11T19:40:00.000Z","192.94","192.98","192.86","192.98","0.02","0.02","302,283"
"2023-12-11T19:45:00.000Z","192.98","193.00","192.91","192.95","-0.01","-0.01","346,026"
"2023-12-11T19:50:00.000Z","192.94","193.01","192.80","192.89","-0.03","-0.03","458,845"
"2023-12-11T19:55:00.000Z","192.89","192.93","192.82","192.90","0","0","295,600"
"2023-12-11T20:00:00.000Z","192.90","192.90","192.75","192.79","-0.06","-0.06","329,368"
"2023-12-11T20:05:00.000Z","192.79","192.97","192.77","192.96","0.09","0.09","447,485"
"2023-12-11T20:10:00.000Z","192.95","193.01","192.77","192.87","-0.04","-0.04","420,624"
"2023-12-11T20:15:00.000Z","192.88","193.13","192.87","193.04","0.09","0.09","461,831"
"2023-12-11T20:20:00.000Z","193.04","193.04","192.85","192.95","-0.05","-0.05","310,455"
"2023-12-11T20:25:00.000Z","192.95","193.07","192.85","192.87","-0.04","-0.04","547,204"
"2023-12-11T20:30:00.000Z","192.87","192.99","192.83","192.90","0.02","0.02","469,309"
"2023-12-11T20:35:00.000Z","192.90","193.04","192.88","192.99","0.04","0.04","482,383"
"2023-12-11T20:40:00.000Z","192.99","193.08","192.97","192.99","0","0","562,602"
"2023-12-11T20:45:00.000Z","192.99","193.06","192.90","193.05","0.03","0.03","551,999"
"2023-12-11T20:50:00.000Z","193.05","193.14","192.98","193.08","0.02","0.01","956,607"
"2023-12-11T20:55:00.000Z","193.08","193.31","193.01","193.18","0.05","0.05","2,192,974"
"2023-12-12T14:30:00.000Z","193.08","193.39","192.52","192.61","-0.30","-0.30","3,254,572"
"2023-12-12T14:35:00.000Z","192.60","192.89","192.27","192.30","-0.16","-0.16","737,945"
"2023-12-12T14:40:00.000Z","192.30","192.41","191.87","191.93","-0.19","-0.19","1,361,320"
"2023-12-12T14:45:00.000Z","191.93","192.02","191.72","191.97","0.02","0.02","1,068,164"
"2023-12-12T14:50:00.000Z","191.97","192.26","191.96","192.17","0.10","0.10","819,819"
"2023-12-12T14:55:00.000Z","192.17","192.42","192.15","192.41","0.13","0.13","505,143"
"2023-12-12T15:00:00.000Z","192.42","192.69","192.26","192.65","0.12","0.12","776,496"
"2023-12-12T15:05:00.000Z","192.63","192.77","192.53","192.56","-0.05","-0.05","614,813"
"2023-12-12T15:10:00.000Z","192.55","192.86","192.53","192.80","0.13","0.12","518,796"
"2023-12-12T15:15:00.000Z","192.80","193.03","192.77","193.01","0.10","0.10","496,886"
"2023-12-12T15:20:00.000Z","193.00","193.02","192.88","192.99","-0.01","-0.01","493,426"
"2023-12-12T15:25:00.000Z","192.99","193.15","192.82","192.84","-0.08","-0.08","696,863"
"2023-12-12T15:30:00.000Z","192.84","192.99","192.76","192.94","0.05","0.05","564,317"
"2023-12-12T15:35:00.000Z","192.96","193.37","192.95","193.26","0.16","0.16","774,543"
"2023-12-12T15:40:00.000Z","193.25","193.42","193.20","193.29","0.02","0.02","689,550"
"2023-12-12T15:45:00.000Z","193.30","193.35","193.15","193.19","-0.05","-0.05","475,091"
"2023-12-12T15:50:00.000Z","193.19","193.29","193.04","193.05","-0.07","-0.07","480,608"
"2023-12-12T15:55:00.000Z","193.04","193.27","193.01","193.22","0.09","0.09","410,175"
"2023-12-12T16:00:00.000Z","193.21","193.35","193.15","193.32","0.05","0.05","367,922"
"2023-12-12T16:05:00.000Z","193.30","193.45","193.13","193.15","-0.09","-0.09","507,147"
"2023-12-12T16:10:00.000Z","193.15","193.37","193.13","193.33","0.09","0.09","390,086"
"2023-12-12T16:15:00.000Z","193.33","193.36","193.24","193.26","-0.04","-0.04","180,320"
"2023-12-12T16:20:00.000Z","193.29","193.62","193.26","193.62","0.19","0.18","605,053"
"2023-12-12T16:25:00.000Z","193.61","193.61","193.24","193.24","-0.19","-0.19","489,504"
"2023-12-12T16:30:00.000Z","193.25","193.44","193.25","193.29","0.03","0.02","316,852"
"2023-12-12T16:35:00.000Z","193.30","193.32","193.19","193.23","-0.03","-0.03","314,055"
"2023-12-12T16:40:00.000Z","193.24","193.37","193.20","193.25","0.01","0.01","225,786"
"2023-12-12T16:45:00.000Z","193.24","193.38","193.24","193.37","0.06","0.06","227,785"
"2023-12-12T16:50:00.000Z","193.36","193.38","193.21","193.32","-0.03","-0.03","269,329"
"2023-12-12T16:55:00.000Z","193.32","193.45","193.26","193.43","0.06","0.06","317,835"
"2023-12-12T17:00:00.000Z","193.43","193.47","193.35","193.37","-0.03","-0.03","625,097"
"2023-12-12T17:05:00.000Z","193.37","193.38","193.18","193.18","-0.10","-0.10","260,908"
"2023-12-12T17:10:00.000Z","193.18","193.23","193.07","193.21","0.02","0.01","229,949"
"2023-12-12T17:15:00.000Z","193.22","193.32","193.21","193.28","0.04","0.03","182,158"
"2023-12-12T17:20:00.000Z","193.28","193.42","193.26","193.37","0.04","0.04","224,363"
