Date,Open,High,Low,Close,Adj Close,Volume
2022-12-05,20.920000076293945,21.25,20.0,20.219999313354492,20.219999313354492,1096900
2022-12-12,20.549999237060547,21.34000015258789,19.290000915527344,19.670000076293945,19.670000076293945,3131700
2022-12-19,19.690000534057617,21.43000030517578,19.299999237060547,21.399999618530273,21.399999618530273,2688500
2022-12-26,21.510000228881836,22.0,20.649999618530273,20.899999618530273,20.899999618530273,1221800
2023-01-02,20.969999313354492,23.329999923706055,20.84000015258789,23.15999984741211,23.15999984741211,1126400
2023-01-09,23.200000762939453,25.729999542236328,22.889999389648438,25.25,25.25,1722600
2023-01-16,25.549999237060547,26.8799991607666,25.219999313354492,25.450000762939453,25.450000762939453,1870600
2023-01-23,25.399999618530273,26.43000030517578,25.399999618530273,26.170000076293945,26.170000076293945,1147500
2023-01-30,25.940000534057617,27.739999771118164,25.850000381469727,27.229999542236328,27.229999542236328,1711500
2023-02-06,27.229999542236328,27.5,25.540000915527344,26.260000228881836,26.260000228881836,1230400
2023-02-13,26.219999313354492,26.969999313354492,26.079999923706055,26.739999771118164,26.739999771118164,1141400
2023-02-20,26.260000228881836,28.989999771118164,25.299999237060547,26.59000015258789,26.59000015258789,2681000
2023-02-27,26.670000076293945,26.860000610351562,25.40999984741211,26.200000762939453,26.200000762939453,2322100
2023-03-06,25.850000381469727,25.989999771118164,23.65999984741211,23.8700008392334,23.8700008392334,1771300
2023-03-13,23.5,23.56999969482422,20.549999237060547,20.81999969482422,20.81999969482422,2975900
2023-03-20,21.309999465942383,22.459999084472656,20.149999618530273,20.559999465942383,20.559999465942383,1918500
2023-03-27,20.780000686645508,21.56999969482422,20.40999984741211,21.469999313354492,21.469999313354492,1410900
2023-04-03,21.59000015258789,21.809999465942383,20.489999771118164,20.950000762939453,20.950000762939453,963600
2023-04-10,20.950000762939453,21.600000381469727,20.84000015258789,21.09000015258789,21.09000015258789,1458700
2023-04-17,21.239999771118164,21.59000015258789,19.889999389648438,20.149999618530273,20.149999618530273,1320500
2023-04-24,20.190000534057617,20.3799991607666,18.770000457763672,19.3700008392334,19.3700008392334,1541600
2023-05-01,19.309999465942383,19.56999969482422,16.299999237060547,16.559999465942383,16.559999465942383,1954300
2023-05-08,16.739999771118164,17.969999313354492,16.100000381469727,17.459999084472656,17.459999084472656,2500800
2023-05-15,17.450000762939453,18.149999618530273,16.850000381469727,17.75,17.75,1788700
2023-05-22,17.790000915527344,17.940000534057617,15.300000190734863,15.3100004196167,15.3100004196167,2251500
2023-05-29,15.329999923706055,15.989999771118164,14.619999885559082,15.9399995803833,15.9399995803833,1725400
2023-06-05,15.930000305175781,17.559999465942383,15.699999809265137,17.0,17.0,1969000
2023-06-12,16.979999542236328,17.209999084472656,15.819999694824219,16.31999969482422,16.31999969482422,2620300
2023-06-19,16.280000686645508,16.280000686645508,14.59000015258789,14.75,14.75,1800500
2023-06-26,14.789999961853027,15.289999961853027,14.479999542236328,15.119999885559082,15.119999885559082,1696600
2023-07-03,15.229999542236328,15.729999542236328,13.920000076293945,14.850000381469727,14.850000381469727,1482500
2023-07-10,14.670000076293945,16.270000457763672,14.5,15.819999694824219,15.819999694824219,2319200
2023-07-17,15.789999961853027,16.100000381469727,15.050000190734863,15.210000038146973,15.210000038146973,1428800
2023-07-24,15.1899995803833,15.989999771118164,14.869999885559082,15.6899995803833,15.6899995803833,1463000
2023-07-31,15.760000228881836,18.34000015258789,15.680000305175781,17.549999237060547,17.549999237060547,3893500
2023-08-07,17.450000762939453,18.3799991607666,17.170000076293945,17.709999084472656,17.709999084472656,2587300
2023-08-14,17.600000381469727,17.6299991607666,16.84000015258789,17.030000686645508,17.030000686645508,1745000
2023-08-21,16.93000030517578,17.280000686645508,16.1299991607666,16.149999618530273,16.149999618530273,2142600
2023-08-28,16.15999984741211,17.059999465942383,16.15999984741211,16.610000610351562,16.610000610351562,3056400
2023-09-04,16.420000076293945,16.459999084472656,15.180000305175781,15.199999809265137,15.199999809265137,1667300
2023-09-11,15.210000038146973,15.739999771118164,14.84000015258789,15.4399995803833,15.4399995803833,2763400
2023-09-18,15.460000038146973,16.09000015258789,15.229999542236328,15.270000457763672,15.270000457763672,1549500
2023-09-25,15.25,15.329999923706055,13.869999885559082,14.260000228881836,14.260000228881836,2048200
2023-10-02,14.199999809265137,14.270000457763672,12.970000267028809,13.399999618530273,13.399999618530273,2689300
2023-10-09,13.329999923706055,14.0,12.890000343322754,13.279999732971191,13.279999732971191,1592500
2023-10-16,13.449999809265137,14.699999809265137,13.390000343322754,13.65999984741211,13.65999984741211,2227200
2023-10-23,13.5600004196167,13.640000343322754,12.670000076293945,12.930000305175781,12.930000305175781,2021800
2023-10-30,13.130000114440918,14.199999809265137,12.699999809265137,14.0,14.0,1459900
2023-11-06,13.899999618530273,14.649999618530273,13.050000190734863,13.550000190734863,13.550000190734863,1794800
2023-11-13,13.5,14.369999885559082,12.850000381469727,13.710000038146973,13.710000038146973,6989000
2023-11-20,13.75,13.930000305175781,12.630000114440918,12.729999542236328,12.729999542236328,1887100
2023-11-27,12.550000190734863,13.770000457763672,11.600000381469727,13.710000038146973,13.710000038146973,3069100
2023-12-04,13.460000038146973,13.84000015258789,12.5,12.59000015258789,12.59000015258789,1128971
