x,y,y_pred,spread,zscore,diff_norm
408.92,375.7,375.8156768204077,-0.11567682040771388,0.9892647438360042,0.08467793326705929
409.1,375.83,375.98136477505625,-0.15136477505626544,-0.13437954145743702,0.08477189048704989
408.98,375.75,375.87090613862387,-0.1209061386238659,0.8368414413382009,0.08469154995985885
408.99,375.74,375.88011102499325,-0.1401110249932458,0.21860340836610778,0.08474252290596765
409.13,375.84,376.0089794341643,-0.1689794341643278,-0.7755273409871366,0.0848185280966152
408.78,375.54,375.6868084112366,-0.14680841123657729,-0.05487809669136797,0.0847613219094246
408.94,375.63,375.8340865931464,-0.20408659314642819,-1.8094270432679977,0.08491275475738304
408.66,375.45,375.57634977480427,-0.12634977480428233,0.6488471296968851,0.0847075027738456
408.68,375.47,375.594759547543,-0.12475954754296481,0.6918416687855801,0.08470318178919843
408.74,375.48,375.64998886575916,-0.1699888657591373,-0.700882729194036,0.08482313636479556
408.7,375.46,375.6131693202817,-0.1531693202817337,-0.11351780396445131,0.08477861660885536
408.83,375.58,375.73283284308343,-0.1528328430834449,-0.1473500481287977,0.08477709361175916
408.56,375.33,375.48430091111067,-0.15430091111068123,-0.13659135723805518,0.08478230363954131
408.19,374.98,375.14372011544424,-0.16372011544422094,-0.5766776850904899,0.08480917297649292
407.96,374.8,374.93200772894886,-0.1320077289488495,0.6629116805223876,0.08472584189278953
407.88,374.71,374.858368637994,-0.1483686379939968,0.01600802035017556,0.08476980283417887
408.29,375.09,375.2357689791379,-0.14576897913792664,0.09494043197368869,0.08476090786080841
408.24,375.03,375.18974454729107,-0.15974454729109766,-0.5201044577026794,0.08479834539813867
408.21,375.0,375.16212988818296,-0.16212988818296026,-0.5726378481794946,0.08480484161336034
408.24,375.05,375.18974454729107,-0.139744547291059,0.3565405790760844,0.0847451135594735
407.85,374.75,374.8307539788859,-0.08075397888592306,2.5219308370692297,0.08458982877587534
408.23,375.01,375.1805396609217,-0.17053966092169048,-1.0071041373074894,0.08482712833869574
408.2,374.99,375.15292500181357,-0.16292500181356218,-0.6615229562291189,0.0848070072396225
408.15,374.89,375.10690056996674,-0.21690056996675366,-2.5335874250920436,0.08495096035962402
408.27,375.14,375.2173592063991,-0.07735920639913729,2.3909378219244974,0.08457895610216871
408.17,374.96,375.1253103427055,-0.16531034270553846,-0.6364047157608751,0.08481350478209247
407.79,374.62,374.77552466066976,-0.15552466066975512,-0.26089753294885676,0.08478930484017334
407.75,374.61,374.73870511519226,-0.12870511519224692,0.6524207783386309,0.08471803261925452
407.96,374.77,374.93200772894886,-0.16200772894887905,-0.4892595245786789,0.0848057439985691
407.64,374.51,374.63745136512927,-0.12745136512927502,0.6968486514215667,0.0847152080802915
407.77,374.58,374.757114887931,-0.1771148879309976,-0.9545719101589183,0.08484693551479518
408.33,375.13,375.2725885246153,-0.1425885246152916,0.2353823472489002,0.08475225282720238
408.7,375.47,375.6131693202817,-0.14316932028168594,0.24503536515153074,0.08475203080964576
408.03,374.88,374.9964419335344,-0.11644193353441779,1.1365776977600432,0.08468406330229523
407.84,374.71,374.82154909251653,-0.11154909251655454,1.216454384203434,0.08467190594850169
408.01,374.86,374.9780321607957,-0.11803216079567846,0.9483767847287332,0.08468839015417624
408.07,374.9,375.03326147901186,-0.13326147901187824,0.38671301542175845,0.0847286613791078
408.38,375.19,375.3186129564621,-0.12861295646212056,0.5564337905871801,0.08471483083834246
408.35,375.17,375.29099829735407,-0.1209982973540491,0.8215956791935111,0.08469471104758017
407.64,374.46,374.63745136512927,-0.1774513651292864,-1.1717064345187194,0.08484848484848488
407.5,374.43,374.5085829559582,-0.07858295595821119,2.0606382445727722,0.08458557671402808
407.6,374.48,374.6006318196519,-0.12063181965186232,0.6514693829544447,0.08469721767594109
407.42,374.33,374.43494386500333,-0.1049438650033494,1.0869958600900904,0.0846562200191878
408.1,374.92,375.06087613811997,-0.1408761381199497,-0.0824095994389994,0.08474879313427501
407.28,374.21,374.30607545583223,-0.09607545583224919,1.2830136077195842,0.08463320068075085
407.44,374.33,374.45335363774205,-0.12335363774207053,0.403947097995879,0.08470522020543131
407.41,374.29,374.425738978634,-0.13573897863398088,0.006622504574021761,0.08473839068696432
406.68,373.62,373.75378227367054,-0.1337822736705334,0.041173451014013394,0.0847366397539408
406.66,373.6,373.7353725009318,-0.1353725009317941,-0.037755740110168697,0.08474098377463923
406.54,373.46,373.6249138644995,-0.1649138644995105,-0.9420373452344786,0.08482051282051292
406.35,373.32,373.45002102348155,-0.13002102348156086,0.22145774732157417,0.08472815421909276
406.47,373.41,373.56047965991394,-0.15047965991391266,-0.4909287528271497,0.08478227419603016
406.66,373.58,373.7353725009318,-0.15537250093183275,-0.670113651789247,0.08479442222905784
406.86,373.77,373.919470228319,-0.14947022831904633,-0.6353589649148838,0.08477767956650406
406.77,373.76,373.83662625099475,-0.07662625099476372,2.2577592066471235,0.08458355220170907
406.77,373.69,373.83662625099475,-0.1466262509947569,-0.5598132893445091,0.08477051994977317
406.56,373.52,373.64332363723815,-0.12332363723817252,0.34867749360395556,0.08470926058865763
407.11,374.04,374.1495923875531,-0.10959238755310707,0.8762150926387877,0.08467003776483387
407.19,374.09,374.223231478508,-0.13323147850803707,-0.12723383608740985,0.08473274626254358
406.86,373.79,373.919470228319,-0.12947022831900767,0.03290829670364605,0.08472426823800676
406.89,373.8,373.94708488742714,-0.1470848874271269,-0.7938749772124224,0.08477116397033387
406.61,373.56,373.689348069085,-0.1293480690849833,-0.023909234359996458,0.08472512401143342
407.06,373.96,374.1035679557063,-0.14356795570631675,-0.6602299705508231,0.08476095362474718
406.84,373.77,373.9010604555803,-0.1310604555803252,-0.07860230741198489,0.08472860967704743
406.53,373.5,373.61570897813004,-0.11570897813004422,0.6218396058907563,0.08468905042113758
406.52,373.46,373.6065040917607,-0.14650409176073254,-0.7250535688861123,0.08477140439498448
406.68,373.59,373.75378227367054,-0.16378227367056297,-1.4054278595914795,0.08481679418662778
406.57,373.52,373.65252852360754,-0.1325285236075615,-0.04247638337219821,0.0847338127651938
406.17,373.12,373.28433306883306,-0.16433306883305931,-1.323047562681694,0.0848207984190738
406.09,373.02,373.2106939778781,-0.19069397787814069,-2.3230866034462374,0.08489173544172196
406.36,373.3,373.45922590985094,-0.15922590985093166,-1.0138519768125422,0.08480619757330118
406.29,373.25,373.3947917052654,-0.14479170526539065,-0.34716117257135326,0.08476794006721919
406.07,373.02,373.1922842051394,-0.17228420513941956,-1.4583641378648213,0.08484257274512576
406.12,373.13,373.23830863698623,-0.10830863698623716,1.2733579551964918,0.08467115816490217
406.16,373.14,373.2751281824637,-0.13512818246368852,0.1936280793523149,0.08474271782368803
406.38,373.26,373.47763568258966,-0.21763568258967325,-2.8870979238303747,0.08496229028782516
406.4,373.36,373.49604545532833,-0.1360454553283148,0.24983777582713812,0.08474402380219545
406.55,373.47,373.6341187508688,-0.1641187508687949,-0.7834826006163897,0.08481833799133352
406.88,373.8,373.93788000105775,-0.1378800010577379,0.21959656761568067,0.08474663114208121
406.87,373.8,373.9286751146884,-0.12867511468840576,0.5281692779732345,0.08472209768532156
406.88,373.81,373.93788000105775,-0.127880001057747,0.5551470523230824,0.08471992724384837
406.93,373.86,373.9839044329046,-0.12390443290456687,0.6693631538511194,0.08470907670436352
406.95,373.86,374.0023142056433,-0.142314205643288,-0.04885878390095336,0.0847581357820724
406.79,373.72,373.85503602373353,-0.13503602373350532,0.21162103094443813,0.08473946522145775
406.64,373.54,373.71696272819304,-0.1769627281930184,-1.3801425642467555,0.08485221359173514
406.84,373.73,373.9010604555803,-0.17106045558028882,-1.0770068465080105,0.08483544076764406
407.16,374.06,374.19561681939996,-0.1356168193999565,0.39307179434655776,0.08473925398735317
407.5,374.39,374.5085829559582,-0.11858295595823165,1.1283845218263902,0.08469222013326687
407.37,374.26,374.3889194331565,-0.12891943315651133,0.6852601642712866,0.0847203920013306
407.26,374.15,374.2876656830935,-0.13766568309353033,0.3323633501103505,0.08474424437875128
407.38,374.25,374.3981243195259,-0.14812431952589122,-0.10677003732870387,0.0847715671097578
407.11,374.03,374.1495923875531,-0.11959238755315482,1.0681061588318523,0.08469672529892219
407.09,374.0,374.13118261481435,-0.13118261481434956,0.5655054100374021,0.08472775224365944
407.35,374.25,374.37050966041784,-0.12050966041783795,0.9810382952811957,0.08469805527123854
407.58,374.43,374.5822220469131,-0.1522220469130957,-0.2724831339996283,0.0847815245329343
407.41,374.28,374.425738978634,-0.14573897863402863,-0.0019898832481250223,0.08476506031802901
407.51,374.37,374.5177878423276,-0.14778784232760245,-0.11126802420956892,0.0847700414385839
407.44,374.31,374.45335363774205,-0.14335363774205234,0.0920907710193353,0.08475855452510392
407.5,374.34,374.5085829559582,-0.16858295595824302,-0.9694355424871605,0.08482553975237908
407.3,374.16,374.324485228571,-0.1644852285709817,-0.8804149257170106,0.08481560156629894
407.08,373.96,374.121977728445,-0.16197772844503788,-0.7619666800593837,0.08480999692717404
406.95,373.92,374.0023142056433,-0.08231420564328573,2.4019394543208925,0.08459794844212218
406.88,373.79,373.93788000105775,-0.1478800010577288,-0.23989468386677412,0.08477333572444175
407.06,373.96,374.1035679557063,-0.14356795570631675,-0.017257020294188262,0.08476095362474718
407.21,374.09,374.2416412512467,-0.15164125124670136,-0.3340884365347785,0.08478177396646616
407.46,374.32,374.4717634104808,-0.15176341048078257,-0.5310538105353934,0.08478088464785487
407.37,374.27,374.3889194331565,-0.11891943315652043,1.1168599668239514,0.0846937208945295
407.71,374.57,374.7018855697148,-0.13188556971482512,0.4138905685479467,0.08472669632356698
407.47,374.3,374.48096829685016,-0.18096829685015337,-1.9174712279654758,0.08485871803727443
407.76,374.59,374.74791000156165,-0.15791000156167456,-0.7530116009849738,0.08479580750303578
407.65,374.52,374.64665625149865,-0.1266562514986731,0.7494862968420481,0.08471304192183285
406.21,373.19,373.32115261431045,-0.13115261431045155,0.549558876608018,0.08473184500898122
406.0,373.02,373.1278500005539,-0.10785000055392402,1.5530032955550024,0.08467048342789664
406.04,372.97,373.16466954603135,-0.1946695460313208,-2.175011100879418,0.08490263282884686
405.92,372.94,373.054210909599,-0.11421090959902358,1.159266239706772,0.08468787715378892
405.89,372.85,373.02659625049085,-0.1765962504908316,-1.4928798120733677,0.08485502221537346
406.15,373.08,373.2659232960943,-0.1859232960943018,-1.7206722556575897,0.08487866226916313
406.39,373.33,373.486840568959,-0.15684056895901222,-0.5077547048577119,0.08479967167701226
406.71,373.63,373.7813969327786,-0.15139693277859578,-0.25726033038289753,0.08478355588589585
407.13,374.05,374.1680021602918,-0.11800216029178046,1.0626496942302985,0.084692388438004
407.04,373.96,374.0851581829676,-0.12515818296759562,0.737479937740627,0.08471190781049946
406.72,373.65,373.790601819148,-0.14060181914800296,0.15327838492011847,0.0847546676576497
406.84,373.7,373.9010604555803,-0.20106045558031838,-2.038697210820398,0.0849155712711712
407.05,373.95,374.0943630693369,-0.14436306933691867,0.12035515663514874,0.08476312419974398
406.65,373.58,373.7261676145624,-0.14616761456244376,0.04379165264210411,0.08476987554951743
406.36,373.32,373.45922590985094,-0.13922590985094985,0.3001597079336879,0.08475271906423153
406.49,373.43,373.57888943265266,-0.14888943265265198,-0.06694380852469671,0.08477792594112217
406.42,373.39,373.5144552280671,-0.12445522806712006,0.8306423155290048,0.08471294289634662
406.44,373.35,373.5328650008058,-0.1828650008058048,-1.3253224330815703,0.08486900319316733
406.79,373.72,373.85503602373353,-0.13503602373350532,0.4067108688126189,0.08473946522145775
406.99,373.88,374.03913375112074,-0.15913375112074846,-0.4918251187174018,0.08480284810531846
407.04,373.95,374.0851581829676,-0.13515818296758653,0.5171080663909507,0.08473860100641502
407.2,373.98,374.23243636487734,-0.252436364877326,-3.28457564211895,0.08505082055352152
407.15,374.07,374.1864119330305,-0.11641193303051978,1.075449345899117,0.08468805202119757
407.16,374.05,374.19561681939996,-0.14561681939994742,0.14068713892753762,0.08476594001612886
407.24,374.14,374.26925591035484,-0.12925591035485695,0.6322224959390308,0.08472190227546142
407.55,374.4,374.55460738780505,-0.154607387805072,-0.13225691918265584,0.08478802992518711
407.73,374.59,374.7202953424536,-0.1302953424536213,0.6450518424837148,0.08472236424992342
407.91,374.75,374.8859832971021,-0.13598329710208645,0.420726747414902,0.08473666726292393
407.9,374.73,374.8767784107327,-0.14677841073267928,0.05797466308121528,0.08476547027330912
408.12,374.92,375.0792859108587,-0.15928591085867083,-0.3159648684793882,0.0847977114834491
408.47,375.22,375.4014569337864,-0.18145693378636452,-0.977266989458531,0.08485498092357947
408.32,375.14,375.26338363824595,-0.12338363824596854,0.9422690127647152,0.08470119725321014
408.44,375.25,375.3738422746783,-0.12384227467828168,0.8691485450634063,0.08470185915349181
408.36,375.16,375.3002031837234,-0.14020318372337215,0.352230469414786,0.08474576271186438
408.47,375.25,375.4014569337864,-0.1514569337863918,-0.06862791473275412,0.08477517480732921
408.47,375.25,375.4014569337864,-0.1514569337863918,-0.1124481702349286,0.08477517480732921
408.83,375.6,375.73283284308343,-0.13283284308340626,0.5330894792734646,0.08472393967594294
408.89,375.66,375.7880621612996,-0.12806216129956738,0.672361312744381,0.08471098081702878
409.06,375.76,375.94454522957875,-0.18454522957875952,-1.2640059654622222,0.08486022272623026
408.86,375.61,375.76044750219154,-0.15044750219152547,-0.021747176186075325,0.08477060945606588
408.86,375.62,375.76044750219154,-0.14044750219153457,0.33830575340958524,0.0847440342647359
408.59,375.41,375.5119155702187,-0.10191557021869357,1.6313905698632696,0.08464285714285702
408.72,375.49,375.63157909302043,-0.14157909302042526,0.17768980710600313,0.08474770788436775
408.81,375.61,375.7144230703447,-0.10442307034469422,1.4296216058446716,0.08464853012416813
408.77,375.57,375.6776035248672,-0.10760352486721558,1.2456018658231618,0.08465716398500649
408.99,375.74,375.88011102499325,-0.1401110249932458,0.12296879065600068,0.08474252290596765
409.06,375.8,375.94454522957875,-0.14454522957873905,-0.005957493674381629,0.0847539688606885
409.0,375.75,375.8893159113626,-0.13931591136258703,0.12845618126856215,0.08474036317298503
408.8,375.55,375.7052181839753,-0.1552181839753075,-0.4135290427860599,0.08478357875948238
409.06,375.81,375.94454522957875,-0.13454522957874815,0.29388608455771015,0.08472740708652388
408.96,375.69,375.8524963658851,-0.1624963658850902,-0.6673453802031841,0.08480214108201105
408.86,375.62,375.76044750219154,-0.14044750219153457,-0.025648352121561007,0.0847440342647359
408.85,375.62,375.75124261582215,-0.13124261582214558,0.4878604271260855,0.0847196196157916
408.86,375.62,375.76044750219154,-0.14044750219153457,-0.009187137043729393,0.0847440342647359
408.84,375.61,375.74203772945276,-0.1320377294527475,0.4432495150155629,0.08472177959079599
409.05,375.78,375.9353403432094,-0.15534034320944556,-0.7946698908654622,0.08478269179312728
409.14,375.9,376.01818432053363,-0.11818432053365768,1.137845668939023,0.08468358300214004
409.23,375.91,376.1010282978579,-0.19102829785788344,-2.3119230353504143,0.08487658252031482
409.25,375.99,376.11943807059663,-0.1294380705966205,0.5522420066655813,0.0847129540013244
409.28,376.01,376.1470527297047,-0.13705272970469196,0.16342200295170722,0.08473302856269654
409.38,376.08,376.23910159339835,-0.15910159339836127,-0.9678699671551968,0.08479107783973724
409.21,375.93,376.0826185251192,-0.1526185251191805,-0.5981159154157183,0.08477468986422797
409.26,375.97,376.128642956966,-0.1586429569659913,-0.8430858938566419,0.0847904435643059
409.19,375.92,376.06420875238047,-0.14420875238045028,-0.10983361747562118,0.08475245506999014
409.29,376.01,376.15625761607413,-0.1462576160741378,-0.22237321060398166,0.08475741754743418
408.93,375.71,375.82488170677703,-0.11488170677705511,1.2676873174583856,0.08467577487765097
409.04,375.79,375.92613545684003,-0.13613545684000883,0.22725303525579107,0.08473172534179375
408.99,375.72,375.88011102499325,-0.1601110249932276,-0.8955890643029704,0.08479565699430358
408.82,375.58,375.72362795671404,-0.14362795671405593,-0.16930409892505674,0.08475267720550742
408.57,375.35,375.49350579748,-0.14350579747997472,-0.17591549007515597,0.0847535462802326
408.61,375.38,375.53032534295744,-0.15032534295744426,-0.5205477380644375,0.08477148943226322
408.89,375.63,375.7880621612996,-0.15806216129959694,-0.8908210526605478,0.08479070004588792
409.06,375.8,375.94454522957875,-0.14454522957873905,-0.1154846647901853,0.0847539688606885
408.96,375.72,375.8524963658851,-0.13249636588506064,0.6781007817312888,0.08472243462303092
408.92,375.67,375.8156768204077,-0.1456768204076866,-0.06510825224803904,0.08475764411985878
409.1,375.81,375.98136477505625,-0.17136477505624725,-1.6599695114361577,0.08482501178479065
408.89,375.64,375.7880621612996,-0.14806216129960603,-0.14141345656252918,0.08476412629217493
409.21,375.91,376.0826185251192,-0.1726185251191623,-1.5897637406398608,0.08482779702465854
406.34,373.27,373.44081613711217,-0.17081613711218324,-1.4007176765724396,0.08483729044009183
406.39,373.33,373.486840568959,-0.15684056895901222,-0.5192511101674131,0.08479967167701226
406.74,373.67,373.8090115918867,-0.13901159188668544,0.5159891384589268,0.08475032354787865
406.4,373.34,373.49604545532833,-0.15604545532835346,-0.4907861117513037,0.08479749660143125
406.33,373.24,373.43161125074283,-0.1916112507428238,-2.3220226210235917,0.08489295380786838
406.2,373.18,373.3119477279411,-0.13194772794111032,0.9796691524451968,0.08473401934871304
406.77,373.68,373.83662625099475,-0.1566262509947478,-0.34065068460817216,0.08479723236594265
406.86,373.77,373.919470228319,-0.14947022831904633,0.04895398153549931,0.08477767956650406
