Date,Adj Close,Close,High,Low,Open,Volume
2021-12-23,256.6000061035156,256.6000061035156,288.72198486328125,256.0,263.79998779296875,7873
2021-12-27,266.6000061035156,266.6000061035156,273.3999938964844,251.8000030517578,254.39999389648438,4805
2021-12-28,270.3999938964844,270.3999938964844,276.79998779296875,264.0,266.6000061035156,4818
2021-12-29,257.0,257.0,279.2099914550781,255.60000610351562,275.0,4934
2021-12-30,255.1999969482422,255.1999969482422,264.0,252.1999969482422,260.6000061035156,2621
2021-12-31,249.39999389648438,249.39999389648438,260.3999938964844,243.1999969482422,258.6000061035156,5110
2022-01-03,257.3999938964844,257.3999938964844,265.3999938964844,248.0,248.0,5872
2022-01-04,258.0,258.0,269.20001220703125,249.8000030517578,257.0,4888
2022-01-05,256.6000061035156,256.6000061035156,260.3999938964844,250.39999389648438,255.8000030517578,5162
2022-01-06,253.0,253.0,256.6000061035156,238.0,256.6000061035156,4812
2022-01-07,229.39999389648438,229.39999389648438,256.3999938964844,226.802001953125,256.3999938964844,7459
2022-01-10,209.60000610351562,209.60000610351562,231.8000030517578,207.1999969482422,231.8000030517578,7233
2022-01-11,205.8000030517578,205.8000030517578,218.39999389648438,200.39999389648438,211.39999389648438,10901
2022-01-12,192.39999389648438,192.39999389648438,208.0,190.8000030517578,208.0,12572
2022-01-13,181.0,181.0,193.0,173.8000030517578,191.60000610351562,11583
2022-01-14,185.8000030517578,185.8000030517578,192.1999969482422,172.61599731445312,173.60000610351562,7222
2022-01-18,181.39999389648438,181.39999389648438,185.60000610351562,173.8000030517578,183.60000610351562,5736
2022-01-19,177.0,177.0,184.60000610351562,172.1999969482422,182.0,4136
2022-01-20,183.1999969482422,183.1999969482422,189.39999389648438,176.39999389648438,176.39999389648438,2472
2022-01-21,172.0,172.0,181.1999969482422,170.39999389648438,181.0,5633
2022-01-24,172.0,172.0,172.0,153.60000610351562,170.0,7958
2022-01-25,163.1999969482422,163.1999969482422,170.0,155.8000030517578,170.0,5771
2022-01-26,174.60000610351562,174.60000610351562,181.1999969482422,163.8000030517578,166.0,9049
2022-01-27,173.1999969482422,173.1999969482422,187.8000030517578,172.1999969482422,178.60000610351562,9667
2022-01-28,160.60000610351562,160.60000610351562,177.39999389648438,148.8000030517578,174.1999969482422,11021
2022-01-31,161.1999969482422,161.1999969482422,165.1999969482422,158.1999969482422,159.1999969482422,4478
2022-02-01,160.0,160.0,161.39999389648438,153.39999389648438,158.1999969482422,6248
2022-02-02,158.60000610351562,158.60000610351562,166.89999389648438,154.8000030517578,160.8000030517578,4553
2022-02-03,158.8000030517578,158.8000030517578,163.8000030517578,152.0,159.39999389648438,2763
2022-02-04,160.1999969482422,160.1999969482422,161.3000030517578,152.60000610351562,158.60000610351562,3279
2022-02-07,164.60000610351562,164.60000610351562,169.1999969482422,159.60000610351562,159.60000610351562,5557
2022-02-08,177.8000030517578,177.8000030517578,184.60000610351562,163.39999389648438,163.39999389648438,5928
2022-02-09,183.60000610351562,183.60000610351562,186.8000030517578,170.0,176.60000610351562,6084
2022-02-10,184.60000610351562,184.60000610351562,192.60000610351562,174.0019989013672,180.0,4595
2022-02-11,182.60000610351562,182.60000610351562,199.39999389648438,180.0,186.0,10219
2022-02-14,177.1999969482422,177.1999969482422,191.8000030517578,175.8000030517578,186.39999389648438,3914
2022-02-15,168.39999389648438,168.39999389648438,193.60000610351562,165.39999389648438,179.0,5912
2022-02-16,166.0,166.0,168.0,162.39999389648438,167.0,4061
2022-02-17,170.0,170.0,170.60000610351562,165.60000610351562,166.0,4659
2022-02-18,154.0,154.0,171.1999969482422,152.8000030517578,171.1999969482422,7989
2022-02-22,149.0,149.0,162.0,146.10000610351562,155.0,5615
2022-02-23,155.0,155.0,160.0,148.60000610351562,149.0,3947
2022-02-24,156.60000610351562,156.60000610351562,157.1999969482422,144.1999969482422,149.39999389648438,6678
2022-02-25,160.0,160.0,169.3000030517578,154.8000030517578,159.60000610351562,5200
2022-02-28,160.0,160.0,164.1999969482422,154.39999389648438,163.0,2676
2022-03-01,147.1999969482422,147.1999969482422,165.60000610351562,145.8000030517578,160.8000030517578,7343
2022-03-02,151.60000610351562,151.60000610351562,152.39999389648438,144.0,147.1999969482422,3065
2022-03-03,151.0,151.0,152.39999389648438,144.8000030517578,152.1999969482422,3429
2022-03-04,149.39999389648438,149.39999389648438,151.0,143.22000122070312,150.39999389648438,7414
2022-03-07,115.4000015258789,115.4000015258789,148.60000610351562,115.30000305175781,148.60000610351562,10092
2022-03-08,110.0,110.0,116.4000015258789,108.19999694824219,116.19999694824219,9970
2022-03-09,110.19999694824219,110.19999694824219,112.5999984741211,105.80000305175781,112.5999984741211,11696
2022-03-10,97.80000305175781,97.80000305175781,109.80000305175781,93.80000305175781,109.80000305175781,9716
2022-03-11,97.4000015258789,97.4000015258789,101.19999694824219,94.4000015258789,97.19999694824219,6923
2022-03-14,90.4000015258789,90.4000015258789,97.80000305175781,89.4000015258789,97.80000305175781,4084
2022-03-15,91.5999984741211,91.5999984741211,101.0,86.4000015258789,90.4000015258789,8703
2022-03-16,100.0,100.0,100.4000015258789,90.0,93.5999984741211,9164
2022-03-17,101.5999984741211,101.5999984741211,102.19999694824219,97.19999694824219,101.4000015258789,12590
2022-03-18,118.4000015258789,118.4000015258789,119.80000305175781,100.0,100.0,16898
2022-03-21,118.80000305175781,118.80000305175781,123.4000015258789,113.80000305175781,120.0,22036
2022-03-22,104.80000305175781,104.80000305175781,130.1999969482422,103.5999984741211,124.4000015258789,26678
2022-03-23,104.4000015258789,104.4000015258789,108.5999984741211,101.80000305175781,105.0,12940
2022-03-24,108.5999984741211,108.5999984741211,109.0,98.80000305175781,103.5999984741211,12637
2022-03-25,104.80000305175781,104.80000305175781,110.80000305175781,103.1500015258789,108.19999694824219,5919
2022-03-28,111.19999694824219,111.19999694824219,112.19999694824219,102.5999984741211,105.0,7070
2022-03-29,116.4000015258789,116.4000015258789,119.5999984741211,109.80000305175781,110.19999694824219,7842
2022-03-30,111.80000305175781,111.80000305175781,117.5999984741211,110.5999984741211,114.4000015258789,6932
2022-03-31,107.0,107.0,113.5999984741211,102.5999984741211,113.5999984741211,13645
2022-04-01,109.19999694824219,109.19999694824219,114.4000015258789,105.5999984741211,105.5999984741211,16004
2022-04-04,113.19999694824219,113.19999694824219,115.5999984741211,109.80000305175781,112.19999694824219,9623
2022-04-05,105.80000305175781,105.80000305175781,110.5999984741211,101.19999694824219,110.19999694824219,14268
2022-04-06,95.4000015258789,95.4000015258789,108.69999694824219,91.5999984741211,105.80000305175781,12032
2022-04-07,88.0,88.0,94.5999984741211,83.5999984741211,94.5999984741211,23885
2022-04-08,78.4000015258789,78.4000015258789,89.5999984741211,75.0,89.5999984741211,40709
2022-04-11,72.0,72.0,78.4000015258789,71.5999984741211,78.4000015258789,11261
2022-04-12,77.4000015258789,77.4000015258789,79.4000015258789,71.19999694824219,72.5999984741211,12568
2022-04-13,83.19999694824219,83.19999694824219,84.80000305175781,77.0,77.80000305175781,12260
2022-04-14,91.80000305175781,91.80000305175781,91.80000305175781,81.5999984741211,82.5999984741211,17404
2022-04-18,90.19999694824219,90.19999694824219,95.0,88.4000015258789,91.0,14642
2022-04-19,89.4000015258789,89.4000015258789,94.80000305175781,88.5999984741211,90.80000305175781,11752
2022-04-20,92.0,92.0,99.39800262451172,88.80000305175781,90.19999694824219,19207
2022-04-21,87.4000015258789,87.4000015258789,95.5,86.80000305175781,91.80000305175781,13049
2022-04-22,87.80000305175781,87.80000305175781,88.5999984741211,85.0,86.5999984741211,8383
2022-04-25,87.80000305175781,87.80000305175781,89.5999984741211,85.19999694824219,86.5999984741211,12305
2022-04-26,82.0,82.0,88.19999694824219,81.4000015258789,88.0,15231
2022-04-27,80.5999984741211,80.5999984741211,84.30000305175781,78.80000305175781,83.4000015258789,19028
2022-04-28,79.80000305175781,79.80000305175781,84.0,78.80000305175781,81.5999984741211,9451
2022-04-29,78.19999694824219,78.19999694824219,81.0,76.5999984741211,81.0,16239
2022-05-02,79.4000015258789,79.4000015258789,81.5999984741211,77.4000015258789,77.4000015258789,16621
2022-05-03,78.0,78.0,80.30000305175781,77.0,78.4000015258789,6926
2022-05-04,78.80000305175781,78.80000305175781,81.80000305175781,75.19999694824219,78.19999694824219,13515
2022-05-05,75.4000015258789,75.4000015258789,77.80000305175781,74.19999694824219,77.80000305175781,8639
2022-05-06,70.80000305175781,70.80000305175781,75.4000015258789,68.19999694824219,75.4000015258789,11413
2022-05-09,74.19999694824219,74.19999694824219,79.80000305175781,67.19999694824219,67.19999694824219,28089
2022-05-10,61.79999923706055,61.79999923706055,76.4000015258789,56.400001525878906,73.5999984741211,24158
2022-05-11,60.20000076293945,60.20000076293945,65.30000305175781,58.79999923706055,62.79999923706055,19611
2022-05-12,60.599998474121094,60.599998474121094,61.79999923706055,55.70000076293945,57.20000076293945,17706
2022-05-13,63.599998474121094,63.599998474121094,66.19999694824219,62.0,62.0,29701
2022-05-16,60.0,60.0,68.80000305175781,59.79999923706055,63.20000076293945,17236
2022-05-17,61.20000076293945,61.20000076293945,66.80000305175781,60.0,60.599998474121094,31472
2022-05-18,58.20000076293945,58.20000076293945,62.20000076293945,57.20000076293945,62.20000076293945,20998
2022-05-19,56.79999923706055,56.79999923706055,60.400001525878906,55.20000076293945,57.599998474121094,24148
2022-05-20,56.400001525878906,56.400001525878906,58.54600143432617,55.0,58.0,16185
2022-05-23,61.0,61.0,64.5999984741211,55.29999923706055,56.79999923706055,24809
2022-05-24,60.0,60.0,63.79999923706055,58.79999923706055,60.599998474121094,23119
2022-05-25,64.80000305175781,64.80000305175781,67.80000305175781,59.79999923706055,60.0,23847
2022-05-26,71.0,71.0,74.5999984741211,64.19999694824219,65.19999694824219,36038
2022-05-27,73.5999984741211,73.5999984741211,74.80000305175781,70.80000305175781,71.80000305175781,20782
2022-05-31,76.80000305175781,76.80000305175781,77.80000305175781,73.19999694824219,73.19999694824219,18943
2022-06-01,75.80000305175781,75.80000305175781,79.4000015258789,75.0,77.4000015258789,22433
2022-06-02,80.0,80.0,80.19200134277344,76.5999984741211,76.5999984741211,21098
2022-06-03,79.5999984741211,79.5999984741211,81.19999694824219,77.80000305175781,79.19999694824219,21302
2022-06-06,83.5999984741211,83.5999984741211,84.19999694824219,79.19999694824219,82.0,49301
2022-06-07,71.19999694824219,71.19999694824219,86.19999694824219,66.0,84.80000305175781,39842
2022-06-08,77.80000305175781,77.80000305175781,80.5999984741211,70.0,70.0,25645
2022-06-09,76.19999694824219,76.19999694824219,81.0,74.4000015258789,76.80000305175781,33065
2022-06-10,70.0,70.0,79.80000305175781,68.80000305175781,75.4000015258789,23802
2022-06-13,62.20000076293945,62.20000076293945,70.19999694824219,61.79999923706055,67.5999984741211,343936
2022-06-14,66.80000305175781,66.80000305175781,68.19999694824219,59.20000076293945,62.20000076293945,23422
2022-06-15,70.4000015258789,70.4000015258789,73.5999984741211,62.0,67.19999694824219,53914
2022-06-16,65.5999984741211,65.5999984741211,71.19999694824219,63.00199890136719,67.4000015258789,56794
2022-06-17,65.19999694824219,65.19999694824219,69.5,60.79999923706055,65.19999694824219,62218
2022-06-21,65.0,65.0,68.80000305175781,61.20000076293945,67.5999984741211,99944
2022-06-22,60.79999923706055,60.79999923706055,67.0,59.400001525878906,63.79999923706055,78828
2022-06-23,60.79999923706055,60.79999923706055,65.5999984741211,60.0,62.79999923706055,62242
2022-06-24,57.0,57.0,64.0999984741211,54.599998474121094,60.79999923706055,380515
2022-06-27,47.400001525878906,47.400001525878906,58.20000076293945,46.70000076293945,56.0,52426
2022-06-28,42.0,42.0,48.20000076293945,41.0,48.20000076293945,52305
2022-06-29,39.599998474121094,39.599998474121094,44.29999923706055,38.0,41.20000076293945,54740
2022-06-30,40.20000076293945,40.20000076293945,40.79999923706055,37.70000076293945,38.20000076293945,24390
2022-07-01,38.0,38.0,42.0,37.20000076293945,39.599998474121094,40217
2022-07-05,40.79999923706055,40.79999923706055,41.400001525878906,36.20000076293945,37.599998474121094,26845
2022-07-06,40.599998474121094,40.599998474121094,42.29999923706055,40.0,41.599998474121094,19231
2022-07-07,42.599998474121094,42.599998474121094,44.0,39.599998474121094,41.599998474121094,27134
2022-07-08,43.400001525878906,43.400001525878906,46.20000076293945,41.534000396728516,41.79999923706055,17487
2022-07-11,43.0,43.0,44.20000076293945,40.400001525878906,44.0,37762
2022-07-12,39.0,39.0,44.599998474121094,38.599998474121094,43.0,31175
2022-07-13,36.400001525878906,36.400001525878906,39.0,34.0,38.0,34946
2022-07-14,34.0,34.0,36.20000076293945,32.400001525878906,35.79999923706055,36060
2022-07-15,34.0,34.0,34.79999923706055,32.20000076293945,32.20000076293945,26180
2022-07-18,34.20000076293945,34.20000076293945,37.400001525878906,34.0,34.599998474121094,24986
2022-07-19,37.79999923706055,37.79999923706055,39.0,34.20000076293945,35.599998474121094,23559
2022-07-20,41.0,41.0,42.0,38.20000076293945,38.400001525878906,20270
2022-07-21,39.79999923706055,39.79999923706055,42.5,38.400001525878906,41.0,22191
2022-07-22,37.0,37.0,40.0,35.79999923706055,39.0,9599
2022-07-25,37.0,37.0,38.099998474121094,36.400001525878906,37.0,11304
2022-07-26,36.0,36.0,37.599998474121094,33.900001525878906,36.400001525878906,17813
2022-07-27,37.79999923706055,37.79999923706055,38.79999923706055,36.0,36.599998474121094,14549
2022-07-28,38.0,38.0,38.599998474121094,34.599998474121094,37.599998474121094,59403
2022-07-29,39.79999923706055,39.79999923706055,42.0,36.70000076293945,38.0,33949
2022-08-01,43.20000076293945,43.20000076293945,45.20000076293945,39.20000076293945,39.599998474121094,30821
2022-08-02,45.79999923706055,45.79999923706055,47.400001525878906,42.0,43.79999923706055,25239
2022-08-03,47.599998474121094,47.599998474121094,48.20000076293945,45.0,48.20000076293945,21391
2022-08-04,41.20000076293945,41.20000076293945,49.20000076293945,40.400001525878906,47.599998474121094,44289
2022-08-05,44.79999923706055,44.79999923706055,45.20000076293945,39.0,40.400001525878906,19813
2022-08-08,44.79999923706055,44.79999923706055,46.400001525878906,43.0,46.400001525878906,34945
2022-08-09,42.0,42.0,45.599998474121094,41.400001525878906,44.20000076293945,17733
2022-08-10,45.20000076293945,45.20000076293945,45.79999923706055,42.00199890136719,43.20000076293945,20260
2022-08-11,37.20000076293945,37.20000076293945,50.599998474121094,37.0,48.0,31534
2022-08-12,41.0,41.0,41.20000076293945,36.79999923706055,39.400001525878906,17030
2022-08-15,40.599998474121094,40.599998474121094,41.900001525878906,38.099998474121094,40.0,14689
2022-08-16,40.599998474121094,40.599998474121094,41.400001525878906,39.20000076293945,40.599998474121094,10468
2022-08-17,37.79999923706055,37.79999923706055,40.20000076293945,37.20000076293945,40.20000076293945,12974
2022-08-18,35.20000076293945,35.20000076293945,40.400001525878906,34.694000244140625,38.599998474121094,20104
2022-08-19,33.599998474121094,33.599998474121094,35.400001525878906,33.20000076293945,34.599998474121094,10482
2022-08-22,32.599998474121094,32.599998474121094,35.0,31.799999237060547,35.0,12665
2022-08-23,34.400001525878906,34.400001525878906,35.0,32.20000076293945,33.0,7228
2022-08-24,36.400001525878906,36.400001525878906,37.400001525878906,34.599998474121094,34.599998474121094,9554
2022-08-25,36.20000076293945,36.20000076293945,36.79999923706055,35.5,36.0,4919
2022-08-26,33.400001525878906,33.400001525878906,36.20000076293945,32.29999923706055,36.0,12428
2022-08-29,33.599998474121094,33.599998474121094,33.79999923706055,32.79999923706055,32.79999923706055,9722
2022-08-30,33.0,33.0,34.0,32.0,33.79999923706055,8304
2022-08-31,31.600000381469727,31.600000381469727,34.20000076293945,31.600000381469727,33.0,8855
2022-09-01,31.0,31.0,32.29999923706055,29.600000381469727,31.399999618530273,10489
2022-09-02,29.200000762939453,29.200000762939453,31.600000381469727,29.0,31.0,10171
2022-09-06,32.400001525878906,32.400001525878906,34.599998474121094,28.600000381469727,29.600000381469727,13009
2022-09-07,34.0,34.0,35.20000076293945,31.440000534057617,33.0,16212
2022-09-08,36.20000076293945,36.20000076293945,36.70000076293945,33.00600051879883,33.599998474121094,7509
2022-09-09,37.20000076293945,37.20000076293945,38.29999923706055,36.79999923706055,37.400001525878906,6165
2022-09-12,37.20000076293945,37.20000076293945,38.220001220703125,36.79999923706055,37.400001525878906,5532
2022-09-13,38.0,38.0,38.5,35.0,36.0,14823
2022-09-14,38.0,38.0,38.599998474121094,36.79999923706055,38.20000076293945,8607
2022-09-15,38.20000076293945,38.20000076293945,41.20000076293945,37.599998474121094,37.79999923706055,9161
2022-09-16,37.0,37.0,38.79999923706055,36.0,38.79999923706055,41725
2022-09-19,32.400001525878906,32.400001525878906,37.0,31.200000762939453,36.599998474121094,17565
2022-09-20,32.400001525878906,32.400001525878906,32.79999923706055,31.899999618530273,32.0,5557
2022-09-21,32.0,32.0,33.79999923706055,31.200000762939453,32.400001525878906,7016
2022-09-22,31.799999237060547,31.799999237060547,33.20000076293945,30.00200080871582,32.0,27587
2022-09-23,32.20000076293945,32.20000076293945,33.599998474121094,30.652000427246094,30.799999237060547,10711
2022-09-26,32.599998474121094,32.599998474121094,35.20000076293945,30.799999237060547,32.0,24052
2022-09-27,31.600000381469727,31.600000381469727,33.20000076293945,30.600000381469727,32.599998474121094,14457
2022-09-28,33.0,33.0,33.900001525878906,30.200000762939453,31.600000381469727,7423
2022-09-29,32.400001525878906,32.400001525878906,32.79999923706055,30.777999877929688,32.20000076293945,5303
2022-09-30,32.20000076293945,32.20000076293945,35.79999923706055,32.0,32.0,12791
2022-10-03,33.79999923706055,33.79999923706055,34.5,31.200000762939453,32.20000076293945,14408
2022-10-04,38.20000076293945,38.20000076293945,39.0,34.79999923706055,34.79999923706055,18251
2022-10-05,36.400001525878906,36.400001525878906,39.79999923706055,35.400001525878906,37.79999923706055,3698
2022-10-06,36.400001525878906,36.400001525878906,37.099998474121094,34.20000076293945,36.599998474121094,6110
2022-10-07,36.20000076293945,36.20000076293945,37.400001525878906,35.599998474121094,35.79999923706055,6509
2022-10-10,33.0,33.0,36.599998474121094,32.599998474121094,36.599998474121094,11247
2022-10-11,27.600000381469727,27.600000381469727,34.79999923706055,26.399999618530273,32.400001525878906,74523
2022-10-12,24.600000381469727,24.600000381469727,26.799999237060547,23.229999542236328,26.799999237060547,22087
2022-10-13,23.0,23.0,26.0,22.0,23.600000381469727,16009
2022-10-14,21.799999237060547,21.799999237060547,26.200000762939453,21.399999618530273,22.799999237060547,16026
2022-10-17,23.600000381469727,23.600000381469727,24.799999237060547,19.426000595092773,21.799999237060547,42333
2022-10-18,26.600000381469727,26.600000381469727,27.799999237060547,23.799999237060547,23.799999237060547,15034
2022-10-19,27.0,27.0,27.399999618530273,25.200000762939453,26.399999618530273,6987
2022-10-20,25.799999237060547,25.799999237060547,28.399999618530273,25.399999618530273,27.0,11730
2022-10-21,27.200000762939453,27.200000762939453,27.799999237060547,25.600000381469727,26.600000381469727,6065
2022-10-24,26.600000381469727,26.600000381469727,27.600000381469727,25.0,27.0,9978
2022-10-25,28.399999618530273,28.399999618530273,28.799999237060547,26.600000381469727,26.600000381469727,11756
2022-10-26,29.0,29.0,30.600000381469727,27.799999237060547,28.200000762939453,9054
2022-10-27,29.0,29.0,30.0,28.399999618530273,29.600000381469727,5690
2022-10-28,29.799999237060547,29.799999237060547,29.799999237060547,29.0,29.600000381469727,6100
2022-10-31,29.0,29.0,29.799999237060547,28.200000762939453,29.399999618530273,6472
2022-11-01,29.200000762939453,29.200000762939453,30.0,28.600000381469727,29.399999618530273,34355
2022-11-02,29.600000381469727,29.600000381469727,30.399999618530273,28.5939998626709,28.799999237060547,13676
2022-11-03,28.200000762939453,28.200000762939453,30.600000381469727,26.600000381469727,29.399999618530273,18012
2022-11-04,28.700000762939453,28.700000762939453,29.399999618530273,27.799999237060547,28.399999618530273,5633
2022-11-07,27.799999237060547,27.799999237060547,28.600000381469727,27.200000762939453,28.399999618530273,8684
2022-11-08,26.0,26.0,28.799999237060547,25.0,28.0,10088
2022-11-09,24.799999237060547,24.799999237060547,26.200000762939453,24.399999618530273,25.399999618530273,15918
2022-11-10,25.0,25.0,26.600000381469727,24.600000381469727,26.600000381469727,16232
2022-11-11,16.986000061035156,16.986000061035156,26.200000762939453,16.381999969482422,24.399999618530273,53809
2022-11-14,16.246000289916992,16.246000289916992,17.799999237060547,16.200000762939453,17.642000198364258,16335
2022-11-15,16.827999114990234,16.827999114990234,17.374000549316406,16.200000762939453,16.600000381469727,14663
2022-11-16,16.947999954223633,16.947999954223633,17.29800033569336,16.200000762939453,16.739999771118164,38686
2022-11-17,15.026000022888184,15.026000022888184,17.399999618530273,15.0,17.200000762939453,26297
2022-11-18,15.154000282287598,15.154000282287598,16.04599952697754,14.350000381469727,16.04599952697754,8764
2022-11-21,15.0,15.0,15.989999771118164,14.20199966430664,15.527999877929688,30199
2022-11-22,14.609999656677246,14.609999656677246,15.600000381469727,13.645999908447266,15.600000381469727,22063
2022-11-23,14.434000015258789,14.434000015258789,14.800000190734863,13.142000198364258,14.800000190734863,15633
2022-11-25,14.333999633789062,14.333999633789062,14.800000190734863,13.60200023651123,14.399999618530273,6114
2022-11-28,13.760000228881836,13.760000228881836,14.984000205993652,13.399999618530273,14.553999900817871,5305
2022-11-29,13.338000297546387,13.338000297546387,14.0,13.199999809265137,13.871999740600586,8238
2022-11-30,11.923999786376953,11.923999786376953,13.937999725341797,11.092000007629395,12.732000350952148,47324
2022-12-01,11.800000190734863,11.800000190734863,11.883999824523926,10.704000473022461,11.800000190734863,15419
2022-12-02,12.0,12.0,13.199999809265137,11.399999618530273,11.592000007629395,15907
2022-12-05,12.20199966430664,12.20199966430664,13.395999908447266,11.802000045776367,12.399999618530273,14751
2022-12-06,11.468000411987305,11.468000411987305,12.699999809265137,11.368000030517578,12.21399974822998,10875
2022-12-07,11.831999778747559,11.831999778747559,13.199999809265137,11.277999877929688,11.277999877929688,8304
2022-12-08,12.47599983215332,12.47599983215332,13.0,11.010000228881836,11.642000198364258,10996
2022-12-09,11.265999794006348,11.265999794006348,12.34000015258789,11.001999855041504,12.34000015258789,5470
2022-12-12,11.387999534606934,11.387999534606934,12.0,11.0,11.0,4821
2022-12-13,10.675999641418457,10.675999641418457,11.989999771118164,10.277999877929688,11.600000381469727,9703
2022-12-14,9.932000160217285,9.932000160217285,10.600000381469727,9.416000366210938,10.545999526977539,24995
2022-12-15,9.800000190734863,9.800000190734863,10.100000381469727,9.4306001663208,9.932000160217285,9444
2022-12-16,7.638000011444092,7.638000011444092,9.5,7.638000011444092,9.454000473022461,29680
2022-12-19,7.579999923706055,7.579999923706055,8.199999809265137,6.421999931335449,8.199999809265137,14942
2022-12-20,8.062000274658203,8.062000274658203,8.600000381469727,7.302000045776367,7.400000095367432,22761
2022-12-21,8.321999549865723,8.321999549865723,8.550000190734863,7.800000190734863,8.180000305175781,5025
2022-12-22,8.390000343322754,8.390000343322754,9.20199966430664,8.0,8.0,41716
2022-12-23,8.218000411987305,8.218000411987305,9.185999870300293,8.0,9.185999870300293,13074
2022-12-27,7.8520002365112305,7.8520002365112305,9.0,7.5,8.118000030517578,21381
