Date,Open,High,Low,Close,Adj Close,Volume
2021-12-20,47.459999084472656,48.22999954223633,46.709999084472656,48.04999923706055,44.174461364746094,176700
2021-12-21,48.15999984741211,48.88999938964844,47.40999984741211,47.84000015258789,43.98139953613281,188100
2021-12-22,47.7599983215332,48.34000015258789,47.54999923706055,48.33000183105469,44.431880950927734,118500
2021-12-23,48.22999954223633,48.75,48.08000183105469,48.279998779296875,44.38591003417969,90500
2021-12-27,48.290000915527344,48.40999984741211,47.720001220703125,48.349998474121094,44.450260162353516,116700
2021-12-28,48.31999969482422,48.7400016784668,48.029998779296875,48.34000015258789,44.441070556640625,145300
2021-12-29,48.52000045776367,48.81999969482422,48.15999984741211,48.7400016784668,44.80881118774414,100100
2021-12-30,48.7599983215332,49.099998474121094,48.59000015258789,48.75,44.817996978759766,91200
2021-12-31,48.70000076293945,49.0,48.40999984741211,48.779998779296875,44.845584869384766,92500
2022-01-03,48.900001525878906,49.369998931884766,48.209999084472656,48.77000045776367,44.836387634277344,181600
2022-01-04,49.099998474121094,49.790000915527344,49.08000183105469,49.349998474121094,45.36960983276367,132000
2022-01-05,49.470001220703125,49.88999938964844,49.2400016784668,49.56999969482422,45.571861267089844,127100
2022-01-06,49.720001220703125,49.7400016784668,49.27000045776367,49.540000915527344,45.54428482055664,130700
2022-01-07,49.54999923706055,49.97999954223633,49.16999816894531,49.79999923706055,45.7833137512207,131900
2022-01-10,49.970001220703125,50.099998474121094,49.130001068115234,49.380001068115234,45.397186279296875,210100
2022-01-11,49.630001068115234,49.630001068115234,47.939998626708984,48.25,44.358333587646484,184700
2022-01-12,48.25,48.40999984741211,47.709999084472656,47.81999969482422,43.963016510009766,147800
2022-01-13,48.029998779296875,48.529998779296875,47.880001068115234,48.41999816894531,44.51461410522461,178300
2022-01-14,48.56999969482422,49.880001068115234,48.41999816894531,49.81999969482422,45.801700592041016,164100
2022-01-18,49.79999923706055,49.81999969482422,48.38999938964844,48.849998474121094,44.909934997558594,143900
2022-01-19,48.7400016784668,49.099998474121094,48.36000061035156,48.540000915527344,44.62493896484375,171300
2022-01-20,49.0,49.099998474121094,48.130001068115234,48.290000915527344,44.39509963989258,179600
2022-01-21,48.47999954223633,48.90999984741211,47.529998779296875,47.540000915527344,43.705596923828125,176200
2022-01-24,47.5,47.810001373291016,46.08000183105469,47.11000061035156,43.31028366088867,238100
2022-01-25,46.63999938964844,47.75,46.189998626708984,47.349998474121094,43.530921936035156,121100
2022-01-26,47.459999084472656,48.0,46.66999816894531,47.31999969482422,43.50333786010742,188600
2022-01-27,47.29999923706055,48.25,47.029998779296875,47.310001373291016,43.49414825439453,191600
2022-01-28,46.83000183105469,47.540000915527344,46.41999816894531,47.5099983215332,44.12853240966797,196900
2022-01-31,46.939998626708984,47.380001068115234,46.349998474121094,47.34000015258789,43.970638275146484,207900
2022-02-01,47.189998626708984,47.72999954223633,46.58000183105469,47.61000061035156,44.22142028808594,201200
2022-02-02,47.7400016784668,47.95000076293945,47.220001220703125,47.650001525878906,44.258575439453125,162700
2022-02-03,47.540000915527344,47.939998626708984,47.060001373291016,47.560001373291016,44.17498016357422,101600
2022-02-04,47.29999923706055,47.470001220703125,46.310001373291016,46.970001220703125,43.62696838378906,114700
2022-02-07,46.77000045776367,47.22999954223633,46.400001525878906,46.939998626708984,43.59910583496094,115500
2022-02-08,47.060001373291016,47.29999923706055,46.61000061035156,47.11000061035156,43.75701141357422,108100
2022-02-09,47.29999923706055,47.61000061035156,47.0,47.439998626708984,44.063514709472656,130300
2022-02-10,47.09000015258789,47.25,45.93000030517578,46.099998474121094,42.81888961791992,192000
2022-02-11,46.40999984741211,47.16999816894531,46.220001220703125,46.83000183105469,43.4969367980957,109800
2022-02-14,47.189998626708984,47.220001220703125,45.97999954223633,46.630001068115234,43.3111686706543,153000
2022-02-15,46.90999984741211,47.13999938964844,46.20000076293945,46.43000030517578,43.125396728515625,106200
2022-02-16,46.38999938964844,46.86000061035156,46.060001373291016,46.7400016784668,43.4133415222168,278600
2022-02-17,46.56999969482422,47.27000045776367,46.41999816894531,47.2400016784668,43.87775421142578,352700
2022-02-18,47.04999923706055,47.470001220703125,45.97999954223633,46.29999923706055,43.00465774536133,204600
2022-02-22,46.54999923706055,47.29999923706055,45.810001373291016,47.08000183105469,43.72914123535156,180100
2022-02-23,47.09000015258789,47.599998474121094,46.4900016784668,46.599998474121094,43.28329849243164,238400
2022-02-24,46.529998779296875,47.63999938964844,46.04999923706055,46.970001220703125,43.62696838378906,305200
2022-02-25,47.33000183105469,49.810001373291016,47.33000183105469,49.70000076293945,46.162662506103516,229100
2022-02-28,48.689998626708984,52.310001373291016,48.63999938964844,52.0099983215332,48.30825424194336,431100
2022-03-01,51.709999084472656,52.81999969482422,51.560001373291016,52.220001220703125,48.50331497192383,274200
2022-03-02,52.40999984741211,54.369998931884766,52.189998626708984,53.88999938964844,50.05445098876953,231900
2022-03-03,53.790000915527344,54.9900016784668,53.790000915527344,54.880001068115234,50.9739875793457,209200
2022-03-04,54.75,56.09000015258789,54.22999954223633,55.97999954223633,51.99569320678711,320900
2022-03-07,56.02000045776367,56.02000045776367,54.88999938964844,55.810001373291016,51.83779525756836,204500
2022-03-08,55.529998779296875,57.630001068115234,55.310001373291016,56.27000045776367,52.265052795410156,413000
2022-03-09,56.150001525878906,56.959999084472656,55.220001220703125,55.38999938964844,51.44768142700195,224700
2022-03-10,54.900001525878906,56.400001525878906,54.43000030517578,56.400001525878906,52.38580322265625,213300
2022-03-11,56.400001525878906,56.4900016784668,54.66999816894531,55.0,51.08544921875,220800
2022-03-14,55.0,55.2599983215332,54.09000015258789,54.560001373291016,50.676761627197266,263800
2022-03-15,55.0,55.0,52.68000030517578,53.099998474121094,49.3206787109375,334800
2022-03-16,52.91999816894531,53.22999954223633,51.849998474121094,53.18000030517578,49.39497756958008,298900
2022-03-17,53.18000030517578,53.4900016784668,52.65999984741211,52.75,48.99558639526367,188400
2022-03-18,53.0099983215332,53.0099983215332,51.83000183105469,52.68000030517578,48.93056869506836,648100
2022-03-21,52.97999954223633,54.099998474121094,52.93000030517578,53.34000015258789,49.54359436035156,227300
2022-03-22,54.650001525878906,54.650001525878906,52.459999084472656,52.63999938964844,48.893409729003906,217800
2022-03-23,52.599998474121094,52.720001220703125,51.68000030517578,52.65999984741211,48.911991119384766,139300
2022-03-24,52.939998626708984,53.150001525878906,52.529998779296875,53.13999938964844,49.35783004760742,74300
2022-03-25,53.13999938964844,55.060001373291016,53.13999938964844,55.04999923706055,51.13188552856445,132800
2022-03-28,54.84000015258789,55.20000076293945,54.439998626708984,54.59000015258789,50.704627990722656,105400
2022-03-29,54.869998931884766,55.689998626708984,54.540000915527344,55.47999954223633,51.53127670288086,154100
2022-03-30,51.81999969482422,52.52000045776367,49.869998931884766,51.34000015258789,47.685943603515625,2726300
2022-03-31,51.61000061035156,51.93000030517578,51.27000045776367,51.720001220703125,48.03889846801758,525100
2022-04-01,51.58000183105469,52.22999954223633,51.38999938964844,51.90999984741211,48.21537399291992,371500
2022-04-04,51.61000061035156,52.0099983215332,51.09000015258789,51.72999954223633,48.048179626464844,375500
2022-04-05,51.689998626708984,52.279998779296875,50.7400016784668,51.290000915527344,47.639495849609375,332800
2022-04-06,51.650001525878906,52.0099983215332,51.31999969482422,51.720001220703125,48.03889846801758,354200
2022-04-07,51.81999969482422,51.93000030517578,50.7400016784668,51.56999969482422,47.89957046508789,317900
2022-04-08,51.45000076293945,52.029998779296875,51.33000183105469,51.40999984741211,47.75095748901367,216200
2022-04-11,51.599998474121094,51.63999938964844,50.599998474121094,50.720001220703125,47.110069274902344,313300
2022-04-12,50.9900016784668,51.22999954223633,50.189998626708984,50.369998931884766,46.78498077392578,311000
2022-04-13,50.5,50.75,49.7400016784668,49.77000045776367,46.227684020996094,215800
2022-04-14,49.939998626708984,50.439998626708984,49.66999816894531,49.880001068115234,46.329856872558594,211600
2022-04-18,50.029998779296875,51.189998626708984,49.599998474121094,50.189998626708984,46.6177864074707,247600
2022-04-19,50.439998626708984,51.290000915527344,50.439998626708984,50.81999969482422,47.20295715332031,287900
2022-04-20,51.20000076293945,52.119998931884766,51.08000183105469,51.5,47.83455276489258,353200
2022-04-21,51.45000076293945,52.290000915527344,51.36000061035156,51.54999923706055,47.88099670410156,284500
2022-04-22,51.439998626708984,51.70000076293945,51.0099983215332,51.08000183105469,47.4444465637207,238100
2022-04-25,51.0,51.47999954223633,49.380001068115234,49.880001068115234,46.329856872558594,326200
2022-04-26,49.630001068115234,50.29999923706055,49.40999984741211,49.63999938964844,46.10693359375,277100
2022-04-27,49.619998931884766,50.13999938964844,48.880001068115234,49.16999816894531,45.670387268066406,215300
2022-04-28,49.15999984741211,49.15999984741211,48.5099983215332,48.7400016784668,45.72010803222656,171200
2022-04-29,48.779998779296875,48.779998779296875,47.689998626708984,47.83000183105469,44.86648941040039,202700
2022-05-02,48.0,48.20000076293945,46.90999984741211,47.290000915527344,44.35994338989258,219400
2022-05-03,47.560001373291016,48.20000076293945,47.209999084472656,47.27000045776367,44.3411865234375,422300
2022-05-04,47.279998779296875,49.36000061035156,47.0,49.15999984741211,46.11408233642578,227600
2022-05-05,49.0,49.63999938964844,48.29999923706055,49.02000045776367,45.982757568359375,396900
2022-05-06,48.7400016784668,49.869998931884766,48.7400016784668,49.34000015258789,46.28293228149414,246500
2022-05-09,49.08000183105469,49.970001220703125,48.7599983215332,49.540000915527344,46.47053527832031,207000
2022-05-10,49.58000183105469,50.099998474121094,48.43000030517578,49.2400016784668,46.18912887573242,187600
2022-05-11,49.470001220703125,50.529998779296875,49.209999084472656,49.81999969482422,46.73318862915039,217600
2022-05-12,50.04999923706055,50.18000030517578,49.220001220703125,50.13999938964844,47.03335952758789,232400
2022-05-13,50.220001220703125,50.630001068115234,49.279998779296875,50.630001068115234,47.49300003051758,256600
2022-05-16,50.7599983215332,51.13999938964844,50.25,50.779998779296875,47.63370895385742,245200
2022-05-17,50.9900016784668,51.43000030517578,50.0,51.099998474121094,47.93387985229492,560700
2022-05-18,51.81999969482422,52.43000030517578,50.970001220703125,51.06999969482422,47.905738830566406,416300
2022-05-19,50.91999816894531,51.630001068115234,50.33000183105469,51.52000045776367,48.327857971191406,283400
2022-05-20,51.619998931884766,51.9900016784668,50.970001220703125,51.779998779296875,48.57174301147461,231400
2022-05-23,52.40999984741211,52.93000030517578,51.970001220703125,52.47999954223633,49.22837829589844,268500
2022-05-24,53.310001373291016,55.15999984741211,53.130001068115234,55.11000061035156,51.69542694091797,518000
2022-05-25,54.79999923706055,55.349998474121094,54.15999984741211,54.540000915527344,51.16073989868164,208900
2022-05-26,54.790000915527344,54.91999816894531,54.5,54.72999954223633,51.33897018432617,175600
2022-05-27,54.630001068115234,54.900001525878906,53.91999816894531,54.25,50.88870620727539,166200
2022-05-31,54.15999984741211,54.459999084472656,53.56999969482422,54.290000915527344,50.926231384277344,294100
2022-06-01,54.38999938964844,54.7599983215332,53.560001373291016,54.619998931884766,51.235782623291016,282900
2022-06-02,54.689998626708984,55.81999969482422,53.70000076293945,55.720001220703125,52.26763153076172,267900
2022-06-03,55.58000183105469,55.970001220703125,54.959999084472656,55.18000030517578,51.761085510253906,242100
2022-06-06,55.619998931884766,55.790000915527344,55.08000183105469,55.45000076293945,52.01435470581055,241500
2022-06-07,55.349998474121094,55.65999984741211,54.849998474121094,55.31999969482422,51.89241409301758,214800
2022-06-08,55.470001220703125,55.560001373291016,54.650001525878906,54.70000076293945,51.31082534790039,182900
2022-06-09,54.470001220703125,54.88999938964844,53.22999954223633,53.41999816894531,50.11012649536133,216900
2022-06-10,53.040000915527344,54.38999938964844,52.90999984741211,54.09000015258789,50.738624572753906,265500
2022-06-13,53.310001373291016,53.560001373291016,51.279998779296875,51.5099983215332,48.31847381591797,214600
2022-06-14,51.189998626708984,51.70000076293945,50.099998474121094,50.810001373291016,47.6618537902832,257500
2022-06-15,50.939998626708984,51.630001068115234,50.5099983215332,50.810001373291016,47.6618537902832,337500
2022-06-16,50.279998779296875,51.0099983215332,49.689998626708984,50.86000061035156,47.7087516784668,428700
2022-06-17,51.43000030517578,51.9900016784668,50.56999969482422,51.689998626708984,48.48732376098633,1420000
2022-06-21,51.560001373291016,52.38999938964844,51.029998779296875,51.7599983215332,48.55298614501953,335800
