Datetime,Open,High,Low,Close,Adj Close,Volume
2024-03-11 09:30:00-04:00,60.93000030517578,61.654998779296875,60.86000061035156,61.19499969482422,61.19499969482422,0
2024-03-11 09:35:00-04:00,60.880001068115234,61.290000915527344,60.880001068115234,61.224998474121094,61.224998474121094,27193
2024-03-11 09:40:00-04:00,60.93000030517578,60.97999954223633,60.86000061035156,60.86000061035156,60.86000061035156,15556
2024-03-11 09:45:00-04:00,60.89500045776367,61.349998474121094,60.89500045776367,61.349998474121094,61.349998474121094,1508
2024-03-11 09:55:00-04:00,61.58000183105469,61.650001525878906,61.39500045776367,61.470001220703125,61.470001220703125,724
2024-03-11 10:00:00-04:00,61.29999923706055,61.46500015258789,61.29999923706055,61.46500015258789,61.46500015258789,585
2024-03-11 10:05:00-04:00,61.334999084472656,61.540000915527344,61.334999084472656,61.52000045776367,61.52000045776367,1791
2024-03-11 10:10:00-04:00,61.435001373291016,61.52000045776367,61.435001373291016,61.52000045776367,61.52000045776367,699
2024-03-11 10:15:00-04:00,61.52000045776367,61.619998931884766,61.47999954223633,61.47999954223633,61.47999954223633,2598
2024-03-11 10:20:00-04:00,61.45000076293945,61.45000076293945,60.9900016784668,60.9900016784668,60.9900016784668,1513
2024-03-11 10:25:00-04:00,60.97999954223633,61.02000045776367,60.7400016784668,60.7400016784668,60.7400016784668,773
2024-03-11 10:30:00-04:00,60.93000030517578,60.93000030517578,60.86000061035156,60.86000061035156,60.86000061035156,266
2024-03-11 10:35:00-04:00,60.849998474121094,60.849998474121094,60.75,60.75,60.75,1052
2024-03-11 10:40:00-04:00,60.72999954223633,60.83000183105469,60.650001525878906,60.65999984741211,60.65999984741211,2409
2024-03-11 10:45:00-04:00,60.79499816894531,60.79499816894531,60.79499816894531,60.79499816894531,60.79499816894531,630
2024-03-11 10:50:00-04:00,60.80500030517578,60.95000076293945,60.80500030517578,60.939998626708984,60.939998626708984,1483
2024-03-11 10:55:00-04:00,61.029998779296875,61.09000015258789,60.939998626708984,61.02000045776367,61.02000045776367,1433
2024-03-11 11:00:00-04:00,61.040000915527344,61.040000915527344,61.040000915527344,61.040000915527344,61.040000915527344,432
2024-03-11 11:05:00-04:00,61.05500030517578,61.05500030517578,60.9900016784668,60.9900016784668,60.9900016784668,466
2024-03-11 11:10:00-04:00,61.07279968261719,61.16999816894531,60.9900016784668,61.119998931884766,61.119998931884766,4882
2024-03-11 11:15:00-04:00,61.185001373291016,61.185001373291016,61.060001373291016,61.060001373291016,61.060001373291016,328
2024-03-11 11:20:00-04:00,61.06999969482422,61.06999969482422,61.06999969482422,61.06999969482422,61.06999969482422,409
2024-03-11 11:25:00-04:00,61.125,61.125,61.060001373291016,61.11000061035156,61.11000061035156,1040
2024-03-11 11:30:00-04:00,61.029998779296875,61.09000015258789,61.029998779296875,61.09000015258789,61.09000015258789,1666
2024-03-11 11:35:00-04:00,61.0,61.064998626708984,60.9900016784668,60.9900016784668,60.9900016784668,1164
2024-03-11 11:40:00-04:00,60.97999954223633,60.97999954223633,60.97999954223633,60.97999954223633,60.97999954223633,942
2024-03-11 11:45:00-04:00,60.91999816894531,61.09000015258789,60.91999816894531,61.09000015258789,61.09000015258789,2359
2024-03-11 11:50:00-04:00,61.060001373291016,61.060001373291016,61.0099983215332,61.0099983215332,61.0099983215332,504
2024-03-11 11:55:00-04:00,61.060001373291016,61.185001373291016,61.060001373291016,61.185001373291016,61.185001373291016,1592
2024-03-11 12:00:00-04:00,61.23500061035156,61.23500061035156,61.150001525878906,61.15999984741211,61.15999984741211,1647
2024-03-11 12:05:00-04:00,61.25,61.2599983215332,61.185001373291016,61.2599983215332,61.2599983215332,1220
2024-03-11 12:10:00-04:00,61.130001068115234,61.130001068115234,61.130001068115234,61.130001068115234,61.130001068115234,622
2024-03-11 12:15:00-04:00,61.19499969482422,61.19499969482422,61.19499969482422,61.19499969482422,61.19499969482422,465
2024-03-11 12:20:00-04:00,61.20000076293945,61.20000076293945,61.150001525878906,61.150001525878906,61.150001525878906,464
2024-03-11 12:25:00-04:00,61.13999938964844,61.20000076293945,61.13999938964844,61.20000076293945,61.20000076293945,379
2024-03-11 12:30:00-04:00,61.20000076293945,61.250301361083984,61.130001068115234,61.130001068115234,61.130001068115234,3193
2024-03-11 12:35:00-04:00,61.11320114135742,61.11320114135742,61.08000183105469,61.08000183105469,61.08000183105469,409
2024-03-11 12:40:00-04:00,61.18000030517578,61.209999084472656,61.06999969482422,61.19499969482422,61.19499969482422,2856
2024-03-11 12:45:00-04:00,61.19499969482422,61.19499969482422,61.19499969482422,61.19499969482422,61.19499969482422,390
2024-03-11 12:50:00-04:00,61.150001525878906,61.19499969482422,61.150001525878906,61.19499969482422,61.19499969482422,647
2024-03-11 12:55:00-04:00,61.25,61.31999969482422,61.25,61.310001373291016,61.310001373291016,1817
2024-03-11 13:05:00-04:00,61.279998779296875,61.279998779296875,61.2599983215332,61.2599983215332,61.2599983215332,1477
2024-03-11 13:10:00-04:00,61.2400016784668,61.2400016784668,61.22999954223633,61.2400016784668,61.2400016784668,834
