Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,17.46,17.22,17.21
2023-11-30,17.45,17.21,17.18
2023-12-01,18.13,18.13,17.71
2023-12-04,18.04,17.95,17.83
2023-12-05,17.96,17.94,17.86
2023-12-06,18.01,18.01,17.95
2023-12-07,18.23,18.18,18.13
2023-12-08,18.21,18.12,18.06
2023-12-11,18.1,18.05,17.9
2023-12-12,18.25,18.21,18.0
2023-12-13,19.13,18.25,18.19
2023-12-14,20.01,19.63,19.46
2023-12-15,19.73,19.63,19.38
2023-12-18,19.13,19.03,19.0
2023-12-19,19.4,19.38,19.3
2023-12-20,18.97,18.38,18.38
2023-12-21,19.02,18.85,18.8
2023-12-22,19.14,19.13,18.99
2023-12-26,19.43,19.37,19.28
2023-12-27,19.31,19.29,19.21
2023-12-28,19.41,19.36,19.36
