Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,47.03,46.73,46.64
2023-11-30,45.55,45.35,45.25
2023-12-01,46.66,46.66,46.3
2023-12-04,46.3,46.14,45.91
2023-12-05,46.4,46.16,45.95
2023-12-06,47.26,47.12,46.95
2023-12-07,47.5,47.46,47.26
2023-12-08,47.45,47.26,47.21
2023-12-11,47.67,47.66,47.44
2023-12-12,47.55,47.48,47.34
2023-12-13,49.53,47.96,47.89
2023-12-14,50.31,49.14,49.1
2023-12-15,49.2,48.98,48.55
2023-12-18,48.54,48.44,48.16
2023-12-19,48.3,48.01,47.99
2023-12-20,48.25,48.1,47.61
2023-12-21,47.37,46.75,46.55
2023-12-22,47.43,46.82,46.78
2023-12-26,47.21,47.05,47.01
2023-12-27,46.72,46.44,46.36
2023-12-28,47.16,47.09,46.96
