Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,31.8,31.68,31.55
2023-11-30,31.77,31.7,31.56
2023-12-01,32.73,32.71,32.42
2023-12-04,33.03,33.01,32.9
2023-12-05,32.53,32.41,32.24
2023-12-06,32.73,32.51,32.48
2023-12-07,33.19,33.14,32.96
2023-12-08,33.65,33.53,33.28
2023-12-11,33.91,33.82,33.78
2023-12-12,33.71,33.55,33.5
2023-12-13,34.6,34.5,33.52
2023-12-14,36.79,36.51,36.18
2023-12-15,36.47,36.17,36.12
2023-12-18,35.93,35.87,35.75
2023-12-19,36.89,36.89,36.53
2023-12-20,37.07,36.57,36.57
2023-12-21,37.55,37.55,37.27
2023-12-22,37.27,37.03,37.0
2023-12-26,37.55,37.41,37.3
2023-12-27,37.74,37.39,37.39
2023-12-28,37.17,37.07,37.07
