Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,32.81,32.48,32.34
2023-11-30,32.55,32.39,32.14
2023-12-01,33.42,33.42,32.82
2023-12-04,33.09,32.85,32.8
2023-12-05,32.71,32.32,32.28
2023-12-06,32.91,32.85,32.48
2023-12-07,32.53,32.25,32.2
2023-12-08,32.35,32.1,32.07
2023-12-11,32.39,32.27,32.19
2023-12-12,32.21,32.01,31.9
2023-12-13,33.64,33.44,32.91
2023-12-14,34.62,34.55,34.25
2023-12-15,34.39,34.13,33.94
2023-12-18,34.26,34.01,33.91
2023-12-19,34.89,34.67,34.6
2023-12-20,35.19,34.16,34.16
2023-12-21,35.16,35.16,34.53
2023-12-22,35.28,35.1,34.91
2023-12-26,35.47,35.47,35.04
2023-12-27,35.85,35.84,35.6
2023-12-28,36.81,36.75,36.39
