Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,36.44,36.42,36.35
2023-11-30,36.16,36.07,36.01
2023-12-01,36.64,36.55,36.46
2023-12-04,36.98,36.91,36.67
2023-12-05,35.96,35.8,35.75
2023-12-06,35.96,35.94,35.69
2023-12-07,36.53,36.53,36.16
2023-12-08,36.23,36.12,36.12
2023-12-11,36.48,36.41,36.25
2023-12-12,36.68,36.17,35.96
2023-12-13,37.64,37.57,36.87
2023-12-14,39.03,38.96,38.56
2023-12-15,39.16,38.8,38.67
2023-12-18,38.53,38.41,38.32
2023-12-19,38.69,38.69,38.46
2023-12-20,38.71,38.59,38.56
2023-12-21,38.89,38.89,38.43
2023-12-22,38.57,38.39,38.3
2023-12-26,38.67,38.6,38.52
2023-12-27,38.69,38.67,38.55
2023-12-28,38.87,38.8,38.75
