Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,37.79,37.73,37.68
2023-11-30,38.38,38.35,38.14
2023-12-01,38.57,38.57,38.44
2023-12-04,38.24,38.14,38.05
2023-12-05,38.54,38.48,38.32
2023-12-06,38.63,38.5,38.16
2023-12-07,38.71,38.66,38.6
2023-12-08,38.5,38.25,38.18
2023-12-11,37.67,37.59,37.55
2023-12-12,37.37,37.3,37.18
2023-12-13,37.12,37.01,36.64
2023-12-14,37.94,37.89,37.75
2023-12-15,37.82,37.71,37.35
2023-12-18,37.71,37.66,37.3
2023-12-19,37.62,37.57,37.55
2023-12-20,37.71,37.66,37.46
2023-12-21,37.42,37.35,37.23
2023-12-22,37.67,37.48,37.44
2023-12-26,37.61,37.48,37.42
2023-12-27,37.42,37.32,37.32
2023-12-28,37.56,37.5,37.44
