Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,37.19,36.98,36.83
2023-11-30,37.05,36.99,36.86
2023-12-01,37.37,37.37,36.92
2023-12-04,37.26,37.19,37.0
2023-12-05,37.11,37.05,36.94
2023-12-06,37.46,37.46,37.17
2023-12-07,37.32,37.3,37.14
2023-12-08,37.26,37.08,36.9
2023-12-11,37.39,37.25,37.23
2023-12-12,37.16,36.98,36.89
2023-12-13,38.55,38.51,37.67
2023-12-14,38.28,37.87,37.82
2023-12-15,37.41,37.41,37.0
2023-12-18,37.0,36.87,36.82
2023-12-19,37.0,36.94,36.9
2023-12-20,36.69,36.19,36.19
2023-12-21,36.37,36.34,36.13
2023-12-22,36.57,36.25,36.23
2023-12-26,36.51,36.39,36.37
2023-12-27,36.27,36.19,36.15
2023-12-28,36.66,36.59,36.57
