Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,17.19,17.14,16.93
2023-11-30,16.73,16.71,16.64
2023-12-01,18.1,18.1,17.77
2023-12-04,18.87,18.8,18.37
2023-12-05,18.16,18.13,18.06
2023-12-06,18.64,18.22,18.16
2023-12-07,18.32,18.21,17.85
2023-12-08,18.25,18.14,18.08
2023-12-11,18.28,18.23,18.16
2023-12-12,18.0,17.78,17.74
2023-12-13,18.86,18.81,17.74
2023-12-14,20.49,19.96,19.88
2023-12-15,20.22,19.89,19.85
2023-12-18,18.46,18.23,18.15
2023-12-19,18.9,18.73,18.65
2023-12-20,18.54,17.96,17.96
2023-12-21,19.22,19.22,18.8
2023-12-22,18.69,18.31,18.31
2023-12-26,18.87,18.72,18.56
2023-12-27,18.84,18.83,18.68
2023-12-28,19.06,19.06,18.93
