Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,20.23,20.23,20.07
2023-11-30,20.44,20.44,20.25
2023-12-01,20.79,20.71,20.62
2023-12-04,20.82,20.73,20.63
2023-12-05,20.49,20.3,20.19
2023-12-06,20.07,20.07,19.43
2023-12-07,21.34,20.8,20.58
2023-12-08,20.99,20.79,20.73
2023-12-11,20.56,20.49,20.33
2023-12-12,20.8,20.77,20.39
2023-12-13,21.05,20.72,20.68
2023-12-14,21.12,21.06,21.02
2023-12-15,21.03,20.99,20.88
2023-12-18,21.04,21.0,20.9
2023-12-19,22.2,21.78,21.47
2023-12-20,21.22,21.06,20.95
2023-12-21,21.22,21.13,21.11
2023-12-22,21.37,21.36,21.31
2023-12-26,21.36,21.3,21.25
2023-12-27,21.55,21.55,21.41
2023-12-28,21.54,21.47,21.44
