Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,29.72,29.65,29.58
2023-11-30,29.95,29.88,29.77
2023-12-01,30.52,30.52,30.23
2023-12-04,30.56,30.56,30.33
2023-12-05,30.45,30.38,30.35
2023-12-06,30.77,30.61,30.3
2023-12-07,30.52,30.38,30.21
2023-12-08,30.54,30.46,30.42
2023-12-11,30.76,30.71,30.38
2023-12-12,30.91,30.73,30.58
2023-12-13,31.62,31.55,30.81
2023-12-14,32.01,31.96,31.62
2023-12-15,31.83,31.83,31.35
2023-12-18,31.42,31.31,31.23
2023-12-19,31.86,31.81,31.57
2023-12-20,31.66,31.56,31.32
2023-12-21,31.5,31.44,31.25
2023-12-22,31.52,31.33,31.18
2023-12-26,31.71,31.66,31.48
2023-12-27,31.83,31.83,31.7
2023-12-28,32.08,32.03,31.95
