Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,31.91,31.72,31.65
2023-11-30,32.32,32.26,31.98
2023-12-01,33.41,33.41,32.96
2023-12-04,33.7,33.66,33.59
2023-12-05,33.34,33.3,33.23
2023-12-06,33.56,33.5,33.38
2023-12-07,33.6,33.5,33.44
2023-12-08,33.21,33.01,32.95
2023-12-11,33.26,33.21,33.19
2023-12-12,33.25,33.25,33.17
2023-12-13,33.28,33.25,33.07
2023-12-14,34.02,33.85,33.71
2023-12-15,33.9,33.64,33.62
2023-12-18,34.5,34.41,34.37
2023-12-19,34.6,34.6,34.4
2023-12-20,34.75,34.37,34.37
2023-12-21,34.49,34.46,34.35
2023-12-22,34.71,34.66,34.6
2023-12-26,35.07,34.96,34.94
2023-12-27,34.79,34.73,34.66
2023-12-28,34.75,34.73,34.66
