Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,17.55,17.46,17.43
2023-11-30,17.47,17.47,17.37
2023-12-01,17.77,17.72,17.68
2023-12-04,18.12,18.12,17.9
2023-12-05,17.73,17.68,17.61
2023-12-06,17.72,17.6,17.59
2023-12-07,17.8,17.8,17.72
2023-12-08,18.0,17.98,17.87
2023-12-11,18.38,18.38,18.25
2023-12-12,18.72,18.62,18.61
2023-12-13,18.89,18.8,18.5
2023-12-14,19.77,19.46,19.46
2023-12-15,19.35,19.28,19.11
2023-12-18,19.27,19.2,19.18
2023-12-19,19.43,19.3,19.29
2023-12-20,19.21,19.15,19.06
2023-12-21,19.58,19.54,19.51
2023-12-22,19.85,19.81,19.78
2023-12-26,20.14,20.13,19.96
2023-12-27,20.14,20.1,20.07
2023-12-28,19.68,19.63,19.61
