Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,50.53,50.23,50.1
2023-11-30,50.19,49.98,49.78
2023-12-01,50.32,50.14,50.03
2023-12-04,49.19,49.12,48.87
2023-12-05,49.12,48.82,48.66
2023-12-06,48.28,47.73,47.3
2023-12-07,47.75,47.66,47.6
2023-12-08,47.48,47.37,47.28
2023-12-11,49.15,49.03,48.83
2023-12-12,49.46,49.37,48.98
2023-12-13,49.99,49.87,49.55
2023-12-14,49.34,49.17,49.0
2023-12-15,49.19,49.04,48.95
2023-12-18,48.78,48.73,48.56
2023-12-19,48.9,48.57,48.55
2023-12-20,48.78,47.91,47.91
2023-12-21,48.5,48.39,48.23
2023-12-22,48.82,48.8,48.66
2023-12-26,49.06,49.0,48.75
2023-12-27,48.92,48.89,48.82
2023-12-28,48.95,48.92,48.76
