Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,37.51,37.16,37.08
2023-11-30,37.44,37.3,37.19
2023-12-01,39.44,39.25,38.95
2023-12-04,37.91,37.62,37.57
2023-12-05,36.86,36.55,36.55
2023-12-06,36.61,36.26,36.21
2023-12-07,36.8,36.37,36.22
2023-12-08,38.28,38.14,38.05
2023-12-11,38.0,37.89,37.7
2023-12-12,37.53,37.44,37.28
2023-12-13,39.19,39.19,37.43
2023-12-14,42.28,41.98,41.43
2023-12-15,41.62,41.4,41.28
2023-12-18,41.84,41.62,41.35
2023-12-19,42.46,42.17,42.07
2023-12-20,42.19,41.35,41.35
2023-12-21,42.17,42.05,41.87
2023-12-22,42.62,42.39,42.39
2023-12-26,43.03,43.0,42.84
2023-12-27,43.34,43.21,43.09
2023-12-28,43.13,43.03,42.93
