Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,20.44,20.13,20.05
2023-11-30,19.91,19.87,19.76
2023-12-01,20.8,20.8,20.32
2023-12-04,20.92,20.75,20.68
2023-12-05,20.64,20.52,20.47
2023-12-06,21.41,21.38,20.49
2023-12-07,23.01,22.91,21.73
2023-12-08,23.21,23.03,22.82
2023-12-11,23.63,23.27,22.98
2023-12-12,23.53,23.43,22.91
2023-12-13,24.64,24.63,23.27
2023-12-14,25.56,25.44,25.13
2023-12-15,25.53,25.41,25.2
2023-12-18,25.28,24.97,24.93
2023-12-19,26.06,26.04,25.49
2023-12-20,25.98,25.47,25.39
2023-12-21,26.07,26.07,25.8
2023-12-22,26.5,26.23,26.22
2023-12-26,26.71,26.61,26.54
2023-12-27,26.65,26.63,26.57
2023-12-28,27.0,26.63,26.53
