Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,12.5,12.44,12.24
2023-11-30,12.57,12.4,12.4
2023-12-01,13.28,13.23,12.85
2023-12-04,13.45,13.44,13.25
2023-12-05,13.02,12.94,12.84
2023-12-06,13.31,12.98,12.97
2023-12-07,13.23,13.11,13.1
2023-12-08,13.34,13.28,13.21
2023-12-11,13.27,13.25,13.21
2023-12-12,13.04,13.02,13.0
2023-12-13,13.99,13.97,13.32
2023-12-14,14.73,14.65,14.41
2023-12-15,14.43,14.4,14.3
2023-12-18,14.22,14.16,14.11
2023-12-19,14.37,14.35,14.29
2023-12-20,14.43,14.08,14.08
2023-12-21,14.32,14.28,14.22
2023-12-22,14.36,14.28,14.26
2023-12-26,14.5,14.48,14.41
2023-12-27,14.5,14.48,14.41
2023-12-28,14.53,14.53,14.49
