Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,26.22,26.04,25.99
2023-11-30,26.15,26.11,26.1
2023-12-01,26.49,26.49,26.35
2023-12-04,26.5,26.36,26.31
2023-12-05,26.27,26.03,25.98
2023-12-06,26.38,26.3,26.16
2023-12-07,26.14,26.08,26.08
2023-12-08,26.07,26.07,25.93
2023-12-11,26.35,26.35,26.28
2023-12-12,26.22,26.18,26.13
2023-12-13,27.28,27.28,26.48
2023-12-14,27.41,27.14,27.04
2023-12-15,26.83,26.71,26.65
2023-12-18,26.89,26.83,26.78
2023-12-19,26.9,26.88,26.85
2023-12-20,26.75,26.41,26.41
2023-12-21,26.64,26.39,26.33
2023-12-22,26.91,26.82,26.61
2023-12-26,27.11,27.03,27.02
2023-12-27,27.06,27.05,26.99
2023-12-28,27.19,27.15,27.1
