Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,14.44,14.41,14.14
2023-11-30,14.4,14.38,14.31
2023-12-01,15.67,14.75,14.47
2023-12-04,16.0,15.97,15.77
2023-12-05,15.7,15.48,15.44
2023-12-06,15.65,15.53,15.26
2023-12-07,15.11,15.03,14.99
2023-12-08,17.11,16.45,16.06
2023-12-11,17.26,17.05,16.25
2023-12-12,15.6,15.28,15.24
2023-12-13,15.86,15.68,14.94
2023-12-14,16.75,16.69,16.52
2023-12-15,16.39,16.28,16.19
2023-12-18,15.81,15.51,15.49
2023-12-19,15.9,15.81,15.77
2023-12-20,16.19,15.7,15.53
2023-12-21,15.32,15.07,15.02
2023-12-22,15.08,15.0,14.98
2023-12-26,15.06,15.0,14.96
2023-12-27,14.95,14.82,14.73
2023-12-28,15.37,15.19,15.08
