Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,24.64,24.6,24.56
2023-11-30,24.92,24.79,24.75
2023-12-01,25.63,25.63,25.28
2023-12-04,25.69,25.66,25.58
2023-12-05,25.39,25.31,25.21
2023-12-06,25.66,25.47,25.45
2023-12-07,25.72,25.68,25.64
2023-12-08,25.68,25.59,25.55
2023-12-11,25.55,25.49,25.44
2023-12-12,26.56,26.55,26.29
2023-12-13,27.86,27.63,26.65
2023-12-14,29.44,29.3,28.77
2023-12-15,29.58,29.38,29.31
2023-12-18,29.32,29.21,29.18
2023-12-19,29.75,29.71,29.58
2023-12-20,29.82,29.21,29.21
2023-12-21,29.56,29.46,29.37
2023-12-22,29.85,29.8,29.71
2023-12-26,30.08,30.08,29.75
2023-12-27,30.22,30.19,29.98
2023-12-28,30.06,30.05,30.03
