Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,41.36,40.94,40.85
2023-11-30,41.0,41.0,40.46
2023-12-01,41.87,41.75,41.53
2023-12-04,41.62,41.62,41.44
2023-12-05,41.59,41.48,41.41
2023-12-06,41.94,41.48,41.46
2023-12-07,41.62,41.48,41.34
2023-12-08,41.6,41.3,41.28
2023-12-11,41.89,41.75,40.8
2023-12-12,41.12,41.0,40.93
2023-12-13,41.68,40.91,40.78
2023-12-14,42.71,42.69,42.28
2023-12-15,42.26,41.76,41.71
2023-12-18,42.77,42.5,42.39
2023-12-19,43.84,43.66,42.75
2023-12-20,43.57,42.98,42.91
2023-12-21,43.74,43.74,43.26
2023-12-22,43.96,43.85,43.84
2023-12-26,43.53,43.5,43.37
2023-12-27,43.41,43.4,43.23
2023-12-28,43.59,43.49,43.36
