Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,41.96,41.63,41.6
2023-11-30,41.91,41.91,41.67
2023-12-01,42.43,42.21,42.17
2023-12-04,43.14,43.04,42.53
2023-12-05,41.66,41.32,41.12
2023-12-06,42.01,41.78,41.74
2023-12-07,42.51,42.16,41.87
2023-12-08,42.13,42.0,41.95
2023-12-11,42.84,42.75,42.64
2023-12-12,42.71,42.66,42.5
2023-12-13,43.69,43.69,42.89
2023-12-14,44.94,44.69,44.62
2023-12-15,44.46,44.41,44.25
2023-12-18,44.8,44.69,44.6
2023-12-19,44.81,44.71,44.69
2023-12-20,44.78,44.23,44.23
2023-12-21,43.95,43.5,43.44
2023-12-22,44.26,44.0,43.84
2023-12-26,43.98,43.94,43.76
2023-12-27,44.03,43.94,43.88
2023-12-28,44.21,44.14,44.14
