Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,30.08,30.08,30.0
2023-11-30,30.44,30.44,30.27
2023-12-01,29.04,28.46,28.43
2023-12-04,29.61,29.45,29.31
2023-12-05,29.52,29.52,29.17
2023-12-06,29.16,28.81,28.73
2023-12-07,28.77,28.63,28.55
2023-12-08,28.83,28.78,28.71
2023-12-11,28.57,28.52,28.52
2023-12-12,28.69,28.64,28.55
2023-12-13,26.37,26.04,25.81
2023-12-14,26.46,26.13,26.04
2023-12-15,26.74,26.26,26.21
2023-12-18,27.29,27.04,26.95
2023-12-19,28.22,28.15,27.78
2023-12-20,27.96,27.73,27.63
2023-12-21,28.29,28.13,28.07
2023-12-22,28.55,28.4,28.35
2023-12-26,28.44,28.37,28.35
2023-12-27,28.68,28.63,28.54
2023-12-28,28.84,28.81,28.78
