Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,17.22,17.18,16.99
2023-11-30,17.19,17.18,17.06
2023-12-01,17.42,17.24,17.16
2023-12-04,17.48,17.28,17.27
2023-12-05,17.25,17.21,17.12
2023-12-06,17.25,17.21,17.17
2023-12-07,17.37,17.32,17.26
2023-12-08,17.48,17.32,17.22
2023-12-11,17.67,17.63,17.6
2023-12-12,17.76,17.73,17.65
2023-12-13,18.21,18.21,17.89
2023-12-14,18.27,18.27,17.91
2023-12-15,17.78,17.72,17.63
2023-12-18,17.41,17.36,17.31
2023-12-19,17.64,17.63,17.53
2023-12-20,17.68,17.6,17.42
2023-12-21,17.44,17.38,17.33
2023-12-22,17.59,17.55,17.52
2023-12-26,17.99,17.96,17.88
2023-12-27,17.9,17.88,17.86
2023-12-28,18.1,18.08,17.99
