Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,28.27,28.22,28.14
2023-11-30,28.5,28.5,28.29
2023-12-01,28.88,28.83,28.75
2023-12-04,28.86,28.86,28.64
2023-12-05,28.51,28.46,28.36
2023-12-06,28.92,28.8,28.79
2023-12-07,29.12,29.02,28.96
2023-12-08,29.2,29.13,29.05
2023-12-11,29.53,29.46,29.37
2023-12-12,29.43,29.41,29.37
2023-12-13,29.76,29.64,29.27
2023-12-14,30.79,30.58,30.52
2023-12-15,30.66,30.46,30.39
2023-12-18,30.37,30.11,30.11
2023-12-19,30.4,30.36,30.27
2023-12-20,30.4,30.37,29.89
2023-12-21,30.13,29.99,29.89
2023-12-22,30.49,30.38,30.28
2023-12-26,30.55,30.46,30.38
2023-12-27,30.53,30.47,30.44
2023-12-28,30.63,30.63,30.57
