Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,40.05,39.76,39.76
2023-11-30,40.19,40.19,39.92
2023-12-01,40.6,40.6,40.41
2023-12-04,41.19,41.01,40.94
2023-12-05,40.59,40.39,40.21
2023-12-06,43.5,43.28,42.96
2023-12-07,43.91,43.45,43.32
2023-12-08,43.07,42.91,42.75
2023-12-11,43.66,43.3,43.16
2023-12-12,44.5,44.39,44.28
2023-12-13,45.56,45.34,45.0
2023-12-14,44.85,44.39,44.39
2023-12-15,44.37,44.19,43.95
2023-12-18,43.81,43.77,43.61
2023-12-19,43.71,43.69,43.53
2023-12-20,42.93,42.6,42.6
2023-12-21,42.79,42.78,42.49
2023-12-22,43.18,43.0,42.98
2023-12-26,43.03,42.99,42.91
2023-12-27,42.91,42.85,42.82
2023-12-28,43.03,43.0,42.87
