Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,21.82,21.78,21.67
2023-11-30,22.25,22.07,21.9
2023-12-01,22.38,22.32,22.11
2023-12-04,22.66,22.5,22.44
2023-12-05,22.28,22.25,22.15
2023-12-06,22.4,22.13,22.13
2023-12-07,22.3,22.27,22.2
2023-12-08,22.21,22.14,22.06
2023-12-11,22.32,22.22,22.2
2023-12-12,22.39,22.37,22.28
2023-12-13,22.71,22.53,22.23
2023-12-14,22.97,22.97,22.73
2023-12-15,23.16,23.06,23.03
2023-12-18,23.33,23.18,23.16
2023-12-19,23.28,23.24,23.23
2023-12-20,23.2,22.78,22.78
2023-12-21,23.23,23.19,22.97
2023-12-22,23.15,23.14,23.05
2023-12-26,23.27,23.21,23.18
2023-12-27,23.09,23.0,22.99
2023-12-28,23.0,22.99,22.96
