Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,33.31,33.16,33.1
2023-11-30,33.5,33.37,33.25
2023-12-01,34.28,34.09,33.94
2023-12-04,33.82,33.5,33.45
2023-12-05,31.99,31.71,31.59
2023-12-06,32.98,32.78,32.7
2023-12-07,34.32,34.25,33.96
2023-12-08,34.16,34.03,33.89
2023-12-11,33.74,33.66,33.35
2023-12-12,33.19,33.05,32.69
2023-12-13,34.73,33.19,33.07
2023-12-14,36.75,36.23,36.19
2023-12-15,35.67,35.67,35.23
2023-12-18,36.26,35.98,35.94
2023-12-19,36.6,36.55,36.39
2023-12-20,36.17,36.16,35.67
2023-12-21,36.66,36.59,36.01
2023-12-22,36.78,36.57,36.53
2023-12-26,36.94,36.82,36.69
2023-12-27,36.55,36.34,36.34
2023-12-28,37.08,36.96,36.92
