Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,22.4,22.35,22.24
2023-11-30,22.04,22.03,21.92
2023-12-01,22.19,22.14,22.08
2023-12-04,22.22,22.05,22.04
2023-12-05,21.78,21.78,21.67
2023-12-06,21.94,21.79,21.77
2023-12-07,21.95,21.93,21.88
2023-12-08,21.96,21.94,21.8
2023-12-11,22.14,22.08,22.08
2023-12-12,22.1,21.98,21.93
2023-12-13,22.71,22.71,22.22
2023-12-14,23.34,23.31,23.23
2023-12-15,23.4,23.19,23.13
2023-12-18,23.43,23.36,23.35
2023-12-19,23.79,23.74,23.62
2023-12-20,23.82,23.42,23.38
2023-12-21,23.72,23.71,23.55
2023-12-22,23.82,23.81,23.78
2023-12-26,24.16,24.14,23.95
2023-12-27,24.44,24.41,24.31
2023-12-28,24.68,24.65,24.55
