Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,39.76,39.76,39.41
2023-11-30,40.66,39.98,39.73
2023-12-01,40.28,40.14,40.05
2023-12-04,39.1,38.94,38.93
2023-12-05,38.78,38.35,38.35
2023-12-06,37.34,36.91,36.86
2023-12-07,36.97,36.51,36.14
2023-12-08,37.14,37.12,36.6
2023-12-11,37.16,36.85,36.8
2023-12-12,36.17,36.0,35.87
2023-12-13,37.28,37.28,36.5
2023-12-14,38.82,38.82,37.96
2023-12-15,38.71,38.64,38.35
2023-12-18,39.5,39.03,38.93
2023-12-19,38.85,38.84,38.12
2023-12-20,38.53,38.0,37.94
2023-12-21,39.03,39.03,38.52
2023-12-22,39.17,38.98,38.98
2023-12-26,39.37,39.1,39.1
2023-12-27,39.34,39.19,39.03
2023-12-28,39.48,39.03,39.03
