Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,44.12,44.03,43.93
2023-11-30,44.75,44.57,44.39
2023-12-01,45.15,45.03,44.69
2023-12-04,45.21,45.16,44.87
2023-12-05,44.64,44.51,44.44
2023-12-06,45.23,44.91,44.74
2023-12-07,45.44,45.41,45.03
2023-12-08,46.3,46.1,45.82
2023-12-11,46.14,46.0,45.8
2023-12-12,46.5,46.48,45.96
2023-12-13,47.75,47.75,46.6
2023-12-14,50.51,50.51,49.59
2023-12-15,50.6,50.51,50.12
2023-12-18,50.44,50.25,49.7
2023-12-19,50.32,50.1,49.71
2023-12-20,50.32,49.48,49.34
2023-12-21,49.78,49.46,49.26
2023-12-22,49.6,49.18,49.1
2023-12-26,49.65,49.64,49.49
2023-12-27,49.34,49.28,49.18
2023-12-28,49.6,49.5,49.5
