Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,29.65,29.57,29.41
2023-11-30,29.62,29.55,29.46
2023-12-01,30.2,29.81,29.77
2023-12-04,30.21,30.06,29.99
2023-12-05,29.91,29.48,29.16
2023-12-06,29.39,29.19,29.19
2023-12-07,29.33,29.33,29.21
2023-12-08,30.14,29.95,29.9
2023-12-11,29.88,29.71,29.65
2023-12-12,29.43,29.11,29.02
2023-12-13,29.58,29.56,28.88
2023-12-14,30.19,30.07,29.85
2023-12-15,29.81,29.8,29.71
2023-12-18,29.66,29.65,29.56
2023-12-19,29.97,29.95,29.8
2023-12-20,29.88,29.59,29.41
2023-12-21,29.99,29.97,29.61
2023-12-22,29.93,29.83,29.62
2023-12-26,29.9,29.88,29.56
2023-12-27,29.88,29.71,29.7
2023-12-28,29.78,29.72,29.66
