Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,17.1,16.9,16.86
2023-11-30,16.83,16.77,16.69
2023-12-01,17.3,17.3,17.1
2023-12-04,17.48,17.41,17.37
2023-12-05,17.13,17.06,16.99
2023-12-06,17.32,17.13,17.08
2023-12-07,17.29,17.13,17.06
2023-12-08,17.12,17.08,16.84
2023-12-11,16.99,16.96,16.9
2023-12-12,16.66,16.63,16.6
2023-12-13,17.03,16.96,16.6
2023-12-14,17.25,17.13,17.11
2023-12-15,17.28,17.28,16.78
2023-12-18,16.68,16.55,16.55
2023-12-19,17.04,16.58,16.58
2023-12-20,17.5,17.3,16.94
2023-12-21,17.82,17.81,17.7
2023-12-22,18.04,17.96,17.96
2023-12-26,18.46,18.37,18.22
2023-12-27,18.37,18.36,18.33
2023-12-28,18.58,18.54,18.48
