Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,29.16,29.06,29.0
2023-11-30,29.35,29.35,29.16
2023-12-01,29.57,29.49,29.1
2023-12-04,29.25,29.05,28.97
2023-12-05,28.93,28.93,28.87
2023-12-06,28.61,28.5,28.47
2023-12-07,29.52,29.41,29.31
2023-12-08,29.52,29.46,29.39
2023-12-11,30.52,30.37,30.3
2023-12-12,30.34,30.23,30.19
2023-12-13,30.32,30.15,29.98
2023-12-14,31.05,30.96,30.94
2023-12-15,30.83,30.72,30.55
2023-12-18,30.45,30.29,30.29
2023-12-19,30.39,30.37,30.29
2023-12-20,30.28,29.93,29.8
2023-12-21,30.21,30.13,30.06
2023-12-22,30.35,30.18,30.11
2023-12-26,30.48,30.41,30.37
2023-12-27,30.34,30.24,30.23
2023-12-28,30.19,30.19,30.07
