Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,30.41,30.32,29.97
2023-11-30,30.55,30.48,30.38
2023-12-01,31.05,30.96,30.75
2023-12-04,30.89,30.82,30.78
2023-12-05,30.64,30.57,30.54
2023-12-06,31.3,30.92,30.47
2023-12-07,30.85,30.78,30.7
2023-12-08,31.06,31.02,30.93
2023-12-11,30.93,30.86,30.82
2023-12-12,30.81,30.77,30.71
2023-12-13,32.09,32.0,30.92
2023-12-14,34.05,33.94,33.45
2023-12-15,33.96,33.87,33.54
2023-12-18,33.77,33.55,33.5
2023-12-19,33.52,33.08,33.06
2023-12-20,33.57,33.41,32.98
2023-12-21,33.37,33.37,33.05
2023-12-22,33.5,33.44,33.3
2023-12-26,33.96,33.89,33.73
2023-12-27,33.85,33.85,33.73
2023-12-28,33.92,33.91,33.88
