Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,27.78,27.68,27.6
2023-11-30,27.66,27.66,27.56
2023-12-01,28.27,28.27,27.71
2023-12-04,28.19,28.05,28.04
2023-12-05,27.88,27.46,27.27
2023-12-06,27.41,27.37,27.22
2023-12-07,27.33,27.25,27.21
2023-12-08,28.08,28.0,27.79
2023-12-11,27.87,27.63,27.63
2023-12-12,27.38,27.13,27.1
2023-12-13,27.33,26.91,26.83
2023-12-14,28.18,28.04,27.88
2023-12-15,27.77,27.71,27.65
2023-12-18,27.73,27.63,27.52
2023-12-19,27.87,27.71,27.68
2023-12-20,27.86,27.59,27.44
2023-12-21,27.94,27.91,27.55
2023-12-22,27.93,27.8,27.62
2023-12-26,27.88,27.8,27.6
2023-12-27,27.83,27.79,27.68
2023-12-28,27.8,27.71,27.71
