Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,25.41,25.3,25.24
2023-11-30,25.69,25.4,25.18
2023-12-01,25.82,25.56,25.42
2023-12-04,25.15,25.06,25.05
2023-12-05,24.77,24.4,24.4
2023-12-06,23.88,23.55,23.55
2023-12-07,23.76,23.66,23.64
2023-12-08,24.06,23.97,23.94
2023-12-11,24.16,24.1,24.04
2023-12-12,23.5,23.35,23.2
2023-12-13,23.82,23.48,23.4
2023-12-14,24.58,24.45,24.39
2023-12-15,24.37,24.35,24.21
2023-12-18,25.07,25.03,24.64
2023-12-19,24.89,24.83,24.61
2023-12-20,25.05,24.94,24.68
2023-12-21,24.69,24.69,24.57
2023-12-22,24.83,24.64,24.64
2023-12-26,25.29,25.2,25.1
2023-12-27,24.98,24.86,24.81
2023-12-28,24.63,24.55,24.39
