Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,35.94,35.8,35.21
2023-11-30,36.97,36.97,36.73
2023-12-01,37.45,36.82,36.74
2023-12-04,37.37,37.37,37.12
2023-12-05,36.66,36.46,36.45
2023-12-06,36.8,36.55,36.44
2023-12-07,36.83,36.82,36.69
2023-12-08,36.94,36.85,36.78
2023-12-11,36.9,36.89,36.6
2023-12-12,36.18,36.14,36.01
2023-12-13,37.07,36.91,35.94
2023-12-14,37.92,37.67,37.53
2023-12-15,37.85,37.71,37.41
2023-12-18,37.62,37.5,37.05
2023-12-19,37.23,37.12,36.98
2023-12-20,36.87,36.6,36.6
2023-12-21,36.78,36.57,36.48
2023-12-22,36.69,36.66,36.6
2023-12-26,36.59,36.55,36.48
2023-12-27,36.55,36.44,36.32
2023-12-28,36.28,36.23,36.19
