Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,39.84,39.28,39.21
2023-11-30,39.64,39.39,39.29
2023-12-01,40.21,40.0,39.76
2023-12-04,40.74,40.53,40.35
2023-12-05,39.87,39.53,39.39
2023-12-06,41.39,40.89,40.78
2023-12-07,41.6,41.26,41.17
2023-12-08,41.34,40.98,40.82
2023-12-11,40.91,40.57,40.46
2023-12-12,41.15,41.1,40.84
2023-12-13,41.28,40.19,39.83
2023-12-14,43.57,43.39,42.88
2023-12-15,43.72,43.72,43.47
2023-12-18,42.5,42.46,42.25
2023-12-19,42.57,42.42,42.35
2023-12-20,42.39,41.19,41.19
2023-12-21,42.41,42.1,41.99
2023-12-22,42.64,42.57,42.39
2023-12-26,42.18,42.1,42.0
2023-12-27,41.82,41.75,41.55
2023-12-28,41.89,41.8,41.73
