Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,41.91,41.82,41.8
2023-11-30,41.97,41.91,41.84
2023-12-01,42.6,42.6,42.37
2023-12-04,42.82,42.5,42.44
2023-12-05,42.66,42.57,42.32
2023-12-06,41.44,41.23,41.04
2023-12-07,41.44,41.3,41.28
2023-12-08,41.39,41.29,41.26
2023-12-11,41.48,41.39,41.33
2023-12-12,41.48,41.39,41.38
2023-12-13,42.03,42.03,41.25
2023-12-14,42.68,42.1,42.1
2023-12-15,42.03,41.98,41.8
2023-12-18,42.32,42.28,42.2
2023-12-19,42.35,42.31,42.25
2023-12-20,41.09,41.09,40.59
2023-12-21,40.53,40.24,40.19
2023-12-22,40.53,40.37,40.28
2023-12-26,40.44,40.37,40.28
2023-12-27,40.3,40.23,40.16
2023-12-28,40.21,40.19,40.16
