Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,43.87,43.64,43.59
2023-11-30,44.62,44.25,43.16
2023-12-01,44.62,44.62,44.15
2023-12-04,44.89,44.67,44.51
2023-12-05,44.58,44.51,44.44
2023-12-06,44.57,44.53,44.36
2023-12-07,44.89,44.8,44.59
2023-12-08,44.69,44.62,44.57
2023-12-11,45.12,45.1,44.76
2023-12-12,44.46,44.25,44.13
2023-12-13,44.73,44.73,44.26
2023-12-14,44.12,43.6,43.58
2023-12-15,44.19,44.16,43.73
2023-12-18,45.55,45.55,45.03
2023-12-19,45.27,45.07,44.89
2023-12-20,45.26,45.0,44.95
2023-12-21,45.3,45.03,44.82
2023-12-22,45.26,45.19,45.1
2023-12-26,45.32,45.23,45.14
2023-12-27,45.26,45.21,45.15
2023-12-28,45.19,45.19,45.14
