Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,36.53,36.45,36.39
2023-11-30,36.91,36.78,36.73
2023-12-01,37.41,37.28,37.19
2023-12-04,37.07,37.0,36.91
2023-12-05,36.42,36.26,36.21
2023-12-06,36.03,35.87,35.8
2023-12-07,35.15,34.94,34.73
2023-12-08,35.64,35.53,35.39
2023-12-11,34.95,34.89,34.75
2023-12-12,34.45,34.41,34.3
2023-12-13,34.66,34.6,34.13
2023-12-14,34.84,34.66,34.65
2023-12-15,34.47,34.43,34.27
2023-12-18,35.06,35.0,34.7
2023-12-19,35.12,35.08,35.0
2023-12-20,35.07,34.69,34.67
2023-12-21,34.84,34.71,34.57
2023-12-22,35.25,35.16,35.12
2023-12-26,35.25,35.21,35.16
2023-12-27,35.12,35.03,34.91
2023-12-28,34.94,34.94,34.89
