Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,31.86,31.56,31.45
2023-11-30,32.21,31.86,31.75
2023-12-01,32.57,32.37,32.09
2023-12-04,33.41,33.21,33.06
2023-12-05,33.16,32.69,32.69
2023-12-06,33.44,33.28,32.87
2023-12-07,33.55,33.5,33.28
2023-12-08,34.02,33.75,33.64
2023-12-11,33.85,33.59,33.51
2023-12-12,33.75,33.44,33.41
2023-12-13,34.03,34.0,33.32
2023-12-14,36.27,36.25,35.66
2023-12-15,35.87,35.76,35.67
2023-12-18,35.8,35.48,35.44
2023-12-19,35.94,35.89,35.8
2023-12-20,36.21,35.55,35.48
2023-12-21,36.31,36.25,36.06
2023-12-22,36.21,36.03,35.89
2023-12-26,36.39,36.3,36.25
2023-12-27,36.07,36.03,35.76
2023-12-28,36.19,36.14,35.99
