Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,27.38,27.25,27.0
2023-11-30,27.36,27.24,27.05
2023-12-01,28.55,28.52,27.95
2023-12-04,28.75,28.65,28.5
2023-12-05,29.24,29.12,28.98
2023-12-06,29.81,28.75,28.75
2023-12-07,29.29,29.18,29.02
2023-12-08,29.72,29.63,29.5
2023-12-11,29.68,29.61,29.24
2023-12-12,29.41,29.41,29.32
2023-12-13,31.53,31.53,30.05
2023-12-14,34.19,33.62,33.58
2023-12-15,33.82,33.57,33.5
2023-12-18,33.23,33.03,32.95
2023-12-19,33.66,33.55,33.41
2023-12-20,33.31,32.39,32.39
2023-12-21,32.91,32.66,32.62
2023-12-22,33.3,33.05,32.94
2023-12-26,33.62,33.53,33.37
2023-12-27,33.6,33.53,33.44
2023-12-28,33.66,33.57,33.53
