Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,16.65,16.55,16.49
2023-11-30,17.0,16.9,16.88
2023-12-01,17.04,16.91,16.87
2023-12-04,16.67,16.55,16.54
2023-12-05,16.29,16.08,16.07
2023-12-06,15.98,15.89,15.85
2023-12-07,16.13,16.05,15.87
2023-12-08,16.28,16.22,16.2
2023-12-11,16.7,16.68,16.5
2023-12-12,16.47,16.38,16.38
2023-12-13,16.51,16.3,16.29
2023-12-14,17.13,17.08,16.99
2023-12-15,16.88,16.8,16.71
2023-12-18,16.83,16.79,16.75
2023-12-19,16.85,16.85,16.81
2023-12-20,16.99,16.75,16.75
2023-12-21,17.0,17.0,16.8
2023-12-22,17.15,17.1,17.07
2023-12-26,17.28,17.23,17.17
2023-12-27,17.15,17.05,17.04
2023-12-28,17.17,17.16,17.12
