Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,30.72,30.46,30.33
2023-11-30,30.84,30.61,30.44
2023-12-01,31.32,31.32,30.98
2023-12-04,31.86,31.74,31.7
2023-12-05,31.43,31.36,31.32
2023-12-06,31.95,31.94,31.63
2023-12-07,31.99,31.87,31.83
2023-12-08,31.54,31.38,31.38
2023-12-11,31.75,31.71,31.62
2023-12-12,31.69,31.66,31.58
2023-12-13,32.71,32.71,31.9
2023-12-14,32.39,31.91,31.91
2023-12-15,31.7,31.7,31.21
2023-12-18,31.78,31.61,31.58
2023-12-19,31.78,31.73,31.5
2023-12-20,31.58,31.51,31.45
2023-12-21,31.79,31.68,31.47
2023-12-22,31.87,31.77,31.77
2023-12-26,31.82,31.71,31.59
2023-12-27,31.81,31.8,31.76
2023-12-28,31.96,31.96,31.86
