Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,37.67,37.62,37.3
2023-11-30,37.32,36.96,36.75
2023-12-01,37.75,37.73,37.05
2023-12-04,37.61,37.37,37.28
2023-12-05,36.76,36.35,36.23
2023-12-06,35.38,34.87,34.85
2023-12-07,34.42,34.35,34.03
2023-12-08,35.15,34.94,34.64
2023-12-11,35.09,34.94,34.76
2023-12-12,34.38,34.21,33.94
2023-12-13,34.79,34.71,34.3
2023-12-14,35.93,35.89,35.71
2023-12-15,35.91,35.91,35.53
2023-12-18,36.63,36.21,36.21
2023-12-19,36.94,36.82,36.67
2023-12-20,37.32,36.46,36.46
2023-12-21,36.71,36.64,36.44
2023-12-22,37.07,36.96,36.66
2023-12-26,37.28,37.16,36.89
2023-12-27,36.78,36.67,36.6
2023-12-28,36.34,36.23,36.21
