Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,28.49,28.41,28.34
2023-11-30,29.08,28.97,28.75
2023-12-01,30.62,30.6,30.1
2023-12-04,30.66,30.65,30.36
2023-12-05,30.32,30.12,30.11
2023-12-06,30.83,30.28,30.22
2023-12-07,30.88,30.83,30.6
2023-12-08,31.49,31.27,31.2
2023-12-11,31.11,30.9,30.9
2023-12-12,30.75,30.54,30.52
2023-12-13,32.37,32.37,31.22
2023-12-14,35.14,35.14,34.42
2023-12-15,35.12,35.12,34.79
2023-12-18,35.1,35.07,35.03
2023-12-19,35.32,35.12,34.98
2023-12-20,35.07,34.0,34.0
2023-12-21,34.66,34.41,34.25
2023-12-22,34.6,34.5,34.37
2023-12-26,35.05,34.96,34.79
2023-12-27,35.1,35.1,34.98
2023-12-28,34.85,34.8,34.73
