Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,25.5,25.33,25.18
2023-11-30,25.6,25.6,25.29
2023-12-01,26.7,26.7,26.21
2023-12-04,27.3,27.3,26.98
2023-12-05,27.19,27.18,27.01
2023-12-06,28.28,27.98,27.62
2023-12-07,29.35,29.14,29.03
2023-12-08,29.19,29.07,28.94
2023-12-11,29.32,29.32,29.05
2023-12-12,30.4,30.3,30.02
2023-12-13,29.29,29.15,28.59
2023-12-14,29.8,29.78,29.55
2023-12-15,29.3,29.02,28.94
2023-12-18,29.03,28.97,28.58
2023-12-19,29.52,29.3,29.11
2023-12-20,29.56,29.07,29.05
2023-12-21,29.8,29.61,29.54
2023-12-22,29.59,29.52,29.44
2023-12-26,29.4,29.15,29.15
2023-12-27,29.21,29.11,29.08
2023-12-28,29.42,29.32,29.27
