Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,27.74,27.6,27.44
2023-11-30,27.66,27.44,27.32
2023-12-01,27.14,26.86,26.73
2023-12-04,26.71,26.57,26.56
2023-12-05,26.24,26.22,26.0
2023-12-06,26.78,26.64,26.59
2023-12-07,26.99,26.91,26.79
2023-12-08,26.88,26.8,26.54
2023-12-11,25.66,25.24,25.24
2023-12-12,25.22,25.15,25.06
2023-12-13,25.1,24.84,24.67
2023-12-14,26.32,26.13,26.07
2023-12-15,27.98,27.75,27.52
2023-12-18,26.8,26.66,26.65
2023-12-19,27.67,27.6,27.14
2023-12-20,26.96,26.44,26.42
2023-12-21,28.0,28.0,27.3
2023-12-22,27.88,27.82,27.51
2023-12-26,27.88,27.63,27.55
2023-12-27,27.74,27.66,27.54
2023-12-28,29.14,28.96,28.62
