Date,ValueAreaHigh,Poc,ValueAreaLow
2023-11-29,45.07,44.98,44.84
2023-11-30,45.9,44.96,44.96
2023-12-01,45.8,45.48,45.23
2023-12-04,44.96,44.69,44.57
2023-12-05,44.3,43.82,43.8
2023-12-06,43.69,43.27,43.08
2023-12-07,43.46,43.37,43.15
2023-12-08,44.2,44.1,43.93
2023-12-11,44.53,44.42,44.28
2023-12-12,43.64,43.53,43.16
2023-12-13,44.23,43.42,43.26
2023-12-14,45.22,44.98,44.94
2023-12-15,44.87,44.75,44.51
2023-12-18,46.09,45.98,45.48
2023-12-19,45.71,45.6,45.4
2023-12-20,46.07,45.25,45.25
2023-12-21,45.85,45.85,45.44
2023-12-22,46.39,46.39,45.96
2023-12-26,46.88,46.67,46.46
2023-12-27,46.6,46.37,46.28
2023-12-28,46.17,46.1,45.88
