,Date,Open,High,Low,Close,Adj Close,Volume,isPivot,cross_type,crossed_level,cross_period_ago,pre_cross_break,pivot_high_trend,pivot_low_trend,stop_loss
64,2022-03-23,26.170000076293945,26.549999237060547,25.56999969482422,25.68000030517578,25.68000030517578,919100,0,2,24.254285714285714,5,0,True,False,
65,2022-03-24,26.06999969482422,27.38999938964844,25.959999084472656,27.149999618530277,27.149999618530277,1327200,1,0,,,0,True,False,23.059999465942383
66,2022-03-25,27.239999771118164,27.270000457763672,26.26000022888184,26.88999938964844,26.88999938964844,1056100,0,0,,,0,True,False,
67,2022-03-28,26.700000762939453,27.3700008392334,24.149999618530277,24.649999618530277,24.649999618530277,2112900,0,0,,,0,True,False,
68,2022-03-29,24.700000762939453,25.540000915527344,24.700000762939453,25.31999969482422,25.31999969482422,1201500,0,0,,,0,True,False,
69,2022-03-30,25.34000015258789,25.549999237060547,24.31999969482422,24.40999984741211,24.40999984741211,924000,0,0,,,0,True,False,
70,2022-03-31,24.5,24.700000762939453,23.93000030517578,24.21999931335449,24.21999931335449,1461100,2,1,24.254285714285714,2,0,True,False,25.959999084472656
71,2022-04-01,24.270000457763672,25.600000381469727,24.15999984741211,25.559999465942383,25.559999465942383,1486400,0,2,24.254285714285714,2,0,False,False,
72,2022-04-04,25.81999969482422,26.290000915527344,25.51000022888184,26.21999931335449,26.21999931335449,1116900,0,2,24.254285714285714,3,0,False,False,
73,2022-04-05,26.21999931335449,26.68000030517578,25.6299991607666,25.75,25.75,890900,0,2,24.254285714285714,4,0,False,False,
74,2022-04-06,25.81999969482422,27.51000022888184,25.780000686645508,27.21999931335449,27.21999931335449,2260300,0,2,24.254285714285714,5,0,False,False,
75,2022-04-07,27.059999465942383,28.059999465942383,26.6299991607666,27.059999465942383,27.059999465942383,1880100,1,0,,,0,False,True,24.700000762939453
76,2022-04-08,27.049999237060547,27.559999465942383,25.979999542236328,26.0,26.0,1179000,0,0,,,0,False,True,
77,2022-04-11,25.61000061035156,25.770000457763672,23.59000015258789,23.6200008392334,23.6200008392334,1302900,0,1,24.254285714285714,2,0,False,True,
78,2022-04-12,23.780000686645508,24.18000030517578,23.020000457763672,23.399999618530277,23.399999618530277,1299700,0,1,24.254285714285714,3,0,False,True,
79,2022-04-13,23.51000022888184,24.739999771118164,23.51000022888184,24.43000030517578,24.43000030517578,3023600,0,2,24.254285714285714,2,0,False,True,
80,2022-04-14,24.229999542236328,24.299999237060547,23.450000762939453,23.46999931335449,23.46999931335449,1182000,0,1,24.254285714285714,2,0,False,True,
81,2022-04-18,23.540000915527344,23.540000915527344,22.299999237060547,22.40999984741211,22.40999984741211,1010100,0,1,24.254285714285714,3,0,False,True,
82,2022-04-19,21.530000686645508,22.1299991607666,21.0,21.71999931335449,21.71999931335449,2517700,0,1,24.254285714285714,4,0,False,True,
83,2022-04-20,21.850000381469727,22.71999931335449,21.270000457763672,22.31999969482422,22.31999969482422,2578400,0,1,24.254285714285714,5,0,False,True,
84,2022-04-21,22.709999084472656,22.709999084472656,21.25,21.34000015258789,21.34000015258789,1697000,0,0,,,0,False,True,
85,2022-04-22,21.32999992370605,21.43000030517578,20.350000381469727,20.43000030517578,20.43000030517578,1467400,0,1,21.10625,2,0,False,True,
86,2022-04-25,20.1299991607666,20.46999931335449,19.729999542236328,20.26000022888184,20.26000022888184,1441500,0,1,21.10625,3,0,False,True,
87,2022-04-26,20.049999237060547,20.209999084472656,18.76000022888184,18.940000534057617,18.940000534057617,2144300,0,1,21.10625,4,0,False,True,
88,2022-04-27,19.0,19.56999969482422,18.700000762939453,18.989999771118164,18.989999771118164,1818000,0,1,21.10625,5,0,False,True,
89,2022-04-28,19.43000030517578,19.57999992370605,18.350000381469727,18.959999084472656,18.959999084472656,2163200,0,0,,,0,False,True,
90,2022-04-29,18.8799991607666,19.229999542236328,18.399999618530277,18.440000534057617,18.440000534057617,1443900,0,0,,,0,False,True,
91,2022-05-02,18.18000030517578,19.56999969482422,18.18000030517578,19.540000915527344,19.540000915527344,2091900,2,0,,,0,False,True,26.6299991607666
92,2022-05-03,19.56999969482422,20.5,19.450000762939453,19.809999465942383,19.809999465942383,1738000,1,0,,,0,False,True,19.56999969482422
93,2022-05-04,19.950000762939453,19.950000762939453,18.899999618530277,19.88999938964844,19.88999938964844,1417100,0,0,,,0,False,True,
94,2022-05-05,19.51000022888184,19.8799991607666,18.709999084472656,18.82999992370605,18.82999992370605,1622200,0,0,,,0,False,True,
95,2022-05-06,18.540000915527344,18.6299991607666,17.649999618530273,17.8799991607666,17.8799991607666,2028400,0,0,,,0,False,True,
96,2022-05-09,17.450000762939453,17.760000228881836,16.309999465942383,16.3799991607666,16.3799991607666,2554200,0,1,17.7232,2,0,False,True,
97,2022-05-10,17.31999969482422,17.739999771118164,16.209999084472656,16.84000015258789,16.84000015258789,1802100,0,1,17.7232,3,0,False,True,
98,2022-05-11,16.639999389648438,16.8700008392334,15.15999984741211,15.289999961853027,15.289999961853027,2026200,2,1,17.7232,4,0,False,True,19.450000762939453
99,2022-05-12,15.229999542236328,16.030000686645508,15.15999984741211,16.030000686645508,16.030000686645508,2191000,2,1,17.7232,5,0,True,True,19.450000762939453
100,2022-05-13,16.360000610351562,16.93000030517578,16.18000030517578,16.850000381469727,16.850000381469727,2642200,0,0,,,0,True,True,
101,2022-05-16,16.799999237060547,17.030000686645508,16.389999389648438,16.600000381469727,16.600000381469727,1183800,0,0,,,0,True,True,
102,2022-05-17,17.030000686645508,17.229999542236328,16.610000610351562,17.049999237060547,17.049999237060547,1408000,1,0,,,0,True,True,16.030000686645508
103,2022-05-18,16.559999465942383,16.790000915527344,15.789999961853027,16.040000915527344,16.040000915527344,1322000,2,0,,,0,True,True,16.610000610351562
104,2022-05-19,16.06999969482422,17.1200008392334,16.06999969482422,16.829999923706055,16.829999923706055,1627800,0,0,,,0,False,True,
105,2022-05-20,17.010000228881836,17.209999084472656,16.260000228881836,17.110000610351562,17.110000610351562,1308500,0,0,,,0,False,True,
106,2022-05-23,17.329999923706055,17.43000030517578,16.479999542236328,16.790000915527344,16.790000915527344,1171300,1,0,,,0,False,True,16.790000915527344
107,2022-05-24,16.649999618530273,16.93000030517578,15.880000114440918,15.979999542236328,15.979999542236328,1483100,0,0,,,0,False,True,
108,2022-05-25,16.020000457763672,16.290000915527344,15.449999809265137,15.960000038146973,15.960000038146973,991800,2,0,,,0,True,True,16.479999542236328
109,2022-05-26,15.93000030517578,16.469999313354492,15.649999618530272,16.229999542236328,16.229999542236328,1621800,0,0,,,0,True,True,
110,2022-05-27,16.229999542236328,17.110000610351562,15.920000076293944,17.079999923706055,17.079999923706055,1327800,1,0,,,0,True,True,16.290000915527344
111,2022-05-31,16.93000030517578,17.020000457763672,16.110000610351562,16.149999618530273,16.149999618530273,1756100,0,0,,,0,True,False,
112,2022-06-01,16.239999771118164,16.860000610351562,15.859999656677246,16.3700008392334,16.3700008392334,1454300,0,0,,,0,True,False,
113,2022-06-02,16.15999984741211,16.450000762939453,15.920000076293944,16.209999084472656,16.209999084472656,1596900,0,0,,,0,True,False,
114,2022-06-03,16.15999984741211,17.940000534057617,16.110000610351562,17.899999618530273,17.899999618530273,2681300,0,2,17.7232,2,0,True,False,
115,2022-06-06,18.020000457763672,18.26000022888184,16.709999084472656,16.93000030517578,16.93000030517578,1521500,0,1,17.7232,2,0,True,False,
116,2022-06-07,16.780000686645508,18.36000061035156,16.780000686645508,18.270000457763672,18.270000457763672,1888500,0,2,17.7232,2,0,True,False,
117,2022-06-08,18.06999969482422,18.46999931335449,17.920000076293945,18.1200008392334,18.1200008392334,1230400,1,2,17.7232,3,0,True,True,16.290000915527344
118,2022-06-09,17.90999984741211,18.07999992370605,17.360000610351562,17.43000030517578,17.43000030517578,1277000,0,1,17.7232,2,0,True,True,
119,2022-06-10,17.15999984741211,17.34000015258789,16.700000762939453,17.09000015258789,17.09000015258789,2038700,0,1,17.7232,3,0,True,True,
120,2022-06-13,16.549999237060547,16.799999237060547,15.890000343322754,16.770000457763672,16.770000457763672,2795700,0,1,17.7232,4,0,True,True,
121,2022-06-14,16.8700008392334,16.920000076293945,15.529999732971191,16.25,16.25,2507300,2,1,17.7232,5,0,True,True,17.920000076293945
122,2022-06-15,17.389999389648438,19.57999992370605,17.139999389648438,18.770000457763672,18.770000457763672,20608400,0,2,17.7232,2,0,False,True,
123,2022-06-16,18.530000686645508,20.350000381469727,17.889999389648438,19.51000022888184,19.51000022888184,7927500,1,2,17.7232,3,0,False,True,16.920000076293945
124,2022-06-17,19.51000022888184,19.51000022888184,19.51000022888184,19.51000022888184,19.51000022888184,0,0,2,17.7232,4,0,False,True,
125,2022-06-21,13.199999809265137,13.260000228881836,12.239999771118164,13.010000228881836,13.010000228881836,22269000,2,1,15.097916666666666,2,0,True,True,17.889999389648438
126,2022-06-22,12.75,13.609999656677246,12.68000030517578,13.43000030517578,13.43000030517578,5888800,0,1,15.097916666666666,3,0,True,True,
127,2022-06-23,13.4399995803833,14.859999656677246,13.380000114440918,14.720000267028809,14.720000267028809,5568000,0,1,15.097916666666666,4,0,True,True,
128,2022-06-24,14.84000015258789,15.479999542236328,14.350000381469728,14.979999542236328,14.979999542236328,3829900,1,1,15.097916666666666,5,0,True,True,13.260000228881836
129,2022-06-27,14.880000114440918,15.25,14.600000381469728,14.640000343322754,14.640000343322754,2365100,0,0,,,0,True,False,
130,2022-06-28,14.619999885559082,14.720000267028809,13.869999885559082,14.0,14.0,2721400,0,0,,,0,True,False,
131,2022-06-29,14.039999961853027,14.369999885559082,13.890000343322754,14.220000267028809,14.220000267028809,1844600,0,0,,,0,True,False,
132,2022-06-30,14.029999732971191,14.3100004196167,13.93000030517578,14.09000015258789,14.09000015258789,1592200,0,0,,,0,True,False,
133,2022-07-01,14.0600004196167,14.5,13.979999542236328,14.369999885559082,14.369999885559082,1576000,0,0,,,0,True,False,
134,2022-07-05,14.289999961853027,15.279999732971191,14.149999618530272,15.270000457763672,15.270000457763672,2207400,0,2,15.097916666666666,2,0,True,False,
135,2022-07-06,15.170000076293944,15.609999656677246,14.989999771118164,15.119999885559082,15.119999885559082,1838400,0,2,15.097916666666666,3,0,True,False,
136,2022-07-07,15.050000190734863,15.859999656677246,14.920000076293944,15.710000038146973,15.710000038146973,2212800,0,2,15.097916666666666,4,0,True,False,
137,2022-07-08,15.539999961853027,15.960000038146973,15.369999885559082,15.739999771118164,15.739999771118164,1616000,0,2,15.097916666666666,5,0,True,False,
138,2022-07-11,15.710000038146973,16.270000457763672,15.59000015258789,15.920000076293944,15.920000076293944,1989100,1,0,,,0,True,True,13.260000228881836
139,2022-07-12,15.829999923706056,16.040000915527344,15.170000076293944,15.529999732971191,15.529999732971191,2389900,0,0,,,0,True,True,
140,2022-07-13,15.279999732971191,16.190000534057617,15.1899995803833,15.989999771118164,15.989999771118164,1536300,0,0,,,0,True,True,
141,2022-07-14,15.899999618530272,15.949999809265137,15.619999885559082,15.739999771118164,15.739999771118164,1771800,0,0,,,0,True,True,
142,2022-07-15,15.800000190734863,15.800000190734863,15.0600004196167,15.279999732971191,15.279999732971191,3163600,0,0,,,0,True,True,
143,2022-07-18,15.380000114440918,15.739999771118164,14.960000038146973,15.010000228881836,15.010000228881836,1855400,0,1,15.097916666666666,2,0,True,True,
144,2022-07-19,15.229999542236328,15.520000457763672,14.949999809265137,15.470000267028809,15.470000267028809,2493000,0,2,15.097916666666666,2,0,True,True,
145,2022-07-20,15.390000343322754,15.600000381469728,14.960000038146973,15.09000015258789,15.09000015258789,1480400,0,1,15.097916666666666,2,0,True,True,
146,2022-07-21,15.029999732971191,15.25,14.710000038146973,14.979999542236328,14.979999542236328,965500,0,1,15.097916666666666,3,0,True,True,
147,2022-07-22,15.020000457763672,15.020000457763672,14.390000343322754,14.420000076293944,14.420000076293944,1224800,0,1,15.097916666666666,4,0,True,True,
148,2022-07-25,14.43000030517578,14.479999542236328,13.859999656677246,14.229999542236328,14.229999542236328,1281100,2,1,15.097916666666666,5,0,True,True,15.59000015258789
149,2022-07-26,14.270000457763672,14.489999771118164,14.079999923706056,14.15999984741211,14.15999984741211,1095100,0,0,,,0,True,True,
150,2022-07-27,14.210000038146973,14.800000190734863,14.050000190734863,14.770000457763672,14.770000457763672,1335200,0,0,,,0,True,True,
151,2022-07-28,14.789999961853027,14.850000381469728,14.3100004196167,14.579999923706056,14.579999923706056,1075200,0,0,,,0,True,True,
152,2022-07-29,14.520000457763672,14.739999771118164,14.18000030517578,14.6899995803833,14.6899995803833,1352400,0,0,,,0,True,True,
153,2022-08-01,14.5600004196167,14.960000038146973,14.079999923706056,14.109999656677246,14.109999656677246,1968300,0,0,,,0,True,True,
154,2022-08-02,14.079999923706056,15.0600004196167,13.800000190734863,15.010000228881836,15.010000228881836,1426000,2,0,,,0,True,True,15.59000015258789
155,2022-08-03,15.380000114440918,15.8100004196167,14.93000030517578,14.970000267028809,14.970000267028809,2179600,0,0,,,0,True,True,
156,2022-08-04,15.260000228881836,15.720000267028809,14.890000343322754,15.619999885559082,15.619999885559082,1803100,0,2,15.097916666666666,2,0,True,True,
157,2022-08-05,15.210000038146973,16.969999313354492,14.949999809265137,16.440000534057617,16.440000534057617,4046200,1,2,15.097916666666666,3,0,True,True,15.0600004196167
158,2022-08-08,16.030000686645508,16.969999313354492,16.030000686645508,16.6200008392334,16.6200008392334,2062200,1,2,15.097916666666666,4,0,True,False,15.0600004196167
159,2022-08-09,16.600000381469727,16.829999923706055,15.210000038146973,16.219999313354492,16.219999313354492,3035200,0,2,15.097916666666666,5,0,True,False,
160,2022-08-10,16.579999923706055,16.65999984741211,15.649999618530272,16.149999618530273,16.149999618530273,1596100,0,0,,,0,True,False,
161,2022-08-11,16.110000610351562,16.280000686645508,15.5600004196167,15.739999771118164,15.739999771118164,1443800,0,0,,,0,True,False,
162,2022-08-12,15.880000114440918,16.43000030517578,15.729999542236328,16.399999618530273,16.399999618530273,1370100,0,0,,,0,True,False,
163,2022-08-15,16.329999923706055,16.68000030517578,16.139999389648438,16.600000381469727,16.600000381469727,1284800,0,0,,,0,True,False,
164,2022-08-16,16.600000381469727,16.989999771118164,16.31999969482422,16.959999084472656,16.959999084472656,1706400,0,0,,,0,True,False,
165,2022-08-17,16.809999465942383,17.43000030517578,16.729999542236328,17.059999465942383,17.059999465942383,1668300,0,0,,,0,True,False,
166,2022-08-18,17.139999389648438,17.670000076293945,16.969999313354492,17.3700008392334,17.3700008392334,1621400,1,0,,,0,True,True,15.0600004196167
167,2022-08-19,17.219999313354492,17.3700008392334,16.610000610351562,16.90999984741211,16.90999984741211,1196300,0,0,,,0,True,True,
168,2022-08-22,16.8799991607666,17.360000610351562,16.670000076293945,16.75,16.75,1449600,0,0,,,0,True,True,
169,2022-08-23,16.81999969482422,17.1200008392334,16.6200008392334,16.8799991607666,16.8799991607666,1303600,0,0,,,0,True,True,
170,2022-08-24,16.8799991607666,17.299999237060547,16.6299991607666,17.139999389648438,17.139999389648438,949500,0,0,,,0,True,True,
171,2022-08-25,17.280000686645508,17.360000610351562,16.6200008392334,16.84000015258789,16.84000015258789,913700,1,0,,,0,True,True,15.0600004196167
172,2022-08-26,16.969999313354492,17.110000610351562,16.5,16.530000686645508,16.530000686645508,1669400,0,0,,,0,True,False,
173,2022-08-29,16.31999969482422,16.809999465942383,16.200000762939453,16.469999313354492,16.469999313354492,1322100,0,0,,,0,True,False,
174,2022-08-30,16.540000915527344,16.610000610351562,15.65999984741211,16.1200008392334,16.1200008392334,1531700,2,0,,,0,True,False,16.6200008392334
175,2022-08-31,16.299999237060547,16.739999771118164,16.229999542236328,16.43000030517578,16.43000030517578,1051500,0,0,,,0,True,False,
176,2022-09-01,16.3799991607666,16.8700008392334,16.15999984741211,16.8700008392334,16.8700008392334,1153400,0,0,,,0,True,False,
177,2022-09-02,16.8700008392334,17.31999969482422,16.579999923706055,16.729999542236328,16.729999542236328,1251700,0,0,,,0,True,False,
178,2022-09-06,16.559999465942383,16.639999389648438,16.059999465942383,16.1299991607666,16.1299991607666,1266800,2,0,,,0,True,False,16.6200008392334
179,2022-09-07,16.1200008392334,16.850000381469727,16.09000015258789,16.850000381469727,16.850000381469727,1520200,0,0,,,0,True,False,
180,2022-09-08,16.799999237060547,17.43000030517578,16.799999237060547,17.420000076293945,17.420000076293945,1474900,0,0,,,0,True,False,
181,2022-09-09,17.459999084472656,17.489999771118164,17.219999313354492,17.3799991607666,17.3799991607666,936200,0,0,,,0,True,False,
182,2022-09-12,17.360000610351562,18.25,17.25,17.90999984741211,17.90999984741211,1579100,0,2,17.7232,2,0,True,False,
183,2022-09-13,17.6200008392334,17.809999465942383,16.770000457763672,16.899999618530273,16.899999618530273,1449000,0,1,17.7232,2,0,True,False,
184,2022-09-14,16.93000030517578,17.459999084472656,16.65999984741211,17.43000030517578,17.43000030517578,1414400,2,1,17.7232,3,0,True,False,16.6200008392334
185,2022-09-15,17.299999237060547,18.280000686645508,17.270000457763672,18.270000457763672,18.270000457763672,2382600,0,2,17.7232,2,0,False,False,
186,2022-09-16,17.969999313354492,18.1299991607666,17.559999465942383,18.020000457763672,18.020000457763672,2729500,0,2,17.7232,3,0,False,False,
187,2022-09-19,17.770000457763672,17.920000076293945,17.549999237060547,17.8700008392334,17.8700008392334,1895100,0,2,17.7232,4,0,False,False,
188,2022-09-20,17.719999313354492,18.309999465942383,17.5,18.15999984741211,18.15999984741211,1664500,1,2,17.7232,5,0,False,True,17.459999084472656
189,2022-09-21,18.25,18.290000915527344,17.040000915527344,17.06999969482422,17.06999969482422,1972100,0,1,17.7232,2,0,False,True,
190,2022-09-22,16.950000762939453,17.200000762939453,16.600000381469727,16.989999771118164,16.989999771118164,1260900,0,1,17.7232,3,0,False,True,
191,2022-09-23,16.84000015258789,16.979999542236328,16.399999618530273,16.75,16.75,1331100,0,1,17.7232,4,0,False,True,
192,2022-09-26,16.75,17.280000686645508,16.260000228881836,16.280000686645508,16.280000686645508,1088100,0,1,17.7232,5,0,False,True,
193,2022-09-27,16.450000762939453,17.139999389648438,16.450000762939453,16.729999542236328,16.729999542236328,1547700,0,0,,,0,False,True,
194,2022-09-28,16.969999313354492,17.450000762939453,16.559999465942383,16.790000915527344,16.790000915527344,1624900,1,0,,,0,False,True,17.459999084472656
195,2022-09-29,16.670000076293945,16.709999084472656,15.9399995803833,16.139999389648438,16.139999389648438,1535500,2,0,,,0,False,False,16.559999465942383
196,2022-09-30,16.049999237060547,16.6200008392334,16.0,16.360000610351562,16.360000610351562,1460500,0,0,,,0,False,False,
197,2022-10-03,16.6200008392334,17.149999618530273,16.309999465942383,17.040000915527344,17.040000915527344,1258400,0,0,,,0,False,False,
