date,open,high,low,close,volume,average,barCount
2023-03-14 09:30:00-04:00,158.76,159.43,158.09,158.51,37853.0,158.796,101
2023-03-14 09:35:00-04:00,158.51,159.15,158.5,158.97,17081.0,158.867,123
2023-03-14 09:40:00-04:00,158.96,159.14,158.37,158.37,10459.0,158.974,80
2023-03-14 09:45:00-04:00,158.56,159.59,158.56,159.16,9932.0,159.154,87
2023-03-14 09:50:00-04:00,159.16,159.28,158.26,158.49,7719.0,158.725,66
2023-03-14 09:55:00-04:00,158.36,158.9,157.93,158.61,4618.0,158.505,40
2023-03-14 10:00:00-04:00,158.53,158.59,157.87,157.92,4310.0,158.36,41
2023-03-14 10:05:00-04:00,157.91,158.61,157.88,157.88,4330.0,158.293,40
2023-03-14 10:10:00-04:00,157.83,158.16,157.21,158.16,5729.0,157.723,47
2023-03-14 10:15:00-04:00,158.05,158.59,158.03,158.38,4428.0,158.257,41
2023-03-14 10:20:00-04:00,158.3,158.69,158.28,158.51,2933.0,158.455,26
2023-03-14 10:25:00-04:00,158.55,158.59,158.25,158.31,2975.0,158.39,25
2023-03-14 10:30:00-04:00,158.33,158.55,157.86,158.23,11821.0,158.319,93
2023-03-14 10:35:00-04:00,158.11,158.22,157.93,158.09,6426.0,158.049,53
2023-03-14 10:40:00-04:00,158.11,158.83,158.11,158.63,8005.0,158.607,66
2023-03-14 10:45:00-04:00,158.67,158.81,158.65,158.67,3968.0,158.739,38
2023-03-14 10:50:00-04:00,158.61,158.61,158.0,158.14,7156.0,158.311,64
2023-03-14 10:55:00-04:00,158.14,158.33,157.91,157.95,6099.0,158.082,57
2023-03-14 11:00:00-04:00,157.96,158.26,157.86,158.13,4723.0,158.033,42
2023-03-14 11:05:00-04:00,158.03,158.46,158.03,158.42,3671.0,158.305,32
2023-03-14 11:10:00-04:00,158.41,158.8,158.25,158.72,6969.0,158.484,60
2023-03-14 11:15:00-04:00,158.73,158.98,158.71,158.89,10188.0,158.836,86
2023-03-14 11:20:00-04:00,158.88,158.94,158.78,158.88,10530.0,158.857,68
2023-03-14 11:25:00-04:00,158.79,159.09,158.69,158.91,11246.0,158.918,99
2023-03-14 11:30:00-04:00,158.86,159.24,158.7,158.84,13987.0,158.958,118
2023-03-14 11:35:00-04:00,158.8,159.1,158.62,159.01,7618.0,158.811,50
2023-03-14 11:40:00-04:00,159.09,159.43,159.09,159.38,14351.0,159.248,98
2023-03-14 11:45:00-04:00,159.29,159.33,158.6,158.74,10824.0,158.973,90
2023-03-14 11:50:00-04:00,158.74,158.91,158.38,158.38,13694.0,158.687,105
2023-03-14 11:55:00-04:00,158.35,158.42,158.11,158.2,4488.0,158.25,41
2023-03-14 12:00:00-04:00,158.17,158.31,158.02,158.03,4437.0,158.183,41
2023-03-14 12:05:00-04:00,158.02,158.08,157.82,158.02,6068.0,157.956,42
2023-03-14 12:10:00-04:00,158.02,158.27,158.02,158.02,3935.0,158.125,38
2023-03-14 12:15:00-04:00,157.98,158.17,157.86,157.99,5830.0,157.991,52
2023-03-14 12:20:00-04:00,157.97,158.05,157.56,157.56,6978.0,157.823,53
2023-03-14 12:25:00-04:00,157.5,157.5,157.14,157.18,6059.0,157.269,53
2023-03-14 12:30:00-04:00,157.24,157.41,157.21,157.22,4001.0,157.323,37
2023-03-14 12:35:00-04:00,157.39,157.51,157.31,157.34,6328.0,157.411,59
2023-03-14 12:40:00-04:00,157.28,157.28,156.62,156.88,7358.0,156.919,65
2023-03-14 12:45:00-04:00,156.81,157.18,156.66,157.14,4126.0,156.869,30
2023-03-14 12:50:00-04:00,157.09,157.13,156.57,156.69,6204.0,156.847,51
2023-03-14 12:55:00-04:00,156.6,156.6,156.3,156.31,6159.0,156.434,50
2023-03-14 13:00:00-04:00,156.28,156.64,156.27,156.27,5477.0,156.435,40
2023-03-14 13:05:00-04:00,156.3,156.33,155.6,155.7,11089.0,155.887,88
2023-03-14 13:10:00-04:00,155.56,155.58,155.31,155.33,12744.0,155.487,111
2023-03-14 13:15:00-04:00,155.34,155.34,154.93,154.98,8620.0,155.127,73
2023-03-14 13:20:00-04:00,154.92,155.05,154.62,154.82,7713.0,154.908,63
2023-03-14 13:25:00-04:00,154.77,155.08,154.73,154.89,9983.0,154.905,86
2023-03-14 13:30:00-04:00,154.71,155.1,154.71,154.89,4568.0,154.966,40
2023-03-14 13:35:00-04:00,154.85,155.94,154.85,155.93,11100.0,155.488,92
2023-03-14 13:40:00-04:00,155.93,156.2,155.66,155.86,27304.0,155.919,160
